profile,policy,mean_over_sweep,median_over_sweep,max_over_sweep,min_over_sweep
uniform_wide,MGF,315.7051979180449,314.5813022755449,328.21422927132824,306.72235399328645
uniform_wide,MAF,316.1223185603588,315.0377369373165,328.6164587855751,307.0605187479184
uniform_wide,MIEF,319.224901305258,319.0435060564316,328.65655711831,310.1343306303485
uniform_wide,Random,317.5712108303877,316.88698280946363,328.60190056122724,308.8719486162056
uniform_low,MGF,318.3102817566297,317.3399780591917,329.1102603722242,310.236366158007
uniform_low,MAF,318.40072010248497,317.54169206259166,329.37142946162464,310.37200663845783
uniform_low,MIEF,320.8609720161036,320.9360232070054,329.06694187636526,313.09591416655337
uniform_low,Random,320.0007200788181,319.44280537563657,329.4251634067416,312.44041166426
uniform_mid,MGF,315.48852798370814,314.1963965773963,328.9430939514799,306.63368653770465
uniform_mid,MAF,315.1797232784096,313.80179927003576,328.4192226617887,305.931995099782
uniform_mid,MIEF,318.68396444683054,318.50980026871457,328.2377111955969,309.5163200167031
uniform_mid,Random,317.10360950911206,316.3765313021039,328.5124070256935,308.12376797308923
uniform_very_wide,MGF,316.4834023503616,315.89994421991656,327.7450194818519,308.285544716059
uniform_very_wide,MAF,318.0401300878679,317.16987501347614,329.06865915235414,309.4466693057311
uniform_very_wide,MIEF,319.6671108809525,319.23251477466584,328.70461035702573,311.3810283768663
uniform_very_wide,Random,318.85190747183816,318.25860641010934,328.92731734901446,310.7479747532342
uniform_with_perfect_outliers,MGF,315.85965780884453,314.528065599525,328.3935747063268,307.43488403742924
uniform_with_perfect_outliers,MAF,316.3769918048802,315.1734357392828,328.8957527247033,307.41568651858887
uniform_with_perfect_outliers,MIEF,319.56982004098916,319.24146685218716,329.2462911787585,310.74313003445803
uniform_with_perfect_outliers,Random,317.8661651754265,317.13802417554916,328.707004300781,309.33757800625483
bimodal_extreme,MGF,314.9893409714487,314.4042228257865,328.82461450808967,305.2203049607284
bimodal_extreme,MAF,316.42514110961577,315.29024243143067,329.7325250226554,306.78292560040353
bimodal_extreme,MIEF,316.98115943294914,317.1380637656117,326.5726547970306,308.4396550858018
bimodal_extreme,Random,316.8324918140042,316.08531499000435,328.17635973169774,307.9551490304526
bimodal_balanced,MGF,316.52161504899493,315.4434217900904,328.16393697607543,308.3854414246621
bimodal_balanced,MAF,318.13012502273943,317.02240850431633,330.03115519786735,309.336486620159
bimodal_balanced,MIEF,318.47490785945587,319.14789730209213,326.7396720526226,310.0428602593194
bimodal_balanced,Random,318.6880691428222,318.0259124630401,328.84095927013726,310.80625987544556
bimodal_q1_vs_lossy_30_70,MGF,317.6657214998967,317.8549759686873,328.0374151224392,309.3768277057676
bimodal_q1_vs_lossy_30_70,MAF,319.08463699719334,318.1288235671143,329.9790523447442,310.89750713609544
bimodal_q1_vs_lossy_30_70,MIEF,319.5918255370467,319.23134748813925,327.54344812489865,311.8455657864864
bimodal_q1_vs_lossy_30_70,Random,319.8422876022542,319.2376171393199,329.2235090718566,312.41874376069757
bimodal_q1_vs_lossy_70_30,MGF,314.596168692323,312.9992464463871,329.0552260150579,303.7517938402679
bimodal_q1_vs_lossy_70_30,MAF,314.26250122999284,312.67079407061374,328.6013252730215,304.333455973797
bimodal_q1_vs_lossy_70_30,MIEF,316.9544891441169,317.70842778592845,326.0831251554006,307.93981086559745
bimodal_q1_vs_lossy_70_30,Random,315.39543612570213,314.5456002098954,327.6727138617333,305.91238156183647
trimodal_perfect_mid_low,MGF,316.1134579048958,315.87106962372803,328.92758457676445,306.6657788082029
trimodal_perfect_mid_low,MAF,317.08610174042565,316.10697284062803,329.35032558235156,308.0427743771479
trimodal_perfect_mid_low,MIEF,318.8429981107468,318.9659710523647,327.18408102586767,310.1753012811761
trimodal_perfect_mid_low,Random,318.07099937483656,317.37126918461234,328.84244048342373,309.6994489484374
source_split_perfect_or_lossy,MGF,315.8149710735067,315.3884749636428,328.3299174218546,306.2051133436502
source_split_perfect_or_lossy,MAF,316.7921960891071,315.68816056807736,329.10463965970536,307.8265320854913
source_split_perfect_or_lossy,MIEF,318.6513369525797,318.6809111696778,326.8247139268362,309.60285292090305
source_split_perfect_or_lossy,Random,317.8488243525003,317.20751522312753,328.76057149006726,309.12826120737213
adversarial_perfect_with_critical_lossy,MGF,314.72319819098067,312.7255075498971,330.17041209004293,306.3677300751161
adversarial_perfect_with_critical_lossy,MAF,310.52753331854325,308.8439902492546,326.61139240536386,299.9287548131448
adversarial_perfect_with_critical_lossy,MIEF,315.0407549949515,313.57716206358873,325.73571320287067,309.613285828381
adversarial_perfect_with_critical_lossy,Random,312.7533856048996,311.74526431194647,326.8248176366832,301.99513291400547
