profile,N,Random,MAF,MEF,MGF
bimodal_balanced,7,19.120472077055933,19.067771433181942,18.032080875345056,18.099801651163766
bimodal_balanced,8,19.05722868441172,18.985845551320576,18.02614000685483,18.092919334506615
bimodal_q1_vs_lossy_30_70,1,19.680544948413168,19.640342882687374,18.636495752961586,18.607369692644784
bimodal_q1_vs_lossy_30_70,2,19.567471577496136,19.55210317163985,18.179854203060273,18.179854203060273
bimodal_q1_vs_lossy_30_70,3,19.4906261081397,19.442351116619665,18.150945059271827,18.328467637861934
bimodal_q1_vs_lossy_30_70,4,19.40605857391075,19.38002770192977,18.138432323887983,18.1773875571782
bimodal_q1_vs_lossy_30_70,5,19.311160177936745,19.295328531312137,18.132214067923435,18.16845060733074
bimodal_q1_vs_lossy_30_70,6,19.217266209909518,19.206573179090192,18.127809760995422,18.16671670662816
bimodal_q1_vs_lossy_30_70,7,19.138264220721023,19.13370614115751,18.123405454067406,18.154129438895147
bimodal_q1_vs_lossy_30_70,8,19.075315760717345,19.047605467449593,18.106253400333475,18.147652288423384
bimodal_q1_vs_lossy_70_30,1,19.627720631384307,19.58987634897883,18.636495752961586,18.253353336437893
bimodal_q1_vs_lossy_70_30,2,19.482278277073082,19.443109916513727,17.473809887417875,17.473809887417875
bimodal_q1_vs_lossy_70_30,3,19.36920819362717,19.331578272180547,17.440581545853146,17.58645026798117
bimodal_q1_vs_lossy_70_30,4,19.26528054829615,19.20671598012341,17.413438343195956,17.472844527484096
bimodal_q1_vs_lossy_70_30,5,19.149071964602122,19.076553552887976,17.391220028642504,17.45184735552108
bimodal_q1_vs_lossy_70_30,6,19.03209483987733,18.94860393427451,17.377229470414942,17.45488032327664
bimodal_q1_vs_lossy_70_30,7,18.94424769165308,18.841245464408978,17.36771944257015,17.41920638285971
bimodal_q1_vs_lossy_70_30,8,18.86599930530646,18.753309568344346,17.359687237569027,17.428153652545028
trimodal_perfect_mid_low,1,19.63386190104819,19.59922938413167,18.511097726084273,18.38906679776409
trimodal_perfect_mid_low,2,19.53138317353317,19.489190686033567,17.643960665547027,17.643960665547027
trimodal_perfect_mid_low,3,19.426437539321455,19.40201526148873,17.613412364196385,17.761990200711843
trimodal_perfect_mid_low,4,19.350253828649457,19.311451855354363,17.593873621550408,17.65634759380563
trimodal_perfect_mid_low,5,19.24408945566809,19.207808846475764,17.584363593705582,17.62908035863658
trimodal_perfect_mid_low,6,19.143792966410075,19.094455047296552,17.57814533774103,17.62615954901222
trimodal_perfect_mid_low,7,19.0578731136973,19.000203709968066,17.573741030813032,17.61487781773001
trimodal_perfect_mid_low,8,18.991531891393212,18.91048958066021,17.569336723885023,17.602804391560703
source_split_perfect_or_lossy,1,19.70445090948819,19.597963868872704,18.892289433670804,18.790693767020816
source_split_perfect_or_lossy,2,19.637580709147365,19.498350046557043,18.3368635478135,18.336866690034448
source_split_perfect_or_lossy,3,19.553416253151667,19.4231683785109,18.305620849630778,18.42121965187168
source_split_perfect_or_lossy,4,19.49069000331757,19.310392510714976,18.28318283282656,18.33927702970362
source_split_perfect_or_lossy,5,19.4219354373042,19.220425583013018,18.27219498213805,18.318603740688523
source_split_perfect_or_lossy,6,19.360870545186124,19.11785343538215,18.264162777136946,18.314427331397738
source_split_perfect_or_lossy,7,19.291341246625407,19.04557359641832,18.25975847020893,18.29418214384203
source_split_perfect_or_lossy,8,19.24190108032597,18.968932387378015,18.255354163280927,18.301189833228136
adversarial_perfect_with_critical_lossy,1,19.623411877821685,19.56242247042227,18.636495752961586,18.253353336437893
adversarial_perfect_with_critical_lossy,2,19.47386723485443,19.374931504453517,17.473809887417875,17.473809887417875
adversarial_perfect_with_critical_lossy,3,19.35783112774838,19.186545883763188,17.440546096439977,17.56898205277052
adversarial_perfect_with_critical_lossy,4,19.250920857561788,19.047299414356207,17.409614981140646,17.468563001895244
adversarial_perfect_with_critical_lossy,5,19.132148390151244,18.897280458820873,17.383615100324675,17.46686055397976
adversarial_perfect_with_critical_lossy,6,19.01343184209206,18.779227227840654,17.36024209855905,17.469555299800216
adversarial_perfect_with_critical_lossy,7,18.923303655703926,18.673143106876736,17.34320177094086,17.453036125487532
adversarial_perfect_with_critical_lossy,8,18.842962646331564,18.555644132573867,17.330736097408632,17.40983479851268
