profile,N,policy,mean_error,std_error,weights_mode,seed,titer,mc_trials,subgradient_method,q_min,q_max,q_mean,q_std
uniform_wide,2,MGF,2232.224220868897,541.673589377508,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,2,MAF,5564.37112980625,320.7555055251321,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,2,MIEF,1774.7065245787423,368.8398422356605,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,2,Random,5859.764116102254,164.8240542189876,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,4,MGF,221.1595669464933,40.22220400092651,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,4,MAF,4828.0972550655715,50.32272383183574,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,4,MIEF,272.24225669564015,64.88868770260291,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,4,Random,5130.12874488411,197.1650188164317,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,6,MGF,123.93441354840563,16.389045745208108,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,6,MAF,4778.986045026171,248.7339241414515,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,6,MIEF,171.35291456580836,45.767850972619215,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,6,Random,4482.645087146679,211.9064402028924,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,8,MGF,95.10183883347699,13.547956882910539,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,8,MAF,3193.6771561052383,106.1375125510582,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,8,MIEF,119.38008256271235,37.08297751756654,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,8,Random,3858.381610025118,357.76169287620803,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,10,MGF,71.59372970603246,4.290986273481858,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,10,MAF,2947.144005123673,158.4926526023923,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,10,MIEF,82.81600503122756,6.468431988639516,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,10,Random,3427.3584683704757,430.14705818493206,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,12,MGF,62.7176724172499,2.650686746179553,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,12,MAF,1679.180077044221,239.30821099815614,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,12,MIEF,73.325856511727,3.801835656603659,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,12,Random,3040.7837046926243,395.3928647959631,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,14,MGF,54.68699313205536,1.5542229542823083,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,14,MAF,1025.8079599761459,171.5447031192557,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,14,MIEF,63.34264706891956,4.96930455253336,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,14,Random,2652.452974832486,336.4734968444163,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,16,MGF,50.80832379171358,1.5695645138521261,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,16,MAF,545.5105823424841,135.1434057880789,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,16,MIEF,57.73052869557565,4.381668230107823,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,16,Random,2330.2504888577605,228.52635451640793,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,18,MGF,45.770195590661,1.2369866888694134,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,18,MAF,349.9358745682071,85.28776099341209,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,18,MIEF,52.83027019377256,3.5831049038333926,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,18,Random,2023.4837274669571,209.6152867217256,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,20,MGF,43.02681149289917,1.9349443166901628,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,20,MAF,201.25897327986692,38.81722998970845,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,20,MIEF,49.91844629618014,3.8217438390804386,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_wide,20,Random,1805.8208545587518,209.96847261851846,deterministic,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6910627557164845,0.1902503139999702
uniform_low,2,MGF,2646.0442882003185,758.9286236969641,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,2,MAF,6013.752494284985,442.8086931061998,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,2,MIEF,2726.592412535006,209.95755421625174,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,2,Random,6021.788222274294,213.45173579045795,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,4,MGF,307.4223027056844,50.55918383714868,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,4,MAF,4847.214305045126,46.857753051059156,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,4,MIEF,635.5551167746944,173.63463094096838,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,4,Random,5410.54498601386,229.56036103965707,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,6,MGF,161.08754378437717,13.49784273096211,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,6,MAF,4902.095477514381,57.84939011666855,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,6,MIEF,232.7248963730981,46.267676222726834,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,6,Random,4862.328796156838,218.0453158903927,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,8,MGF,117.38929081457354,11.527611120529482,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,8,MAF,4244.153970859408,633.4086098015472,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,8,MIEF,150.8537479901837,38.73753885502422,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,8,Random,4393.017227865768,332.676421601008,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,10,MGF,92.59395313334835,6.090868348302312,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,10,MAF,3304.6138637345766,214.44508324069963,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,10,MIEF,108.04986855211942,6.236035052317222,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,10,Random,4049.3740165035024,412.67059419786,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
uniform_low,12,MGF,75.45400408983282,3.9313017559745917,deterministic,0,1000,10,adam,0.3509584750595518,0.6990234775262238,0.5394793087313804,0.10569461888887233
