profile,N,Random,MAF,MEF,MGF
q=1 (deterministic ref),1,0.1522498292435272,0.16090537796019205,0.11296353146530694,0.11295710340528346
q=1 (deterministic ref),2,0.14282969851474242,0.15821678819320478,0.09658733604210132,0.09658733604210132
q=1 (deterministic ref),3,0.12746425238327547,0.1581523486781889,0.09617239706556478,0.0965861991029116
q=1 (deterministic ref),4,0.11795248434012484,0.1580933554691821,0.09595627252618352,0.09595627252618352
q=1 (deterministic ref),5,0.11795248434012484,0.1580933554691821,0.09595627252618352,0.09595627252618352
q=1 (deterministic ref),6,0.11795248434012484,0.1580933554691821,0.09595627252618352,0.09595627252618352
uniform_wide,1,0.15749423214527133,0.161638064207869,0.13668565041902458,0.13668556924526148
uniform_wide,2,0.15304011978299437,0.16100260694932794,0.13088940445670616,0.13088940445670616
uniform_wide,3,0.14438333163931447,0.1609620279172271,0.13054001084187303,0.13053799966099403
uniform_wide,4,0.1423052413608748,0.16091913703580096,0.13038115984044035,0.13038115984044035
uniform_wide,5,0.1423052413608748,0.16091913703580096,0.13038115984044035,0.13038115984044035
uniform_wide,6,0.1423052413608748,0.16091913703580096,0.13038115984044035,0.13038115984044035
uniform_low,1,0.1579514895270088,0.16176086530323083,0.14339719797212197,0.14339740868811263
uniform_low,2,0.1543114255326774,0.16112608359514685,0.13834477481605073,0.13834477481605073
uniform_low,3,0.14572570905550514,0.16109730241977743,0.1380697257471563,0.13834477481605073
uniform_low,4,0.1436127622184822,0.16105517245089024,0.1379439682789172,0.1379439682789172
uniform_low,5,0.1436127622184822,0.16105517245089024,0.1379439682789172,0.1379439682789172
uniform_low,6,0.1436127622184822,0.16105517245089024,0.1379439682789172,0.1379439682789172
uniform_mid,1,0.15643590591405002,0.16143849612453773,0.1296635680703459,0.12966398294201148
uniform_mid,2,0.1500859058252847,0.16021960690891796,0.11990141273452218,0.11990141273452218
uniform_mid,3,0.14038852847124084,0.16017760177004714,0.11955201941546267,0.11990141263558467
uniform_mid,4,0.13469351766780788,0.16013429752252314,0.11939578105533008,0.11939578105533008
uniform_mid,5,0.13469351766780788,0.16013429752252314,0.11939578105533008,0.11939578105533008
uniform_mid,6,0.13469351766780788,0.16013429752252314,0.11939578105533008,0.11939578105533008
uniform_very_wide,1,0.15838898654966213,0.1617363488941937,0.14339719965284323,0.14339719890258285
uniform_very_wide,2,0.1555709522481167,0.1612634900182835,0.1392436245748723,0.1392436245748723
uniform_very_wide,3,0.14793024020384876,0.16122386123565924,0.13891492142516598,0.13924362457474787
uniform_very_wide,4,0.147561843361518,0.16118349718040717,0.13875597958827374,0.13875597958827374
uniform_very_wide,5,0.147561843361518,0.16118349718040717,0.13875597958827374,0.13875597958827374
uniform_very_wide,6,0.147561843361518,0.16118349718040717,0.13875597958827374,0.13875597958827374
uniform_with_perfect_outliers,1,0.15746746201662937,0.1617113011159695,0.13690603356147968,0.1369063560116937
uniform_with_perfect_outliers,2,0.15285268393282472,0.1608877646351799,0.13025471718250833,0.13025471718250833
uniform_with_perfect_outliers,3,0.1445782896230736,0.16085489874697034,0.12994517670354422,0.13025471718249526
uniform_with_perfect_outliers,4,0.14183664823797199,0.16081362649970615,0.12980036660239463,0.12980036660239463
uniform_with_perfect_outliers,5,0.14183664823797199,0.16081362649970615,0.12980036660239463,0.12980036660239463
uniform_with_perfect_outliers,6,0.14183664823797199,0.16081362649970615,0.12980036660239463,0.12980036660239463
bimodal_extreme,1,0.15248426480292254,0.1609560244777563,0.12218264292645502,0.12217902976894426
bimodal_extreme,2,0.1429839161289041,0.15850678692594394,0.10662421986114294,0.10662421986114294
bimodal_extreme,3,0.12970416249341826,0.15846203610633064,0.10623668252767875,0.10623668249886412
bimodal_extreme,4,0.12090541020509189,0.15841404342128212,0.1061848795339873,0.1061848795339873
bimodal_extreme,5,0.12090541020509189,0.15841404342128212,0.1061848795339873,0.1061848795339873
bimodal_extreme,6,0.12090541020509189,0.15841404342128212,0.1061848795339873,0.1061848795339873
bimodal_balanced,1,0.1525455527505498,0.16157276183678168,0.12218264292645502,0.12217902976894426
bimodal_balanced,2,0.1431049825785782,0.15910157328810703,0.10662421986114294,0.10662421986114294
bimodal_balanced,3,0.12985170391899917,0.15906547855927022,0.10639764603178108,0.10662421986114294
bimodal_balanced,4,0.12115742032256942,0.15903896235669918,0.10631365977060492,0.10631365977060492
bimodal_balanced,5,0.12115742032256942,0.15903896235669918,0.10631365977060492,0.10631365977060492
bimodal_balanced,6,0.12115742032256942,0.15903896235669918,0.10631365977060492,0.10631365977060492
bimodal_q1_vs_lossy_30_70,1,0.15234848029682613,0.16146725206217885,0.11296353146530694,0.11295710340528346
bimodal_q1_vs_lossy_30_70,2,0.1430136807012438,0.15876610840729757,0.09658733604210132,0.09658733604210132
bimodal_q1_vs_lossy_30_70,3,0.12772085046956932,0.15872643678635132,0.09633608027543723,0.09658733604210132
bimodal_q1_vs_lossy_30_70,4,0.11834182149612309,0.15868861835403678,0.09624366756466676,0.09624366756466676
bimodal_q1_vs_lossy_30_70,5,0.11834182149612309,0.15868861835403678,0.09624366756466676,0.09624366756466676
bimodal_q1_vs_lossy_30_70,6,0.11834182149612309,0.15868861835403678,0.09624366756466676,0.09624366756466676
bimodal_q1_vs_lossy_70_30,1,0.15228437083066612,0.16090540953192142,0.11296353146530694,0.11295710340528346
bimodal_q1_vs_lossy_70_30,2,0.14288085607594517,0.1582239572077388,0.09658733604210132,0.09658733604210132
bimodal_q1_vs_lossy_70_30,3,0.12752923020173562,0.1581720653357213,0.0961743237210511,0.09617436045263522
bimodal_q1_vs_lossy_70_30,4,0.11804895639997223,0.1581130721267145,0.09606937396041025,0.09606937396041025
bimodal_q1_vs_lossy_70_30,5,0.11804895639997223,0.1581130721267145,0.09606937396041025,0.09606937396041025
bimodal_q1_vs_lossy_70_30,6,0.11804895639997223,0.1581130721267145,0.09606937396041025,0.09606937396041025
trimodal_perfect_mid_low,1,0.1547515179837859,0.1617814466941844,0.12884243106540363,0.12883747407950386
trimodal_perfect_mid_low,2,0.1488644220032443,0.16003348722299657,0.11723664006358883,0.11723664006358883
trimodal_perfect_mid_low,3,0.13867951344473872,0.1599794768344592,0.11682170108705234,0.11682018955555577
trimodal_perfect_mid_low,4,0.13284786762192594,0.15992048362545236,0.11660557654767105,0.11660557654767105
trimodal_perfect_mid_low,5,0.13284786762192594,0.15992048362545236,0.11660557654767105,0.11660557654767105
trimodal_perfect_mid_low,6,0.13284786762192594,0.15992048362545236,0.11660557654767105,0.11660557654767105
source_split_perfect_or_lossy,1,0.15438991711623443,0.1616054028090385,0.1342551516719369,0.13429019663617786
source_split_perfect_or_lossy,2,0.1466765559607367,0.15889130815475003,0.11794083064633416,0.11794083064633416
source_split_perfect_or_lossy,3,0.13530021495728922,0.15882686863973414,0.11752589166979768,0.11752438013830109
source_split_perfect_or_lossy,4,0.1296492243339907,0.15876787543072735,0.11730976713041637,0.11730976713041637
source_split_perfect_or_lossy,5,0.1296492243339907,0.15876787543072735,0.11730976713041637,0.11730976713041637
source_split_perfect_or_lossy,6,0.1296492243339907,0.15876787543072735,0.11730976713041637,0.11730976713041637
adversarial_perfect_with_critical_lossy,1,0.1522498292435272,0.16090537796019205,0.11296353146530694,0.11295710340528346
adversarial_perfect_with_critical_lossy,2,0.14282969851474242,0.15821678819320478,0.09658733604210132,0.09658733604210132
adversarial_perfect_with_critical_lossy,3,0.12746425238327547,0.1581523486781889,0.09617239706556478,0.0965861991029116
adversarial_perfect_with_critical_lossy,4,0.11795248434012484,0.1580933554691821,0.09595627252618352,0.09595627252618352
adversarial_perfect_with_critical_lossy,5,0.11795248434012484,0.1580933554691821,0.09595627252618352,0.09595627252618352
adversarial_perfect_with_critical_lossy,6,0.11795248434012484,0.1580933554691821,0.09595627252618352,0.09595627252618352
