profile,N,Random,MAF,MEF,MGF
q=1 (deterministic ref),1,0.31483861458627865,0.33942935618581743,0.29098899311851795,0.29098720043745546
q=1 (deterministic ref),2,0.2858507828554188,0.33608656082858585,0.25219095149747167,0.2520712848762539
q=1 (deterministic ref),3,0.2557810282250053,0.33198443907087416,0.22963635770043284,0.22963597118857657
q=1 (deterministic ref),4,0.22979673337763362,0.3260851181701935,0.2142041180836654,0.2142037315718092
q=1 (deterministic ref),5,0.22979673337763362,0.3260851181701935,0.2142041180836654,0.2142037315718092
q=1 (deterministic ref),6,0.22979673337763362,0.3260851181701935,0.2142041180836654,0.2142037315718092
uniform_wide,1,0.3231622457693712,0.34065584371628316,0.30758266307287674,0.3075790838071087
uniform_wide,2,0.3031588705647705,0.3398567509731101,0.28195498251879636,0.2815707661757841
uniform_wide,3,0.2824217353342818,0.33605788280093774,0.2665821103329847,0.266574809628511
uniform_wide,4,0.2724542191966377,0.33176879465832165,0.2607874912222405,0.26078012052717486
uniform_wide,5,0.2724542191966377,0.33176879465832165,0.2607874912222405,0.26078012052717486
uniform_wide,6,0.2724542191966377,0.33176879465832165,0.2607874912222405,0.26078012052717486
uniform_low,1,0.3268159322651351,0.34123932414296776,0.3147600949513566,0.3378736400159692
uniform_low,2,0.3120267940549095,0.34048874272382107,0.2965409691928633,0.296501381419131
uniform_low,3,0.29191046294401857,0.3378334898023444,0.28414198629588205,0.2841185597320487
uniform_low,4,0.28702856445537567,0.3336204930410912,0.2789871857451548,0.2789838047884056
uniform_low,5,0.28702856445537567,0.3336204930410912,0.2789871857451548,0.2789838047884056
uniform_low,6,0.28702856445537567,0.3336204930410912,0.2789871857451548,0.2789838047884056
uniform_mid,1,0.32322983030490826,0.3404548017045016,0.30820871533953603,0.3086918116524406
uniform_mid,2,0.3011272556784455,0.3389685359610374,0.27543589958165277,0.2756656359733526
uniform_mid,3,0.2794506157456054,0.33563345920922716,0.26001831352365745,0.2726039749095328
uniform_mid,4,0.26558446651451795,0.3313030345738009,0.25006131866058673,0.2500594352444433
uniform_mid,5,0.26558446651451795,0.3313030345738009,0.25006131866058673,0.2500594352444433
uniform_mid,6,0.26558446651451795,0.3313030345738009,0.25006131866058673,0.2500594352444433
uniform_very_wide,1,0.32499432930739663,0.34086181408598126,0.30937648178520105,0.3093968323022863
uniform_very_wide,2,0.30794136507684267,0.34026562933314763,0.29061748726809417,0.29042883723427704
