profile,N,Random,MAF,MEF,MGF
uniform_very_wide,3,0.2872432343308149,0.3365123827456899,0.27534979726112496,0.275321890723104
uniform_very_wide,4,0.2802065952234811,0.3324759772204838,0.2711962222981482,0.27116837764893015
uniform_very_wide,5,0.2802065952234811,0.3324759772204838,0.2711962222981482,0.2711683776492836
uniform_very_wide,6,0.2802065952234811,0.3324759772204838,0.2711962222981482,0.2711683776492836
uniform_with_perfect_outliers,1,0.32554219529258993,0.3410955265008556,0.31131150348865144,0.31130900734014477
uniform_with_perfect_outliers,2,0.3070906488101309,0.34010877071918644,0.2866436277885314,0.2860813353134328
uniform_with_perfect_outliers,3,0.28768273983061604,0.3372136705211621,0.2722489082383309,0.2722525005228846
uniform_with_perfect_outliers,4,0.278726294287562,0.3330864459105477,0.26554274327594574,0.2655395984318326
uniform_with_perfect_outliers,5,0.278726294287562,0.3330864459105477,0.26554274327594574,0.2655395984318326
uniform_with_perfect_outliers,6,0.278726294287562,0.3330864459105477,0.26554274327594574,0.2655395984318326
bimodal_extreme,1,0.3195317878146556,0.33958029944456075,0.30065296717185225,0.30065296732625485
bimodal_extreme,2,0.29512144635150167,0.33688021312561484,0.26414981877716864,0.2641256839924963
bimodal_extreme,3,0.2716489341753925,0.33496698532830005,0.2485949591802997,0.2486050542198576
bimodal_extreme,4,0.25046891554290424,0.33016771682345886,0.24341332108146957,0.2434129965101613
bimodal_extreme,5,0.25046891554290424,0.33016771682345886,0.24341332108146957,0.2434129965101613
bimodal_extreme,6,0.25046891554290424,0.33016771682345886,0.24341332108146957,0.2434129965101613
bimodal_balanced,1,0.3256605825773811,0.3414906616704102,0.3029057770004996,0.3029023514727417
bimodal_balanced,2,0.30722809131891454,0.33876460062176844,0.27951723417165814,0.27951329175981987
bimodal_balanced,3,0.28640307673348386,0.3369885349329868,0.2646356361993489,0.26453924568597337
bimodal_balanced,4,0.27566992729065604,0.33470736464672235,0.2562913464199831,0.2562913464199831
bimodal_balanced,5,0.27566992729065604,0.33470736464672235,0.2562913464199831,0.2562913464199831
bimodal_balanced,6,0.27566992729065604,0.33470736464672235,0.2562913464199831,0.2562913464199831
bimodal_q1_vs_lossy_30_70,1,0.3247037199161688,0.3411630793919766,0.2936864002024077,0.29367667990702706
bimodal_q1_vs_lossy_30_70,2,0.30424900150555634,0.3381669499018207,0.2680630780638261,0.26806194137382244
bimodal_q1_vs_lossy_30_70,3,0.2814408368543889,0.3364229587465297,0.25217037996097663,0.2520617604762283
bimodal_q1_vs_lossy_30_70,4,0.26873044897745735,0.3331282482453134,0.2429436239112893,0.2429436239112893
bimodal_q1_vs_lossy_30_70,5,0.26873044897745735,0.3331282482453134,0.2429436239112893,0.2429436239112893
bimodal_q1_vs_lossy_30_70,6,0.26873044897745735,0.3331282482453134,0.2429436239112893,0.2429436239112893
bimodal_q1_vs_lossy_70_30,1,0.31829277330016803,0.3394321445720114,0.29098925901472283,0.29098925787121344
bimodal_q1_vs_lossy_70_30,2,0.2909665389756953,0.3363705458920126,0.25238345794069245,0.25234445487150814
bimodal_q1_vs_lossy_70_30,3,0.26227881007102094,0.3339561048241118,0.23565863799184728,0.23577782807765094
bimodal_q1_vs_lossy_70_30,4,0.2394439393623725,0.32805678392343096,0.2255142615063394,0.22551387499448317
bimodal_q1_vs_lossy_70_30,5,0.2394439393623725,0.32805678392343096,0.2255142615063394,0.22551387499448317
bimodal_q1_vs_lossy_70_30,6,0.2394439393623725,0.32805678392343096,0.2255142615063394,0.22551387499448317
trimodal_perfect_mid_low,1,0.31904535928687716,0.3421056417713088,0.29947034021871477,0.29947000922654304
trimodal_perfect_mid_low,2,0.2946166738415284,0.33994427398339455,0.26804361231453455,0.26738061321575
trimodal_perfect_mid_low,3,0.27026773300360746,0.33562585310611287,0.24639050182751032,0.24663261474869022
trimodal_perfect_mid_low,4,0.24925318455155834,0.32972653220543224,0.2348534240844499,0.2348534240844499
trimodal_perfect_mid_low,5,0.24925318455155834,0.32972653220543224,0.2348534240844499,0.2348534240844499
trimodal_perfect_mid_low,6,0.24925318455155834,0.32972653220543224,0.2348534240844499,0.2348534240844499
source_split_perfect_or_lossy,1,0.318204713830188,0.34108087244738583,0.3006055853581953,0.3006084195618136
source_split_perfect_or_lossy,2,0.2913863153476399,0.33772164801276106,0.2730568424173422,0.272962664659754
source_split_perfect_or_lossy,3,0.2654874675082033,0.33361952625504937,0.2509898542542475,0.25099041572224867
source_split_perfect_or_lossy,4,0.24401968021696782,0.32772020535436874,0.23555761463748018,0.2355581761054813
source_split_perfect_or_lossy,5,0.24401968021696782,0.32772020535436874,0.23555761463748018,0.2355581761054813
source_split_perfect_or_lossy,6,0.24401968021696782,0.32772020535436874,0.23555761463748018,0.2355581761054813
adversarial_perfect_with_critical_lossy,1,0.31483861458627865,0.33942935618581743,0.29098899311851795,0.29098720043745546
adversarial_perfect_with_critical_lossy,2,0.2858507828554188,0.33608656082858585,0.25219095149747167,0.2520712848762539
adversarial_perfect_with_critical_lossy,3,0.2557810282250053,0.33198443907087416,0.22963635770043284,0.22963597118857657
adversarial_perfect_with_critical_lossy,4,0.22979673337763362,0.3260851181701935,0.2142041180836654,0.2142037315718092
adversarial_perfect_with_critical_lossy,5,0.22979673337763362,0.3260851181701935,0.2142041180836654,0.2142037315718092
adversarial_perfect_with_critical_lossy,6,0.22979673337763362,0.3260851181701935,0.2142041180836654,0.2142037315718092
