profile,M,policy,mean_error,std_error,weights_mode,seed,titer,mc_trials,subgradient_method,q_min,q_max,q_mean,q_std
uniform_wide,2,MGF,81.19334434574502,27.38485948020374,ones,0,1000,10,adam,0.35172525510719327,0.939095626986294,0.6833623385697012,0.21044703810169754
uniform_wide,2,MAF,102.39250124077742,31.066443354980343,ones,0,1000,10,adam,0.35172525510719327,0.939095626986294,0.6833623385697012,0.21044703810169754
uniform_wide,2,MIEF,86.13597485988157,25.18390432447245,ones,0,1000,10,adam,0.35172525510719327,0.939095626986294,0.6833623385697012,0.21044703810169754
uniform_wide,2,Random,1489.5930089690833,948.8761261558526,ones,0,1000,10,adam,0.35172525510719327,0.939095626986294,0.6833623385697012,0.21044703810169754
uniform_wide,4,MGF,75.57972946636315,4.7373782969211335,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6790019710137102,0.19061448441489814
uniform_wide,4,MAF,92.55071414661542,7.357382097390217,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6790019710137102,0.19061448441489814
uniform_wide,4,MIEF,78.42312232970616,5.177761910317126,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6790019710137102,0.19061448441489814
uniform_wide,4,Random,996.004751435222,375.27616894635815,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6790019710137102,0.19061448441489814
uniform_wide,6,MGF,79.74993860213408,2.476919297964904,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6802051971259905,0.18662800819219028
uniform_wide,6,MAF,112.64344133262622,12.548064518930685,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6802051971259905,0.18662800819219028
uniform_wide,6,MIEF,88.22280271248319,4.766988128717571,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6802051971259905,0.18662800819219028
uniform_wide,6,Random,2235.402125911437,549.9077777849952,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6802051971259905,0.18662800819219028
uniform_wide,8,MGF,106.89663811187802,11.596705498357897,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6626581877898834,0.1861296943739391
uniform_wide,8,MAF,233.50290615734076,40.11250942194762,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6626581877898834,0.1861296943739391
uniform_wide,8,MIEF,142.74055606734368,85.89093835392468,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6626581877898834,0.1861296943739391
uniform_wide,8,Random,2839.839023603624,693.2855836368186,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6626581877898834,0.1861296943739391
uniform_wide,10,MGF,110.97521526437325,2.5044567997444673,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,10,MAF,459.51124420339954,116.8905073431911,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,10,MIEF,131.05158885099752,18.89634600984193,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,10,Random,4223.804122629868,975.247084203394,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,12,MGF,118.79710459828974,3.501569559774654,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6967666105439166,0.18912930650655985
uniform_wide,12,MAF,966.2655173553261,236.7667928557392,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6967666105439166,0.18912930650655985
uniform_wide,12,MIEF,139.9894127803453,19.159885329345443,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6967666105439166,0.18912930650655985
uniform_wide,12,Random,5022.703474162646,674.6245746890686,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6967666105439166,0.18912930650655985
uniform_wide,14,MGF,132.6039540807903,3.497069110912414,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878675917923905,0.19232998482975577
uniform_wide,14,MAF,1948.8305864899364,276.53338990682175,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878675917923905,0.19232998482975577
uniform_wide,14,MIEF,158.98775962088527,14.865114127573856,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878675917923905,0.19232998482975577
uniform_wide,14,Random,5085.320243070795,548.7691651706716,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878675917923905,0.19232998482975577
uniform_wide,16,MGF,142.01087453438913,10.11110503535675,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878616472358329,0.18853947718418046
uniform_wide,16,MAF,2867.445369583606,319.03129197512004,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878616472358329,0.18853947718418046
uniform_wide,16,MIEF,170.443933735162,18.861803448983622,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878616472358329,0.18853947718418046
uniform_wide,16,Random,5790.037451867391,453.47532585818567,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.6878616472358329,0.18853947718418046
uniform_wide,18,MGF,157.00355287181728,8.955091853892712,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.682659840741748,0.19041309901292353
uniform_wide,18,MAF,4929.148199009531,613.5948131386735,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.682659840741748,0.19041309901292353
uniform_wide,18,MIEF,200.99540728092566,21.63523176299961,ones,0,1000,10,adam,0.35172525510719327,0.9782422595472029,0.682659840741748,0.19041309901292353
