profile,policy,mean_over_sweep,median_over_sweep,max_over_sweep,min_over_sweep
uniform_wide,MGF,1401.3797926301058,167.9753818581156,8354.542147761356,109.9969083259301
uniform_wide,MAF,5168.130742054478,4859.731773248568,12142.075650555167,394.83053433581705
uniform_wide,MIEF,1351.2256011570405,224.23200261659386,7649.317132840677,124.64450443208379
uniform_wide,Random,6918.5219203458955,6395.567333631796,11764.530418998966,3619.366241126116
uniform_low,MGF,1820.4305129553727,253.07338066753812,9750.405637422458,130.5120722374789
uniform_low,MAF,6353.22104726589,6432.226407617354,12641.598629233247,1060.1066277348204
uniform_low,MIEF,1943.3091116862477,373.7411132193454,8989.420358962476,153.4544851670494
uniform_low,Random,7883.641548883669,7514.647291482566,12042.27650651136,4803.401491732546
uniform_mid,MGF,1281.3974271530212,156.2345887275464,8255.089144394911,107.76789414199888
uniform_mid,MAF,4632.2719514315195,3813.8437883966208,11845.098198893753,267.0237848981734
uniform_mid,MIEF,1325.85338196266,185.48130014118982,8103.96490294943,114.37098169766784
uniform_mid,Random,6736.897642980791,6199.457729976877,11667.641408237325,3360.2709431520334
uniform_very_wide,MGF,1708.0312255614347,221.15915905251936,9077.451713352926,129.01023205675318
uniform_very_wide,MAF,6329.8741980902705,6358.28685484563,12687.132135727657,1087.0294038248544
uniform_very_wide,MIEF,1564.4089763099869,319.30455119762235,7717.214266805061,174.38980038066325
uniform_very_wide,Random,7415.844686376736,6998.5447410452,11900.349530297228,4262.87612280442
uniform_with_perfect_outliers,MGF,1480.6980252555766,176.23728565542234,8511.274594435225,114.11072271641812
uniform_with_perfect_outliers,MAF,5177.859793091789,4834.930853689307,12033.611511139603,397.1108856893635
uniform_with_perfect_outliers,MIEF,1489.6986845771537,253.55481971809735,7984.723622001967,128.9449505962309
uniform_with_perfect_outliers,Random,7106.241530458456,6630.074327650618,11758.459188445615,3827.3528458792907
bimodal_extreme,MGF,1947.4008236306697,300.07627770081416,9342.966964408162,157.1271437732111
bimodal_extreme,MAF,6010.33933174498,5987.543760767763,12837.231515585807,948.9822083641269
bimodal_extreme,MIEF,1562.5468731878038,436.03786917337186,6800.912441043756,243.23416484262611
bimodal_extreme,Random,7036.479849247265,6586.019204420341,11641.101768466806,4003.6281933508667
bimodal_balanced,MGF,1771.6506489988128,253.0617950634532,9037.493685982576,132.940170910436
bimodal_balanced,MAF,5943.142229616796,5853.950052468057,12616.840404579938,866.7583194307736
bimodal_balanced,MIEF,1645.789835801093,333.69141734058235,7549.043708933916,176.00734000864168
bimodal_balanced,Random,7466.801475555696,7098.491161758844,11791.05775312733,4449.4899953835165
bimodal_q1_vs_lossy_30_70,MGF,2254.316703727546,414.91243657526934,9700.936492178176,163.8499974413135
bimodal_q1_vs_lossy_30_70,MAF,6810.606995068146,6509.767054733347,13243.050798724536,1690.7876022934518
bimodal_q1_vs_lossy_30_70,MIEF,2194.694653352171,598.6995163470202,8590.137369780196,221.17174917930956
bimodal_q1_vs_lossy_30_70,Random,8121.838085886486,7851.296538785216,12081.131606928207,5219.4412576243585
bimodal_q1_vs_lossy_70_30,MGF,1520.1986233339271,181.6424958329682,8641.492588912773,111.02215344098067
bimodal_q1_vs_lossy_70_30,MAF,4846.157044633694,4272.18421920402,11904.981363568577,333.7391503507873
bimodal_q1_vs_lossy_70_30,MIEF,1184.1427382678564,225.44405216955914,6476.473142889818,133.727282986469
bimodal_q1_vs_lossy_70_30,Random,6505.8726216765535,5967.5032973312245,11513.969542582201,3276.7955814841125
trimodal_perfect_mid_low,MGF,1944.6191620271322,253.5086674734696,9211.800097400144,134.68892331922746
trimodal_perfect_mid_low,MAF,6065.0170917930145,6039.961477410512,12967.909341137376,869.9625866861907
trimodal_perfect_mid_low,MIEF,1620.2234025426583,364.3511324469945,7632.528682189841,175.24376881104854
trimodal_perfect_mid_low,Random,7412.294636410485,6984.883376659053,11809.769308447441,4366.155514303468
source_split_perfect_or_lossy,MGF,1741.1637978704941,196.926381674249,9255.255277293541,125.48725276419482
source_split_perfect_or_lossy,MAF,5412.682057111733,5165.3085860723095,12574.702252694306,491.23948660752757
source_split_perfect_or_lossy,MIEF,1414.600162271958,272.4595449732736,7364.073630537331,153.5766825897576
source_split_perfect_or_lossy,Random,7113.939976813874,6674.630277321456,11646.34923805371,4017.195846904627
adversarial_perfect_with_critical_lossy,MGF,960.74058811146,143.59922181597688,6908.1060744642,94.26131402359188
adversarial_perfect_with_critical_lossy,MAF,4478.671997542465,4021.481582924195,9556.852254503621,328.3130863117092
adversarial_perfect_with_critical_lossy,MIEF,836.6060333474627,131.30377602017597,6424.222926027347,88.57192690428357
adversarial_perfect_with_critical_lossy,Random,5308.494110571122,4538.9027939933485,11064.094817737334,1867.4984194419085
