profile,policy,mean_over_sweep,median_over_sweep,max_over_sweep,min_over_sweep
uniform_wide,MGF,295.835899025618,186.78636655290643,694.7473991687981,96.7203306596156
uniform_wide,MAF,4835.766756439325,5888.438149072607,8935.449208211938,141.84906955996948
uniform_wide,MIEF,379.1541380233483,245.9832049645304,934.765854442289,105.61612653035483
uniform_wide,Random,6215.039053191871,6836.605928830015,8888.11376602227,2249.2200132749454
uniform_low,MGF,694.5605235247692,298.59180789997447,1887.3360225786698,113.67121729017484
uniform_low,MAF,5414.53375070968,6790.967335137774,9233.749216633345,221.956356301968
uniform_low,MIEF,952.6533886954858,449.58437289631183,2763.498703779759,133.43437253223414
uniform_low,Random,7183.103612821573,7900.155521166443,9877.996834508205,3207.7490286396287
uniform_mid,MGF,231.8648334894786,157.65524154583713,549.4549476887371,84.34406332312781
uniform_mid,MAF,4336.7574181277505,5144.766907796962,8387.666156813604,104.79064361528428
uniform_mid,MIEF,301.9575734239772,202.5098938241502,729.7301026270276,89.61450001260971
uniform_mid,Random,6013.748565052662,6654.2229890863455,8791.65453862191,1917.6957830691795
uniform_very_wide,MGF,488.5019007624137,245.70236580773462,1238.4507714940432,115.30448103626955
uniform_very_wide,MAF,5441.247095807567,6794.30465899128,9306.29974313199,277.07030930341205
uniform_very_wide,MIEF,673.9006725388579,346.92350046988565,1819.6475482927185,153.30086993349448
uniform_very_wide,Random,6720.898980105517,7404.100523317744,9373.923330888156,2889.7762569208567
uniform_with_perfect_outliers,MGF,357.10216501501407,191.6991485424234,904.0765862978196,91.04064339767349
uniform_with_perfect_outliers,MAF,4890.613686883603,5911.346577316826,8947.038180897987,130.38933478365826
uniform_with_perfect_outliers,MIEF,485.48366150969025,285.1007367280418,1284.271807418587,110.0262395339824
uniform_with_perfect_outliers,Random,6477.977324548042,7040.7107382783815,9187.88022101443,2555.0834338543873
bimodal_extreme,MGF,764.8220011808532,347.7981743089023,2405.2676504815468,122.55158199404202
bimodal_extreme,MAF,5368.759481122335,6298.9202240815275,9139.262281353487,241.43508242282374
bimodal_extreme,MIEF,665.3455055678853,506.09195180851066,1529.7683127499977,207.98530002544263
bimodal_extreme,Random,6469.307624168416,6986.65340034347,9056.038206643387,2866.4582755714587
bimodal_balanced,MGF,733.0280328909104,291.9658985327309,2272.265102186057,98.86637413733047
bimodal_balanced,MAF,5232.639391300834,6161.148866943162,9089.870989131816,180.46466795663187
bimodal_balanced,MIEF,707.2369526032126,379.4057224748106,1944.107235037204,114.34772363256573
bimodal_balanced,Random,6823.33721524861,7464.292506572352,9411.68035461192,3029.936668307114
bimodal_q1_vs_lossy_30_70,MGF,1183.816824217096,521.6804334942634,3687.845441753538,106.12497294679001
bimodal_q1_vs_lossy_30_70,MAF,5810.504630204309,6825.150738675222,9506.437112145504,215.41670422022668
bimodal_q1_vs_lossy_30_70,MIEF,1200.215754187087,732.2183284734866,3425.0138016395285,153.79034647849696
bimodal_q1_vs_lossy_30_70,Random,7460.308705065769,8178.793250222802,10034.940726912839,3361.9413964444457
bimodal_q1_vs_lossy_70_30,MGF,335.497817514509,209.2018165652586,925.9495084638095,81.1911390487105
bimodal_q1_vs_lossy_70_30,MAF,4699.946721737137,5654.417582067836,8665.055730663353,100.02482592429376
bimodal_q1_vs_lossy_70_30,MIEF,341.42593167908547,262.69907869012343,759.9718775658664,85.96871519036624
bimodal_q1_vs_lossy_70_30,Random,5888.11140051652,6355.0011241250895,8690.780787521086,2051.381874527679
trimodal_perfect_mid_low,MGF,810.3514852517552,284.1622426719083,2754.425859224031,99.66417750604376
trimodal_perfect_mid_low,MAF,5387.19152107254,6380.349135809494,9096.121019972703,201.61665824114363
trimodal_perfect_mid_low,MIEF,794.3663150284045,420.66612662856085,2202.564371142541,139.07348223477504
trimodal_perfect_mid_low,Random,6815.386618009854,7374.565714135114,9366.249968876107,3080.793167509575
source_split_perfect_or_lossy,MGF,460.8105487357485,227.58229215219467,1399.608254011401,93.74512977459932
source_split_perfect_or_lossy,MAF,4997.5274943657805,6073.565789666189,8945.170361926434,150.74804578252005
source_split_perfect_or_lossy,MIEF,462.6279005760389,310.1332342373946,1146.105316915844,104.96491580256532
source_split_perfect_or_lossy,Random,6547.765395495924,7081.391900567685,9168.172436949288,2746.863135423315
adversarial_perfect_with_critical_lossy,MGF,200.03927225421697,143.36188496646193,436.37114357178336,74.44047021038831
adversarial_perfect_with_critical_lossy,MAF,4613.372894394268,5421.210688633744,8444.857434920872,116.4041904675411
adversarial_perfect_with_critical_lossy,MIEF,149.30147233424844,139.00725586500863,249.48324097072822,71.00140571854993
adversarial_perfect_with_critical_lossy,Random,4647.299873745913,5004.592664304506,7584.838171999394,966.8653062883307
