profile,method,iterations,mean_objective,std_objective,runtime_sec,ok,M,N,km,B,T,gamma,mc_trials,seed,q_min,q_max,q_mean,q_std
uniform_wide,kelley_bounded,8,125.59035971740556,5.303939021908294,0.15169535200038808,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,16,125.59035971740556,5.303939021908294,0.19844851800007746,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,32,125.59035971740556,5.303939021908294,0.29201228500096477,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,64,125.6352333561803,5.458249207634499,0.4708758659999148,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,kelley_bounded,128,125.5985091641586,5.503125113494838,0.7787468059996172,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,1,113.7438127744341,3.5249295326899,0.17556214000069303,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,2,113.7438127744341,3.5249295326899,0.1810228599988477,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,4,121.88761694992596,5.624611062757776,0.13253233199975512,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,8,125.59035971740556,5.303939021908294,0.14172028200118802,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,16,125.59035971740556,5.303939021908294,0.1851622550002503,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,32,125.59035971740556,5.303939021908294,0.2673284489992511,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,64,125.59035971740556,5.303939021908294,0.43658936899919354,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,trust_region_kelley,128,125.59035971740556,5.303939021908294,0.7771724510002969,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,1,113.7438127744341,3.5249295326899,0.17570336800054065,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,2,113.7438127744341,3.5249295326899,0.1797945449998224,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,4,113.7438127744341,3.5249295326899,0.1914157110004453,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,8,113.7438127744341,3.5249295326899,0.22241000199937844,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,16,113.7438127744341,3.5249295326899,0.25668798799961223,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,32,113.7438127744341,3.5249295326899,0.33935437699983595,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,64,113.7438127744341,3.5249295326899,0.49836940199929813,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_wide,proximal_bundle,128,113.7438127744341,3.5249295326899,0.8193701430009241,True,10,10,9,20,100,0.9,10,0,0.35172525510719327,0.9782422595472029,0.6809830602056709,0.18246413519700477
uniform_low,harmonic,1,147.23509965356166,6.1977152147410495,0.15258318499945744,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,harmonic,2,146.74540353115853,6.812151591836451,0.15388208799959102,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,harmonic,4,145.69049128855414,7.6610062252988875,0.16292066699861607,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,harmonic,8,140.79617199377853,5.797616007985495,0.16894659900026454,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,harmonic,16,137.82868533752364,6.22313049574345,0.19513386399921728,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,harmonic,32,135.67706899559087,6.241059349647661,0.2598648500006675,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,harmonic,64,133.41986836793043,6.117728712055076,0.33728961199994956,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,harmonic,128,133.46376705676323,7.110806172466653,0.5107626010012609,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,1,147.23509965356166,6.1977152147410495,0.16720327499933774,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,2,148.6433778536213,7.292855080504091,0.16639599299924157,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,4,139.6933562021912,6.266891607798257,0.1726649449992692,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,8,134.77605835256585,5.425209820620078,0.1853555649995542,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,16,137.80099177124572,5.681066858472755,0.19613612300054228,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,32,135.54045301903278,6.947522190229365,0.242155060001096,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,64,132.27835355365647,7.451852719010879,0.32626006300051813,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,sqrt,128,128.26351076076713,3.5755097543714256,0.501366185999359,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,1,128.22120225085897,5.407888229158201,0.18792799499897228,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,2,128.22120225085897,5.407888229158201,0.18680275900078414,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,4,128.22120225085897,5.407888229158201,0.19198920199960412,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,8,128.22120225085897,5.407888229158201,0.20971794999968552,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,16,128.20222182421898,5.2168572939758375,0.219458098999894,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,32,127.9885587539555,5.112221120351771,0.26296733200069866,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,64,127.29774196230171,4.7199519479216185,0.3528106089997891,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_global,128,127.58493097864323,4.587797488462598,0.5263432410010864,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,1,128.22120225085897,5.407888229158201,0.1847534270000324,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,2,128.22120225085897,5.407888229158201,0.18586736200086307,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,4,128.22120225085897,5.407888229158201,0.19395062399962626,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,8,128.20222182421898,5.2168572939758375,0.20410130200070853,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,16,127.9885587539555,5.112221120351771,0.2269763669992244,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,32,127.39993458704058,4.673468874317776,0.2659652179991099,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,64,127.65469227581741,4.483770268389292,0.3561846949996834,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,normalized_blocks,128,129.0103204603673,5.38871490603586,0.5176028799996857,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,1,127.95859856426327,5.312767322796617,0.17450286200073606,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,2,128.08169871924173,5.122235874713719,0.18316540100022394,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,4,127.25305080547109,4.368369873678069,0.18404585700045573,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,8,127.4006731392554,4.463899436414022,0.19058346699966933,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,16,129.4227544649312,6.153864093025204,0.20655233500110626,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,32,130.11689547617067,7.038587206971213,0.2566427970014047,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,64,128.95223480689054,5.199966956972175,0.34081791100106784,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,adagrad,128,128.99038444710905,4.381422784098417,0.5209365120008442,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,1,128.36412344803935,4.239135044687335,0.17980026400073257,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,2,131.91699896241,7.76996470146653,0.17490728700067848,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,4,128.6330890666399,5.790676258397763,0.17599213600078656,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,8,131.3453876819247,7.6868283214370905,0.18612992300040787,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,16,128.28819816651935,3.9282175191548423,0.20118057899890118,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,32,129.91006764393796,5.371900097434275,0.242735478999748,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,64,132.29943290025358,7.954730812248637,0.3299950210002862,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
uniform_low,rmsprop,128,128.4918728088117,3.6431497711579266,0.48362947100031306,True,10,10,9,20,100,0.9,10,0,0.3509584750595518,0.6990234775262238,0.5338794778920395,0.10136896399833598
