profile,weight,Random,MAF,MEF,MGF
q=1 (deterministic ref),1,0.2858507828554188,0.33608656082858585,0.25219095149747167,0.2520712848762539
q=1 (deterministic ref),2,0.39804509438339947,0.4573177721233007,0.3254183136783808,0.35953950706528304
q=1 (deterministic ref),3,0.5102394059113802,0.5785489834180154,0.3986456738777846,0.39848616815593474
q=1 (deterministic ref),4,0.6224337174393608,0.6997801947127302,0.47187303407718817,0.47171352835533825
q=1 (deterministic ref),5,0.7346280289673415,0.8210114060074452,0.545100394276592,0.5792215876634941
q=1 (deterministic ref),6,0.846822340495322,0.9422426173021602,0.6183277544759956,0.6181682487541458
q=1 (deterministic ref),7,0.9590166520233028,1.0634738285968752,0.6915551146753993,0.6913956089535496
q=1 (deterministic ref),8,1.0712109635512836,1.18470503989159,0.7647824748748031,0.7646229691529531
q=1 (deterministic ref),9,1.1834052750792639,1.305936251186305,0.8380098350742069,0.837850329352357
q=1 (deterministic ref),10,1.2955995866072447,1.4271674624810196,0.9112371952736107,0.9110776895517608
uniform_wide,1,0.3031588705647705,0.3398567509731101,0.28195498251879636,0.2815707661757841
uniform_wide,2,0.4197100426577466,0.46177619102727296,0.3794186748202167,0.3792074028848901
uniform_wide,3,0.5362612147507226,0.583695631081436,0.4763679251677656,0.4761668136889615
uniform_wide,4,0.6528123868436989,0.7056150711355991,0.5733171754746383,0.5731160574159174
uniform_wide,5,0.7693635589366751,0.827534511189762,0.6702664257815106,0.6700653077227899
uniform_wide,6,0.8859147310296516,0.9494539512439252,0.7672156760883835,0.7968008595531035
uniform_wide,7,1.0024659031226273,1.071373391298088,0.8641649263952562,0.8639638083365353
uniform_wide,8,1.1190170752156035,1.1932928313522508,0.961114176702129,0.9609130586434078
uniform_wide,9,1.2355682473085798,1.3152122714064143,1.0580634270090015,1.05786230895028
uniform_wide,10,1.3521194194015562,1.437131711460577,1.155012677315874,1.154811559257153
uniform_low,1,0.3120267940549095,0.34048874272382107,0.2965409691928633,0.296501381419131
uniform_low,2,0.429772538314084,0.46252650916520854,0.4002762268943093,0.4006174712938434
uniform_low,3,0.5475182825732587,0.5845642756065961,0.5039370259341249,0.504303846777438
uniform_low,4,0.6652640268324332,0.7066020420479836,0.6075978249739407,0.6079646458106422
uniform_low,5,0.7830097710916079,0.828639808489371,0.7112586240137563,0.7116254448504578
uniform_low,6,0.9007555153507822,0.9506775749307588,0.8149194230535718,0.8152862438902735
uniform_low,7,1.0185012596099567,1.0727153413721462,0.9185802220933879,0.9189470429300892
uniform_low,8,1.1362470038691312,1.194753107813534,1.0222410211332034,1.044847660069583
uniform_low,9,1.2539927481283062,1.3167908742549213,1.1259018201730187,1.12626864100972
uniform_low,10,1.3717384923874802,1.438828640696309,1.2295626192128342,1.2299294400495362
uniform_mid,1,0.3011272556784455,0.3389685359610374,0.27543589958165277,0.2756656359733526
uniform_mid,2,0.41670128918922045,0.46069795230211597,0.3653745219070215,0.3655487491864405
uniform_mid,3,0.5322753226999954,0.5824273686431943,0.4553016823300573,0.4554740442591053
uniform_mid,4,0.6478493562107706,0.704156784984273,0.545228842753134,0.5748144908624947
uniform_mid,5,0.7634233897215456,0.8258862013253514,0.6351560031762108,0.6353283649462453
uniform_mid,6,0.8789974232323204,0.9476156176664304,0.7250831635992876,0.7546688117086483
uniform_mid,7,0.9945714567430955,1.0693450340075088,0.8150103240223643,0.8151826857923987
uniform_mid,8,1.1101454902538703,1.191074450348587,0.9049374844454414,0.9051098462154756
uniform_mid,9,1.2257195237646454,1.312803866689666,0.9948646448685178,0.9950370066385521
uniform_mid,10,1.3412935572754205,1.4345332830307442,1.0847918052915946,1.0849641670616288
uniform_very_wide,1,0.30794136507684267,0.34026562933314763,0.29061748726809417,0.29042883723427704
uniform_very_wide,2,0.4257635774348452,0.4622821686113613,0.3949078386419661,0.3945428620687823
uniform_very_wide,3,0.5435857897928478,0.5842987078895747,0.4985716193648937,0.49816630400455014
uniform_very_wide,4,0.6614080021508504,0.7063152471677885,0.6022324188999147,0.6018517129405612
uniform_very_wide,5,0.7792302145088529,0.828331786446002,0.7058932184349358,0.7055125124755823
uniform_very_wide,6,0.8970524268668558,0.9503483257242158,0.8095540179699569,0.8374331756197655
uniform_very_wide,7,1.014874639224858,1.0723648650024296,0.9132148175049783,0.9128341115456247
uniform_very_wide,8,1.1326968515828606,1.1943814042806427,1.0168756170399993,1.0164949110806458
uniform_very_wide,9,1.2505190639408637,1.3163979435588564,1.1205364165750202,1.120155710615667
uniform_very_wide,10,1.368341276298866,1.4384144828370702,1.2241972161100414,1.2520763737598497
uniform_with_perfect_outliers,1,0.3070906488101309,0.34010877071918644,0.2866436277885314,0.2860813353134328
uniform_with_perfect_outliers,2,0.4238016609539194,0.4620977469093037,0.3838447568290486,0.38421932788620117
uniform_with_perfect_outliers,3,0.5405126730977081,0.5840867230994208,0.4810143913420095,0.48133197282252504
uniform_with_perfect_outliers,4,0.6572236852414968,0.7060756992895382,0.5781840258549703,0.5785016077938797
uniform_with_perfect_outliers,5,0.7739346973852852,0.8280646754796553,0.6753536603679313,0.6756712423068406
uniform_with_perfect_outliers,6,0.8906457095290737,0.9500536516697725,0.7725232948808923,0.7728408768198016
uniform_with_perfect_outliers,7,1.0073567216728625,1.0720426278598896,0.8696929293938533,0.8700105113327625
