sources,prand,pmaf,pmgf,pmief
3.000000000000000000e+00,2.009744764506983028e+00,1.129224721957590383e+00,3.777666285486150355e-01,3.777666285486150355e-01
6.000000000000000000e+00,3.000644628913871514e+00,1.861237840259611476e+00,5.610945512266195534e-01,5.610945512266195534e-01
9.000000000000000000e+00,2.701280350974559319e+00,2.142765863195883469e+00,4.999852436672847511e-01,4.999852436672847511e-01
1.200000000000000000e+01,3.237660906035783714e+00,2.949260130116627909e+00,5.629463484253875993e-01,5.629463484253875993e-01
1.500000000000000000e+01,3.372313725928998807e+00,3.207302844015806453e+00,5.294658506994202041e-01,5.294658506994202041e-01
1.800000000000000000e+01,3.778799348449449980e+00,3.828756360194049524e+00,5.788359008834371711e-01,5.788359008834371711e-01
2.100000000000000000e+01,3.797322043560671379e+00,3.991318052963507057e+00,5.852405426739535343e-01,5.852405426739535343e-01
