scenario_name,mode,method,M,N,km,B,T,K,gamma,titer,beta,seed,mc_trials,q_profile,objective_mean,objective_std,objective_trials,runtime_sec,final_max_lambda,final_mean_lambda,final_max_mu,final_mean_mu,multiplier_variation_last_20pct,mean_compute_positive_residual,mean_channel_positive_residual,final_residual_norm,best_dual_value,final_dual_value,cutting_plane_gap,oracle_calls,status,error_message,objective_rank,stability_rank,runtime_rank
deterministic_synthetic_small,deterministic,harmonic,6,4,6,20,50,50,0.9,100,0.9,0,5,,93.23374319390699,0.0,[93.23374319390699],0.08502758400027233,0.8985971396261057,0.42330994666996313,28.513273685605885,9.191996426211457,0.01714072001223788,0.9720000000000001,11.888000000000002,17.97385276361016,nan,nan,nan,-1,ok,,8,4,7
deterministic_synthetic_small,deterministic,sqrt,6,4,6,20,50,50,0.9,100,0.9,0,5,,91.78874970130155,0.0,[91.78874970130155],0.0758213640001486,0.6447637327812137,0.2770037147207886,37.80668240935594,15.917768190968655,0.01587946772745322,0.5740000000000001,8.476,17.440436454199173,nan,nan,nan,-1,ok,,7,3,3
deterministic_synthetic_small,deterministic,normalized_blocks,6,4,6,20,50,50,0.9,100,0.9,0,5,,85.75785073917626,0.0,[85.75785073917626],0.07807224699990911,1.7747244877274424,0.559024574917501,5.321676269349255,1.5107787873731915,0.02959847925164003,2.5540000000000003,23.068000000000005,37.843681398438974,nan,nan,nan,-1,ok,,2,6,6
deterministic_synthetic_small,deterministic,adagrad,6,4,6,20,50,50,0.9,100,0.9,0,5,,87.03990244098998,0.0,[87.03990244098998],0.07506475100035459,3.3911295379797592,2.7280277372200357,9.93649861834575,9.268294840609652,0.07002520166228078,0.656,8.376,21.772681439236287,nan,nan,nan,-1,ok,,3,7,1
deterministic_synthetic_small,deterministic,rmsprop,6,4,6,20,50,50,0.9,100,0.9,0,5,,87.19097345048105,0.0,[87.19097345048105],0.07540606499969726,0.02119189945973643,0.0013403839701801679,35.078127486052814,30.03522694087461,0.42306831007255574,0.21800000000000003,4.34,16.086861495794807,nan,nan,nan,-1,ok,,5,8,2
deterministic_synthetic_small,deterministic,adam,6,4,6,20,50,50,0.9,100,0.9,0,5,,87.18837804822756,0.0,[87.18837804822756],0.07605825500013452,0.0,0.0,35.607804563011946,30.597646007076232,0.01035323628337969,0.168,4.176,17.981318895766787,nan,nan,nan,-1,ok,,4,1,5
deterministic_synthetic_small,deterministic,deflected_sqrt,6,4,6,20,50,50,0.9,100,0.9,0,5,,91.21069643574337,0.0,[91.21069643574337],0.07599506599945016,0.665798765965809,0.285653515793685,36.604124533101846,15.582851263630701,0.016156968924162598,0.536,8.495999999999999,16.297261031107972,nan,nan,nan,-1,ok,,6,2,4
deterministic_synthetic_small,deterministic,episode1_mstep,6,4,6,20,50,50,0.9,100,0.9,0,5,,82.93702230885562,0.0,[82.93702230885562],0.15665335999983654,1.6606156537439756,0.2151903267110318,35.0200839977487,14.742386354901248,0.03699417262042433,0.6299999999999999,8.756,16.452167039987906,nan,nan,nan,-1,ok,,1,5,8
probabilistic_bimodal_balanced,probabilistic,harmonic,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,125.62661956951635,12.089279029353404,"[122.96112000725361, 112.67504549840453, 123.86088829401916, 123.01413440121108, 145.62190964669335]",0.10081464300037624,1.3627493767815109,0.3795191594386333,23.65043522727273,8.53221711181904,0.003545043989394451,0.8888333333333334,10.780000000000001,11.542268895245106,nan,nan,nan,-1,ok,,7,2,3
probabilistic_bimodal_balanced,probabilistic,sqrt,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,123.58601510744434,9.494524560996936,"[126.64098248454329, 110.1294527249958, 120.97664543479112, 123.8177155441579, 136.36527934873354]",0.10419852599989099,0.8206373392018158,0.24136270047706082,29.7129364004351,13.606426121702203,0.004395981021187136,0.35583333333333333,6.319000000000001,9.63081343718801,nan,nan,nan,-1,ok,,3,1,5
probabilistic_bimodal_balanced,probabilistic,normalized_blocks,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,124.81128902728365,11.148908817061201,"[119.90613673172568, 114.46640425917086, 121.48789468680062, 124.5433099584201, 143.65269950030097]",0.10970788300073764,2.0716695346043803,0.599206413019902,5.3489834615824225,1.6453962821952945,0.050948250874713705,2.5111666666666665,22.662,24.76902588941698,nan,nan,nan,-1,ok,,6,5,7
probabilistic_bimodal_balanced,probabilistic,adagrad,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,125.9351334141356,10.454304905684921,"[129.2697301817607, 112.76635123572746, 123.2285258633637, 123.07667081798277, 141.33438897184342]",0.10904085300080624,3.535310029683361,1.2127500988594988,10.66033240450476,9.722781838245941,0.06901074613094518,0.197,5.1739999999999995,13.204745751951489,nan,nan,nan,-1,ok,,8,6,6
probabilistic_bimodal_balanced,probabilistic,rmsprop,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,122.57137424555103,10.772185156581575,"[125.91984546117722, 108.09107370306421, 117.910604501272, 123.50913005459245, 137.4262175076493]",0.10008339100022567,1.5131788366473813,0.04882673799743152,36.70711609976929,29.96163563155073,0.2310990374426088,0.079,1.9720000000000002,10.584765015513788,nan,nan,nan,-1,ok,,1,8,1
probabilistic_bimodal_balanced,probabilistic,adam,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,123.318544225084,10.501520137257039,"[125.07726952893151, 109.25880757408198, 120.25419410123527, 123.48720529285413, 138.51524462831708]",0.10013401600008365,0.25593413409668897,0.002039043915727726,36.845679195855915,29.9606126959306,0.19504161463745337,0.042166666666666665,1.4819999999999998,8.675887224452849,nan,nan,nan,-1,ok,,2,7,2
probabilistic_bimodal_balanced,probabilistic,deflected_sqrt,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,123.82191719065823,9.561091040036793,"[127.27130661442322, 110.10504284660942, 120.97664543479112, 124.39752830589447, 136.3590627515729]",0.10340489400005026,0.8668913222101303,0.2511375685490798,29.33826753694009,13.405283343606278,0.010643959652065655,0.371,6.380999999999999,8.653858550972389,nan,nan,nan,-1,ok,,4,3,4
probabilistic_bimodal_balanced,probabilistic,episode1_mstep,6,4,6,20,50,50,0.9,100,0.9,0,5,bimodal_balanced,124.18460530338128,9.539138833824003,"[127.78672563021897, 111.29472161965329, 120.70128530415077, 123.81838783018001, 137.3219061327033]",0.18526170600034675,1.8572295028361034,0.19050028377448297,29.81486735387163,13.216740402385467,0.03992670097371295,0.3969999999999999,6.837000000000001,9.44242939471313,nan,nan,nan,-1,ok,,5,4,8
probabilistic_adversarial,probabilistic,harmonic,6,4,6,20,50,50,0.9,100,0.9,0,5,adversarial_perfect_with_critical_lossy,96.00102583390847,0.0,"[96.00102583390847, 96.00102583390847, 96.00102583390847, 96.00102583390847, 96.00102583390847]",0.10273883900026703,1.1071209367562143,0.36169086342951384,28.41648966848658,8.786114792158616,0.005678745863648838,0.8688333333333335,11.148,17.16788259391336,nan,nan,nan,-1,ok,,6,1,6
probabilistic_adversarial,probabilistic,sqrt,6,4,6,20,50,50,0.9,100,0.9,0,5,adversarial_perfect_with_critical_lossy,96.5726740090691,0.0,"[96.5726740090691, 96.5726740090691, 96.5726740090691, 96.5726740090691, 96.5726740090691]",0.0979527080007756,0.6640529348598637,0.23544836642700184,36.69742389765085,14.830375778388504,0.016944522326834733,0.47783333333333344,7.724000000000001,16.536328652841526,nan,nan,nan,-1,ok,,7,5,3
probabilistic_adversarial,probabilistic,normalized_blocks,6,4,6,20,50,50,0.9,100,0.9,0,5,adversarial_perfect_with_critical_lossy,88.62500485260115,0.0,"[88.62500485260115, 88.62500485260115, 88.62500485260115, 88.62500485260115, 88.62500485260115]",0.10349802199925762,1.7525823494793378,0.5670956677252057,5.343692082101287,1.5644750619836814,0.012259330215443945,2.3601666666666667,21.988999999999997,26.3731037039155,nan,nan,nan,-1,ok,,3,6,7
probabilistic_adversarial,probabilistic,adagrad,6,4,6,20,50,50,0.9,100,0.9,0,5,adversarial_perfect_with_critical_lossy,89.55687876681296,0.0,"[89.55687876681296, 89.55687876681296, 89.55687876681296, 89.55687876681296, 89.55687876681296]",0.09851209299995389,3.00246794489791,1.7775465202042255,10.50340000958568,9.530720841911258,0.053784194850251335,0.4915,7.132,24.09433398900731,nan,nan,nan,-1,ok,,4,7,4
