Epoch,Loss
1,89.51965191854815
2,68.68416155781524
3,58.84762132867827
4,52.16604091649265
5,47.256481393330404
6,43.91352733066156
7,41.76281894785054
8,40.44808435560362
9,39.68230100235974
10,39.248339052602695
11,39.000256282944115
12,38.85147148752897
13,38.7550664048031
14,38.6867364230494
15,38.6340316540161
16,38.59063654066221
17,38.553393702363906
18,38.520639085209645
19,38.49131216619159
20,38.46460168115882
21,38.43986134041699
22,38.41659292326434
23,38.394426161146725
24,38.37309038743811
25,38.35239175545127
26,38.33219153000615
27,38.31239408847299
28,38.29294398781941
29,38.273824789172515
30,38.255064155807595
31,38.2367286263989
32,38.21891731006677
33,38.20173921356931
34,38.185291494043454
35,38.16964278683656
36,38.154828378313155
37,38.14085227199719
38,38.1276945531446
39,38.115318688603786
40,38.10367850145603
41,38.09272281933785
42,38.08240070218571
43,38.07266614166432
44,38.06347750630157
45,38.05480014756225
46,38.0466065505112
47,38.03887493072151
48,38.03158628008271
49,38.02472384545325
50,38.01826957247992
