Epoch,Loss
1,94.90030066296555
2,71.46672542871272
3,59.81245219996425
4,52.547369330217876
5,47.32458412416306
6,43.71653271342803
7,41.364424540387404
8,39.92005300202882
9,39.08346120887208
10,38.617175422279395
11,38.356474078651225
12,38.20268482847514
13,38.103079762946365
14,38.031223871925185
15,37.974295110025636
16,37.92652318939721
17,37.8855204117846
18,37.84971505082997
19,37.81763197344025
20,37.78812671045312
21,37.76042968190604
22,37.73402527252481
23,37.708575390307125
24,37.683891627782536
25,37.65989708256301
26,37.63657486638624
27,37.613933147827765
28,37.5920037045983
29,37.57084702173703
30,37.55055264024003
31,37.53122557182004
32,37.51297087176835
33,37.49587749732731
34,37.48000102158726
35,37.46534702757357
36,37.45187099424642
37,37.43949183567695
38,37.428110208015084
39,37.417623016341516
40,37.407931704036926
41,37.3989473690364
42,37.39059040028818
43,37.382790230201
44,37.37548572005742
45,37.368622736847584
46,37.36215333770415
47,37.35603656110978
48,37.3502345626562
49,37.344716593948085
50,37.339454935216516
