Epoch,Loss
1,90.10890186030835
2,68.36165305819584
3,57.1260504884179
4,49.688094522613376
5,44.26494830294433
6,40.487080614266716
7,37.96542103326832
8,36.364816298953066
9,35.39710868080952
10,34.82741923154143
11,34.48690555369376
12,34.269435736483395
13,34.11621112447557
14,34.00054409724878
15,33.9108194421106
16,33.8388316383995
17,33.778596512014936
18,33.72676076170155
19,33.6819154487441
20,33.64343557779885
21,33.610778223264596
22,33.58328007827326
23,33.56016051455982
24,33.54063948490148
25,33.52404070823849
26,33.5098212728197
27,33.497554315735854
28,33.48690030617668
29,33.47758814638911
30,33.46939519497039
31,33.462138485611725
32,33.45566684312676
33,33.4498544306511
34,33.444596181107094
35,33.43980591425757
36,33.435411054893486
37,33.431350471897574
38,33.42757319975361
39,33.42403629673632
40,33.42070361027909
41,33.41754308511937
42,33.41452705414958
43,33.41163078943888
44,33.40883242770679
45,33.406112390929735
46,33.40345247652521
47,33.400836544247916
48,33.39824968650628
49,33.395680007103564
50,33.393117538626264
