Epoch,Loss
1,89.63318621340743
2,68.59858897413555
3,58.486761579463014
4,51.69406056016795
5,46.727425258856194
6,43.36299093665841
7,41.21726645922932
8,39.926961941056675
9,39.194061454273864
10,38.791245429441894
11,38.56708991990476
12,38.43391086796096
13,38.34594977429135
14,38.28076163490686
15,38.227765825391074
16,38.18205083734868
17,38.14110324691602
18,38.10334673475488
19,38.06764923717402
20,38.03316528390568
21,37.99931754499231
22,37.965865486720986
23,37.93292406963832
24,37.900816905737734
25,37.869889463229654
26,37.840408840184416
27,37.812545678936814
28,37.786375797879174
29,37.761863424489874
30,37.7388987978227
31,37.71737584039594
32,37.697232732308045
33,37.67844807566242
34,37.66101340826686
35,37.64491217491184
36,37.63010002986592
37,37.61649744111526
38,37.60399575788962
39,37.59246472208002
40,37.581764698401386
41,37.57175297488989
42,37.56229460816246
43,37.55327573359846
44,37.54462316143721
45,37.53631940789811
46,37.52838620326778
47,37.52085730219869
48,37.51375459437884
49,37.50708057820129
50,37.50082397427798
