Epoch,Loss
1,92.30546730481281
2,66.87807898433105
3,57.29848501487073
4,50.44489133847055
5,45.246777371879844
6,41.60937946973962
7,39.222192030991366
8,37.74421410662133
9,36.88491782032744
10,36.40952218649853
11,36.150465966426566
12,36.00423692356907
13,35.91343476010046
14,35.84808037061065
15,35.79409519718534
16,35.747337841339665
17,35.70762913891946
18,35.674276839908856
19,35.64593475715541
20,35.62139970529486
21,35.59976820032015
22,35.58039072200834
23,35.56282400164572
24,35.5467653847368
25,35.53200582989941
26,35.51838518274435
27,35.50577300400063
28,35.49405268094151
29,35.483119643021354
30,35.472879126840795
31,35.463242233841605
32,35.454125923208245
33,35.445448435980985
34,35.437129541852386
35,35.42909710841008
36,35.4212960901404
37,35.41370800520818
38,35.40636690888249
39,35.39935269288916
40,35.39275670262053
41,35.386631532298956
42,35.380975606224006
43,35.37574345111764
44,35.370873198823695
45,35.36630478453343
46,35.36198853034966
47,35.3578860600019
48,35.353969823742524
49,35.35021919450567
50,35.34661909641228
