Epoch,Loss
1,95.099892089403
2,71.77987979817892
3,60.27918544528338
4,52.958902229241374
5,47.7128506088456
6,44.087078464867155
7,41.72111079645962
8,40.266142314634095
9,39.42435693682765
10,38.95825294778723
11,38.700846127599185
12,38.550352373682394
13,38.451650737326354
14,38.37812530805655
15,38.31840214945865
16,38.26723126069098
17,38.221499656954705
18,38.17932432548718
19,38.13988479606292
20,38.103079945683916
21,38.06894904243359
22,38.03731601815318
23,38.007809575420886
24,37.980058653449646
25,37.95386009753964
26,37.929218337040936
27,37.906263838649025
28,37.885123275934724
29,37.86583690334657
30,37.84834157825242
31,37.83250852093316
32,37.818178262506464
33,37.80518676767105
34,37.79337656417058
35,37.78260551819039
36,37.772745543652995
37,37.7636835650193
38,37.7553189524738
39,37.7475628498556
40,37.740337197917924
41,37.733573653043734
42,37.72721266758967
43,37.72120233790987
44,37.715497569994696
45,37.71006089159566
46,37.70485973076051
47,37.699867030486075
48,37.69506194103235
49,37.69042998022342
50,37.685964090172384
