Epoch,Loss
1,92.18175620933287
2,67.1750679267996
3,58.10235759957162
4,51.59977093654338
5,46.66214316539615
6,43.22017313097996
7,41.008618561440606
8,39.67522282869685
9,38.919967436272614
10,38.51143056370713
11,38.292483440634484
12,38.17015367701818
13,38.094896590285046
14,38.04205804455291
15,38.00019657456492
16,37.964518982384334
17,37.93306845955803
18,37.90474880460446
19,37.87869744719266
20,37.85418509210741
21,37.83055052040557
22,37.80711249874324
23,37.783146128252625
24,37.75802030687639
25,37.73155861762583
26,37.70452070658772
27,37.67835193471635
28,37.65381874130872
29,37.630707571260004
30,37.60861511827033
31,37.5873031602954
32,37.56667672860736
33,37.546714905673376
34,37.52742704761018
35,37.508831444084905
36,37.49094991509962
37,37.473807775860344
38,37.45743803824683
39,37.44187926019823
40,37.427171608057364
41,37.413340468949386
42,37.40038534209171
43,37.38827536787601
44,37.376954980646396
45,37.36635475490116
46,37.35639868205159
47,37.34701464111964
48,37.33813654338661
49,37.329705868546185
50,37.321674819535325
