Epoch,Loss
1,94.7675339155193
2,71.25784646138827
3,59.38924851469214
4,51.99874338250063
5,46.71790608380024
6,43.0947623789853
7,40.74515198111069
8,39.310126277095165
9,38.48581621461892
10,38.03137853396729
11,37.78010596534521
12,37.63304507946317
13,37.53839979928244
14,37.471425898518454
15,37.42038791625077
16,37.37909168463328
17,37.3443408392289
18,37.314616642734116
19,37.28884744830187
20,37.26602260587946
21,37.24530156817227
22,37.22608328407132
23,37.207980229113595
24,37.190770089951855
25,37.17435560354589
26,37.15872243543078
27,37.14389421076913
28,37.12989610358653
29,37.11673768882272
30,37.104405390322334
31,37.09286488192806
32,37.082066108429125
33,37.071946712340115
34,37.06243592069218
35,37.053460510478786
36,37.04494757187227
37,37.036831267364725
38,37.02906220150449
39,37.02161592732377
40,37.01449681477573
41,37.007728872311596
42,37.00133990968622
43,36.99534606239111
44,36.9897470951287
45,36.98452626754569
46,36.979656761179356
47,36.97510690180626
48,36.97084416677593
49,36.966838483310234
50,36.96306117553446
