k,p(k)
0,0.0
1,0.15522009349387547
2,0.1842843371890619
3,0.2112028087078639
4,0.2358887919898729
5,0.2566710404072908
6,0.27234896976332335
7,0.2828765316887688
8,0.28945402321687597
9,0.29311315951233047
10,0.2943878880343352
11,0.292815826646569
12,0.290682207547275
13,0.2872880977910345
14,0.28310853488890597
15,0.27945382108398076
16,0.2747241420858768
17,0.2723279385564445
18,0.271048632142006
19,0.269605416025363
20,0.2693993690406658
21,0.26918143197406635
22,0.2701216014311018
23,0.27113593614213644
24,0.271880851937766
25,0.27351924729364746
26,0.2745549917508291
27,0.27595840803306976
28,0.2765316294589677
29,0.27769639949721947
30,0.27680529258477465
31,0.27698980528325196
32,0.27698884768890447
33,0.2769760207692005
34,0.27663864311316605
35,0.2754559546051677
36,0.2752305302076156
37,0.27547441335612133
38,0.27556235311129
39,0.27666941169193415
40,0.27671446993869775
41,0.2767316171929437
42,0.2782031111221076
43,0.2787273821750239
44,0.27926419847439127
45,0.2794793500372861
46,0.279424879080159
47,0.2793916964877341
48,0.27904315490369236
49,0.2791025946074217
50,0.2787818410592339
51,0.27889935468131277
52,0.2794329348662433
53,0.278957618508528
54,0.27912783225040466
55,0.2803531562592698
56,0.2806400336290859
57,0.28042562301266466
58,0.28085938084511364
59,0.2810785630386218
60,0.2814511087652404
61,0.28208804525423475
62,0.28248771788660093
63,0.2826015259568396
64,0.2834745839196484
65,0.2830817181886679
66,0.28246989186681054
67,0.2820997204298626
68,0.2821063468684862
69,0.2819275938148474
70,0.28109590594596445
71,0.2808673617488882
72,0.2811674080535382
73,0.28112781687650135
74,0.28168972313771384
75,0.2821741001500248
76,0.281978809951224
77,0.28239278258005973
78,0.28197186064677315
79,0.2823026240835608
80,0.28275993269525007
81,0.2828870347338516
82,0.28322356982588487
83,0.2834804814104858
84,0.2840275355515762
85,0.28396730178516677
86,0.28441042419361323
87,0.2845424276418938
88,0.28472002190341333
89,0.28503689997676146
90,0.2844679616572184
91,0.28430299847612944
92,0.2843281341617377
93,0.2835139694700511
94,0.2840343870933267
95,0.2840682857730514
96,0.2839453719436279
97,0.28434023384680845
98,0.2845669953944312
99,0.2851713901222005
100,0.2849119435182463
