Epoch,Loss
1,89.44273298316531
2,68.31937630010975
3,58.1854247805145
4,51.401621256272
5,46.44585062563419
6,43.0957718561093
7,40.95592893295818
8,39.66318774885602
9,38.9249363657501
10,38.51798562804858
11,38.292040122879875
12,38.15865717430909
13,38.07089319361581
14,38.00561570160919
15,37.952470723456806
16,37.90730595886707
17,37.868210940559706
18,37.833886885643004
19,37.80325393610531
20,37.77538273599413
21,37.74950763516956
22,37.72506345907847
23,37.7017128487428
24,37.67930272585816
25,37.6577559315496
26,37.636989110708235
27,37.61690307060878
28,37.59741445448663
29,37.57848295999898
30,37.56012212700314
31,37.54238608678182
32,37.52534725368023
33,37.50906382666694
34,37.49356196522713
35,37.478836710916624
36,37.46485757761531
37,37.451585646801526
38,37.43897764550315
39,37.42699412074354
40,37.415598864356674
41,37.40476299424966
42,37.39446442425251
43,37.38468819260597
44,37.375424554281764
45,37.36666785577933
46,37.35840901964241
47,37.35063375102149
48,37.3433217389716
49,37.336445293492744
50,37.32997166150146
