Epoch,Loss
1,96.1493672512119
2,72.54323793842748
3,61.022409573421236
4,53.34823029386029
5,47.92603255556399
6,44.141276742767054
7,41.63542012965426
8,40.06873668781633
9,39.1450314662998
10,38.62424712087918
11,38.334050122955496
12,38.16647013185131
13,38.06069695873981
14,37.984681756652755
15,37.9225629229262
16,37.867976494680214
17,37.82033443409517
18,37.780250716944444
19,37.74660571483856
20,37.717752670506734
21,37.6924981935926
22,37.670066934536706
23,37.64995007169179
24,37.631803080086286
25,37.61538249722678
26,37.60049989296983
27,37.58698907935821
28,37.574693048554195
29,37.563459372344454
30,37.55314363122659
31,37.543611640284176
32,37.53474488020254
33,37.526438437365364
34,37.518603432142264
35,37.511161254935814
36,37.50404273599218
37,37.49718449071237
38,37.49052715690768
39,37.484013643981164
40,37.47758713099835
41,37.47119338598347
42,37.46478464985432
43,37.458325628627655
44,37.45181028736295
45,37.44527325648823
46,37.438798072407465
47,37.43250290394037
48,37.426502392760995
49,37.420871906222544
50,37.41563642222727
