Epoch,Loss
1,88.89595475537496
2,68.0483214880474
3,58.18151828282484
4,51.53433129370119
5,46.66946101441459
6,43.38210469263648
7,41.29324454472166
8,40.03987063993563
9,39.327140314111126
10,38.93281484292566
11,38.710362242922955
12,38.57577199552985
13,38.48576300508475
14,38.419609173927725
15,38.367700868868816
16,38.32526534730489
17,38.28952299290774
18,38.25860507845071
19,38.231152171946064
20,38.20613338411445
21,38.182788201711205
22,38.16064303666845
23,38.13952669474885
24,38.11948212229561
25,38.100582659897256
26,38.08281864084701
27,38.066104089241946
28,38.050342825377854
29,38.03546359272557
30,38.021408495811016
31,38.00811558708033
32,37.995513703498595
33,37.98353254933907
34,37.972110706185454
35,37.96119955206423
36,37.95076116777059
37,37.940766429851394
38,37.931196856287364
39,37.92203869016486
40,37.91328428982238
41,37.904930748650244
42,37.89697599585069
43,37.88941707209921
44,37.882249319924284
45,37.87546587645148
46,37.8690551795608
47,37.86300246445755
48,37.857291214490544
49,37.8519003878215
50,37.84680941671407
