Frame,IoU_Loss
0,0.46742687275654016
1,0.649458577575005
2,0.5466490847938099
3,0.6887550316771872
4,0.557858406975582
5,0.5796340553119688
6,0.5425034676488758
7,0.6434675134978504
8,0.6943738656987296
9,0.47297192492632234
10,0.5756376509031497
11,0.674246485932073
12,0.6587891756416471
13,0.6861737313188196
14,0.6327979344700022
15,0.5684642958327688
16,0.5284738314502864
17,0.6175373031185905
18,0.5410730363857846
19,0.6616069561060148
20,0.7275035361097466
21,0.6684323816265078
22,0.6388743683568566
23,0.47404411231226873
24,0.6371906841339156
25,0.6239520185734554
26,0.6558459792439364
27,0.6426283931210849
28,0.4824481502242152
29,0.6731910226417516
30,0.5381419496988022
31,0.5319263122280168
32,0.6170444067526495
33,0.6487063057909352
34,0.6470812063878612
35,0.654409295255154
36,0.48698706593219926
37,0.45207357132505677
38,0.654828598495924
39,0.5428559321520887
40,0.6480939975543623
41,0.6591127832706274
42,0.6274037769318045
43,0.641742786028177
44,0.4774491281693361
45,0.5686138293667429
46,0.6484898264855626
47,0.5420421925010758
48,0.5646896616740711
49,0.5564441727979335
50,0.7401482889287767
51,0.6449026950055377
52,0.6176435627459445
53,0.5718590906431037
54,0.6353925960858288
55,0.635299943569841
56,0.5541062970186682
57,0.6238171964259558
58,0.6478402163341794
59,0.5017460975771018
60,0.6540132686879341
61,0.6535872474201503
62,0.5231438352974056
63,0.5406887475323536
64,0.6484787396436603
65,0.6455176090824268
66,0.678273004696195
67,0.5548458810452211
68,0.6962667147905157
69,0.5430103390522634
70,0.5367621350305487
71,0.6123967650672991
72,0.7077478138567846
73,0.535002366801662
74,0.6446484856790462
75,0.4794789272030651
76,0.6116468561081744
77,0.5926347305389221
78,0.6085426714697751
79,0.6576030440536964
80,0.5795131807178392
81,0.6464213651228053
82,0.6581881201091034
83,0.6481135621490827
84,0.5435680978123103
85,0.6657692930334627
86,0.6050193027505685
87,0.6403147874895119
88,0.5839650733767543
89,0.6253070964253389
90,0.6026679654091038
91,0.6334353291432352
92,0.628704734637612
93,0.5749157614526728
94,0.5455249813528844
95,0.5685759265870345
96,0.5653306235206066
97,0.5317153824132552
98,0.6564128205273894
99,0.6367688408265542
100,0.6142811108856772
101,0.6163871095363599
102,0.6915071997787343
103,0.5633719787777559
104,0.6533714712709856
105,0.5866864025070685
106,0.6572017563270868
107,0.5869223841304297
108,0.7064002530577815
109,0.5484586538969385
110,0.6283318805340184
111,0.5490002439154982
112,0.6480281318259283
113,0.5857301560527892
114,0.5959042003452993
115,0.4913927825827617
116,0.596826855925172
117,0.6435522405454228
118,0.6346587804935985
119,0.6205581930657459
120,0.6483197071822874
121,0.5323425950134291
122,0.5276228170105817
123,0.661487839602077
124,0.6332814412530154
125,0.6032110649262257
126,0.5610567196111719
127,0.6606086393919435
128,0.580937192454083
129,0.5544090930265058
130,0.6435673043803163
131,0.6461769027328828
132,0.6188353317950119
133,0.5707014998741113
134,0.6520505147029372
135,0.6547218605856745
136,0.6272887001070772
137,0.6591146370955849
138,0.5433766142452012
139,0.5506036773491698
140,0.5912479032296171
141,0.616892312250037
142,0.6628747582205029
143,0.6383386209506069
144,0.6281940872519642
145,0.6016071298938446
146,0.5417678356212705
147,0.6383817085237714
148,0.6383072266406633
149,0.5414453632569475
150,0.6241179865945742
151,0.6167362689045156
152,0.6074872478866639
153,0.6670276156566213
154,0.6279057622004294
155,0.6396472912796013
156,0.6585115443398317
157,0.5345322900852505
158,0.6466535492659301
159,0.6616337637454671
160,0.5759331657823699
161,0.5213563608217575
162,0.6796330988653635
163,0.47012110383164585
164,0.6237978847339928
165,0.6799687477634373
166,0.6642793032073709
167,0.6075396801602198
168,0.6534703523850957
169,0.6183324732943054
170,0.6343321303882731
171,0.5326722649038175
172,0.6301079136690647
173,0.6457162648767758
174,0.5329099375570222
175,0.5321508838000365
176,0.5476180290297937
177,0.6639377521063561
178,0.6134440030695617
179,0.5571486943278482
180,0.5601447808641608
181,0.6543009436946751
182,0.5381730238363859
183,0.5738594432413467
184,0.6247686857827673
185,0.646238199835678
186,0.6649118638078003
187,0.6425874867444327
188,0.6641800650970633
189,0.5277129622179565
190,0.6108454342362468
191,0.6313806285363527
192,0.5894454329241626
193,0.66183162513901
194,0.6675483730705124
195,0.48544169822008887
196,0.4948185593067341
197,0.6639705166877493
198,0.6257982197281216
199,0.581881035539398
200,0.49365428666302713
201,0.621632999277434
202,0.6548935120269124
203,0.530069571898075
204,0.5953100641429948
205,0.6845349012513192
206,0.5366297287887337
207,0.5432003333223688
208,0.5612176161086533
209,0.6612037735382484
210,0.6727115012924109
211,0.688206929929912
212,0.6542628439393582
213,0.6857896979452703
214,0.6508751584132374
215,0.6629856679818775
216,0.6500778495214544
217,0.6580771239605402
218,0.6749055894618152
219,0.5733764868085902
220,0.6485260496679529
221,0.711241827684799
222,0.6451149942953222
223,0.5399445359819915
224,0.6266870342690385
225,0.6031117296506441
226,0.6045593118533041
227,0.6588066971080669
228,0.6752550620942194
229,0.6309695921124358
230,0.6330635256687682
231,0.5415353141394141
232,0.5615272487892039
233,0.6538568514741331
234,0.5051448764883186
235,0.6602073488626761
236,0.5555370574070221
237,0.5855642504118617
238,0.6355747761564311
239,0.5467630719750499
240,0.6325621189975402
241,0.6749022449236223
242,0.6399579673741409
243,0.6213728154540268
244,0.6177398291203683
245,0.5654982982026632
246,0.6035638850705737
247,0.6617203986289506
248,0.5983951978439299
249,0.5329978227504729
250,0.5362800264800454
251,0.5632353821293914
252,0.5524836664104535
253,0.6263164388017183
254,0.6566732812509312
255,0.7021787810930219
256,0.547754981348376
257,0.5588783785441741
258,0.7007295549035379
259,0.5394166258746292
260,0.6410644124300512
261,0.6118523961996746
262,0.6465051129223781
263,0.5763906079249407
264,0.685738584709229
265,0.631066817453586
266,0.6115246824547527
267,0.555670363206017
268,0.5625778895942427
269,0.6636083120107267
270,0.5759609085919657
271,0.6704245190005352
272,0.6670283914648675
273,0.6277631913271788
274,0.5984738498704979
275,0.5871422165969499
276,0.5995892498808354
277,0.568107334271956
278,0.6172573335946641
279,0.6345881834624124
280,0.5126233243642887
281,0.5715815442137833
282,0.5476767520380151
283,0.5209019979145942
284,0.5833034596831507
285,0.49378481081703524
286,0.5937744760638929
287,0.5513538554739237
288,0.6036876555729694
289,0.5072763968557468
290,0.616720287660863
291,0.5600372134017211
292,0.6373120589137772
293,0.4669205140409329
294,0.5419532817426197
295,0.5180802830918942
296,0.5293453788936704
297,0.5058325516511533
298,0.5327810973909225
299,0.5497789378362542
300,0.6116596948094032
301,0.5496822750555717
302,0.43201072129421336
303,0.47442851004738806
304,0.537504376153376
305,0.6747864918327944
306,0.5183992994124295
307,0.6337303784131293
308,0.5146213325756156
309,0.49309367859862907
310,0.5484852571281156
311,0.5490654636986344
312,0.6723865150361629
313,0.570782232422482
314,0.5954854079809411
315,0.540547791662692
316,0.601915649437345
317,0.4747584143605086
318,0.5981447412433698
319,0.5857450148965893
320,0.5681199666759233
321,0.617808036310239
322,0.6194716323333687
323,0.5518493252261605
324,0.5770185184077876
325,0.5945365180441389
326,0.47462017463103906
327,0.43082132684056873
328,0.5742867353624397
329,0.5596100866198407
330,0.4099113531987611
331,0.5908903827685553
332,0.5442439938741359
333,0.5203634904854098
334,0.6531914255733773
335,0.39860438022831957
336,0.5920366423291461
337,0.6459534434929441
338,0.5490474223842272
339,0.5461194390715667
340,0.4506011832813792
341,0.6150284277609295
342,0.5611585270431317
343,0.6811262334336701
344,0.5956753128446085
345,0.6118061031854135
346,0.669852130566074
347,0.5719054177073364
348,0.6457720599291484
349,0.5315640237753444
350,0.5992471888698304
351,0.6362611998618759
352,0.43490567169191285
353,0.7074482466761494
354,0.6398964977734987
355,0.5335151685158549
356,0.6362651511284294
357,0.6818333273832899
358,0.5867983242117499
359,0.5752494241669822
360,0.6475578312373818
361,0.7162694202796048
362,0.6509143057615727
363,0.6537894848091115
364,0.6427050316957211
365,0.539202922030104
366,0.7245459760258783
367,0.5493813826787151
368,0.6552754191654102
369,0.5660889233001482
370,0.7016453339403385
371,0.537523786869648
372,0.44124153266014876
373,0.5799369289043941
374,0.6538003973494176
375,0.6409357067572315
376,0.6759201156009464
377,0.6321515696504567
378,0.6396590357287029
379,0.6588027584899401
380,0.7076909339841657
381,0.6238684335282298
382,0.5858227759091496
383,0.5810933023706305
384,0.5598818937400117
385,0.647502756846168
386,0.46620609193956103
387,0.7085904802440236
388,0.5402041911682306
389,0.6444891244745019
390,0.6585947618573195
391,0.5505720089810756
392,0.4472793902249895
393,0.5544698936564783
394,0.5324278282217034
395,0.6896039368581209
396,0.5369521450498623
397,0.6612662571054047
398,0.549310462628333
399,0.5551905306041336
400,0.657677122703965
401,0.5481127408617082
402,0.6545747414906068
403,0.6820389783834253
404,0.6212171363722337
405,0.6480384271164935
406,0.7040853882959146
407,0.5204251672340324
408,0.669459239974204
409,0.5854531026230789
410,0.5208479041357765
411,0.5798546520321799
412,0.5746075093464352
413,0.5127711320052132
414,0.6622966501309165
415,0.6624832206792507
416,0.5399120611996854
417,0.6458671472216918
418,0.5456510973414985
419,0.6628723882683262
420,0.5926123246315042
421,0.5838210900473934
422,0.5802498651365798
423,0.476648434212899
424,0.4889715157558356
425,0.550068669734718
426,0.5187063778580024
427,0.5450809794659212
428,0.6668443081860805
429,0.5024145353175901
430,0.6180775485748523
431,0.5147492266095048
432,0.5215977101223003
433,0.562955451985511
434,0.5682505622132107
435,0.6469942389065025
436,0.6409439162690174
437,0.560336081359392
438,0.6449579831932774
439,0.6516122352023973
440,0.6429595278246206
441,0.6462804135152415
442,0.5440176515502222
443,0.6613911448465614
444,0.6959529509340069
445,0.6733132056445562
446,0.6751708619100626
447,0.5516248839368616
448,0.6534678421182133
449,0.652056172151408
450,0.5559346135003047
451,0.6420281366912494
452,0.6469382480058188
453,0.5180027729174361
454,0.5310038673772579
455,0.6225755262133597
456,0.554912448692067
457,0.6314598921176265
458,0.5380045146726863
459,0.6781517875810161
460,0.6348480277779488
461,0.587400774828479
462,0.6312460886727964
463,0.6082834848956352
464,0.6390851134543917
465,0.6341642143463646
466,0.6623381371682764
467,0.5421842785376194
468,0.5449118322923604
469,0.5255730972095001
470,0.5105959999312506
471,0.6644907725973728
472,0.6336415649055177
473,0.5716671071282704
474,0.5599467114259389
475,0.5418441800107732
476,0.6311389390026767
477,0.6905948626091922
478,0.6105129351125764
479,0.6846301930562894
480,0.6652564716435642
481,0.6241976912060578
482,0.5274189661404989
483,0.5627327522200981
484,0.6623800984486514
485,0.6370074340411058
486,0.6818895823098804
487,0.6035417574927697
488,0.6690209663356603
489,0.6496743013238075
490,0.537320233696195
491,0.6029769119852016
492,0.6397737679047614
493,0.5292769841710979
494,0.6399885412666776
495,0.6442733479122117
496,0.6335924149716112
497,0.630528168802533
498,0.6912278595016511
499,0.5365282808581777
500,0.6260488673746963
501,0.6263143111849255
502,0.6943998213698698
503,0.6087009661273426
504,0.6092079752293312
505,0.5397707750454033
506,0.6929388874038802
507,0.6845275744706485
508,0.6722157344073977
509,0.5541886314287296
510,0.6578656006712974
511,0.5528841157110688
512,0.5233157799164699
513,0.6494570648191327
514,0.6134465871357953
515,0.636532550749301
516,0.5523654966879427
517,0.6062799710208259
