Epoch,Loss
1,89.36368720145848
2,68.5744063914755
3,58.55641208814538
4,51.767462614308236
5,46.81360111999512
6,43.473365713700005
7,41.34708762525476
8,40.066579429294755
9,39.334625703894574
10,38.92688397747537
11,38.69476328111732
12,38.552017564193065
13,38.45313740904435
14,38.3760396582562
15,38.31145337345289
16,38.255933435688846
17,38.20758664421413
18,38.16474474135689
19,38.12593941929029
20,38.089956510129184
21,38.055824685469915
22,38.022849636409596
23,37.99074615578029
24,37.95971241892939
25,37.93021081990781
26,37.90256945104184
27,37.87681520677649
28,37.852797737453294
29,37.83033745674465
30,37.80929832425325
31,37.78959394969111
32,37.7711825213225
33,37.75405033907683
34,37.73818830440355
35,37.72356489148347
36,37.71011679143491
37,37.697756198385484
38,37.68638755931025
39,37.67591528486169
40,37.66625424708491
41,37.65732885841701
42,37.64907214985723
43,37.64142434858239
44,37.63433208697775
45,37.627745603976045
46,37.62161942639558
47,37.615910003993825
48,37.61057654637876
49,37.60558078981482
50,37.600885959625245
