Epoch,Loss
1,93.32064371861102
2,68.1356372944366
3,58.981650560195106
4,52.38730224743375
5,47.353647233879926
6,43.83177478598902
7,41.57258248302213
8,40.213207802765474
9,39.442881461361495
10,39.024051433583466
11,38.79655262955623
12,38.665511675331246
13,38.57977341341046
14,38.513297155042096
15,38.4536462182968
16,38.39696222677945
17,38.34441301169867
18,38.29748063534822
19,38.25672536053437
20,38.221479754874565
21,38.19054916669737
22,38.162824490103304
23,38.13741662085403
24,38.11367612407059
25,38.091145612376536
26,38.069506902008946
27,38.04854814476184
28,38.02813861104947
29,38.008211718135456
30,37.988750552625284
31,37.969784519463225
32,37.951388794322106
33,37.933676530191065
34,37.91677595310528
35,37.90079553134959
36,37.885797447043394
37,37.871786238452515
38,37.85872118307833
39,37.846528712090965
40,37.83512037665458
41,37.824402117664924
42,37.81427871827488
43,37.80465670629498
44,37.79544313425977
45,37.78654825661496
46,37.777887769413354
47,37.76939121402561
48,37.76101903946086
49,37.75278258533045
50,37.74474943091523
