Epoch,Loss
1,89.0833559695737
2,68.3402321032584
3,58.51781715073459
4,51.855366185242616
5,46.942982585769435
6,43.60110583601877
7,41.46209115505302
8,40.167811386428674
9,39.42726020766476
10,39.01775939239066
11,38.78921982420174
12,38.65357752831384
13,38.5643360702403
14,38.498385545829926
15,38.444597250242886
16,38.39788045486161
17,38.356254659365995
18,38.319103567551664
19,38.28603155458042
20,38.25644238280453
21,38.2296117323447
22,38.2048521658162
23,38.18164236357436
24,38.15969348190512
25,38.138896990976896
26,38.119217925444644
27,38.10062812143368
28,38.083070710485686
29,38.06644045403352
30,38.05058603896391
31,38.035333266305585
32,38.02051882452301
33,38.00602733031982
34,37.99181552714866
35,37.97791721521406
36,37.96442177477998
37,37.951441675959266
38,37.93907895708641
39,37.92740212672888
40,37.916442828401834
41,37.906198958739274
42,37.896643477311805
43,37.887735026448766
44,37.87942302553024
45,37.87165497828186
46,37.86437563089684
47,37.857534033810715
48,37.85108442776628
49,37.844984699097104
50,37.83919984391915
