Epoch,Loss
1,89.11696454165211
2,67.69856302528457
3,56.85655990355094
4,49.61245113577709
5,44.328700288420016
6,40.69983937890665
7,38.328748566563405
8,36.86709268426578
9,36.018033030866064
10,35.54256579773039
11,35.27322313090775
12,35.108839389249
13,34.99555565133122
14,34.90865684894014
15,34.838547864903546
16,34.78084713121092
17,34.73260830484164
18,34.69192652244096
19,34.65765867059221
20,34.62889278422754
21,34.60469870810257
22,34.584190628332884
23,34.566618692110836
24,34.55138650199099
25,34.53803284883231
26,34.526199833124465
27,34.51560841773107
28,34.50603840906061
29,34.497315409686486
30,34.489300120300655
31,34.481880914235894
32,34.47496750416428
33,34.46848710958195
34,34.46238129378788
35,34.45660203303982
36,34.451110061462046
37,34.44587214687437
38,34.44086206517163
39,34.43605678694624
40,34.43143634550321
41,34.42698322939899
42,34.42268262628391
43,34.418519828736336
44,34.41448260108427
45,34.41055846777293
46,34.40673618994723
47,34.40300507681993
48,34.399354312547956
49,34.39577465982918
50,34.39225664279853
