Frame,k=0,k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20,k=21,k=22,k=23,k=24,k=25,k=26,k=27,k=28,k=29,k=30,k=31,k=32,k=33,k=34,k=35,k=36,k=37,k=38,k=39,k=40,k=41,k=42,k=43,k=44,k=45,k=46,k=47,k=48,k=49,k=50,k=51,k=52,k=53,k=54,k=55,k=56,k=57,k=58,k=59,k=60,k=61,k=62,k=63,k=64,k=65,k=66,k=67,k=68,k=69,k=70,k=71,k=72,k=73,k=74,k=75,k=76,k=77,k=78,k=79,k=80,k=81,k=82,k=83,k=84,k=85,k=86,k=87,k=88,k=89,k=90,k=91,k=92,k=93,k=94,k=95,k=96,k=97,k=98,k=99,k=100
154,0.0,0.10118396351365355,0.09089614878677954,0.13163983522721134,0.06504853261551446,0.09817436131127,0.12667964946445964,0.07797912611165658,0.08305268630065776,0.127459100149509,0.09645518607740278,0.10620369186644363,0.0990142735008861,0.09135383047392565,0.0827021239228839,0.08857113698987407,0.09447627162348504,0.09042562190878478,0.1052369049353794,0.11152028478487697,0.07038479041310608,0.11493226894813369,0.11939643194575666,0.09963182724028052,0.09947652801024476,0.11594763512580064,0.11394955544268759,0.10763378336229557,0.11072455418229366,0.15181540246814396,0.12300722913155226,0.11151123251017336,0.10354515647953166,0.1118193622367245,0.1115341570544005,0.10940600757712426,0.11257197160266086,0.10189221236868917,0.11146101727264057,0.12087660652599741,0.12927765111494194,0.10014379507529736,0.12201001090573527,0.10846719669638494,0.11249972484536308,0.11795499617766647,0.10385647216633132,0.10211424002842673,0.10358283672365831,0.09713639956801046,0.15648621948918318,0.12724100159078777,0.1126098057272682,0.09909769062402285,0.12846548011817271,0.10785106571542513,0.08049771740340717,0.11904417411434742,0.1421213521685144,0.10993826817195929,0.10112911685945392,0.11098323465943671,0.12215888632221539,0.1075438988927413,0.12620420143309008,0.11544966009857693,0.12851189750523673,0.11364025707764824,0.12176762506676164,0.12716298236111967,0.1336140930360583,0.13126259160043396,0.12058562009629847,0.10451566318595873,0.1729670182188272,0.1262624301885118,0.12464041210445331,0.13265051072835032,0.12698482709950598,0.15726895954815545,0.12024409715766793,0.12531351859013318,0.1386295539189606,0.08052055499032906,0.12161606964400717,0.11242937222234628,0.11414131888005596,0.11767686046576364,0.11700356193689965,0.11435703162103361,0.11081214528629524,0.11642774334507511,0.13826389498639036,0.11199653240864227,0.12093763662657087,0.1278524538918412,0.1223778177632241,0.10833537795820047,0.1137880116796749,0.09884376058128364,0.12948871905834436
155,0.0,0.06626068974184662,0.08995974563911091,0.08183384324638887,0.1275207688992892,0.09461094774937795,0.08243153358975097,0.11342021259091062,0.06977117899920227,0.06961020804565432,0.14616901982225372,0.08124907165137507,0.07819572785978379,0.0852299157521148,0.0787168832361449,0.07088164389851914,0.0673601450070137,0.08076656319996367,0.07486689185320894,0.07979639108925052,0.09215627288155792,0.09387013857845328,0.11045378303640241,0.10249808013732664,0.09882095401210234,0.09659860092327732,0.1132013440395856,0.09875584965950168,0.09201069839241383,0.09382896699214904,0.1339017762422633,0.11315556764845924,0.10000903577035591,0.09241187352556812,0.09909791831687398,0.09741360127351462,0.09822162828947367,0.09618845920180785,0.09499645577596005,0.09777775247248521,0.10570353836915514,0.10597900036284469,0.09137241857554423,0.11213709860048005,0.09745466531036717,0.09917807301925641,0.09700907486054944,0.0996373235265916,0.07851871137171451,0.08430578709216485,0.08977143564523571,0.12540637006388256,0.10906659055677737,0.08623883168283386,0.08684015458871597,0.12853581332810438,0.0869506377507866,0.10369632029238307,0.10843875912203094,0.13123251511596423,0.09469643512376869,0.1016644899547059,0.10620531724754245,0.1081608110234451,0.09992480480344657,0.10703763395255461,0.10266474917519663,0.11133073167435337,0.09460834181078337,0.11481042054419399,0.11528145582942895,0.1123849996355869,0.1091592980240007,0.10874739323601412,0.12206473919258853,0.16936985744760102,0.09868924363747644,0.11594775075576413,0.11892540609980784,0.10383355158518282,0.14760414969921987,0.10056577637090902,0.1185166988621772,0.12453471389521897,0.10954234018492648,0.10008764737481979,0.0901287309506067,0.10779121057734886,0.09985059760956172,0.10515936199335174,0.09715683688985899,0.0874037879687597,0.10075549644888371,0.10791504273696273,0.09583119353036451,0.11323460232714988,0.15048896836283066,0.11119287659136068,0.12468201882559882,0.13112874730703405,0.12004951863027935
156,0.0,0.06628479780043528,0.07997537307531544,0.11550364494979593,0.09835907061399762,0.1088812324438202,0.09901796649400552,0.0900809948833261,0.12123239609001457,0.08732954288044215,0.09131835336992766,0.15712777079054763,0.09412841652022086,0.1024721761516253,0.10682098311716215,0.0809309600739836,0.08612936700103768,0.08961050029830397,0.08883865403153524,0.08792969701087727,0.10694874904550156,0.10486718956156549,0.11404078666284934,0.11638908107074353,0.12658494881531324,0.10332005611362449,0.10978608517383726,0.11171704494338341,0.11926646464308233,0.10865330408524365,0.12026085995357572,0.15153702398137892,0.1335760228693943,0.12122004114997498,0.10677364345419471,0.11865463347242267,0.11963052389241391,0.11045256794169167,0.11638119105422728,0.10228477671246639,0.11450167186490212,0.11969741085826913,0.13014423934367758,0.10732160851580286,0.12359078378196653,0.11297637088174217,0.11311158916652875,0.1243225588591863,0.1107866348022245,0.1094721314929934,0.10662544366810278,0.09991360811526351,0.1591430714940676,0.12970383803418573,0.10637790339670372,0.10307337322405286,0.14762399090015577,0.11204087513577021,0.1212793391319551,0.11028640942701295,0.14782468327655685,0.10991836006334899,0.11280818262347936,0.10739616684453934,0.11606083065383477,0.1147692995196068,0.1297415183985935,0.12369210263245589,0.12583466880341876,0.1202029795363938,0.12965730252815078,0.13491722749753277,0.14163854415143284,0.1383361622371746,0.12740946016917898,0.13440477104048587,0.17964118695489417,0.13256958531475505,0.12348551802834862,0.13563063714314316,0.1250518812845529,0.1582274961631709,0.10951388429387499,0.13177216168173733,0.13973250116462455,0.11836943263112787,0.12876355267171335,0.11938600209723116,0.12064569059180918,0.11467838611558423,0.10880549941141193,0.10878849304417848,0.11441341402476268,0.11725667424542896,0.13322519062910365,0.11375845464413947,0.11686212218504621,0.16195526735176125,0.12102300126725651,0.13884365716800529,0.15476974848486502
157,0.0,0.06399694193091954,0.07018315353028859,0.07989751808670331,0.11753704667509313,0.0910719174956649,0.12961336629369413,0.09420595666143361,0.09275801882743429,0.12214213159367071,0.0826778128775032,0.08720897393897631,0.153160333248321,0.07967304870140945,0.08049551329081772,0.09252798661423145,0.07666102702455535,0.08256948425288468,0.0844124427241939,0.08440495410565296,0.08579777775260788,0.10807825989460706,0.08825276833153206,0.10795031261554078,0.09173147209855737,0.11549190479909843,0.09286215561542122,0.10170396430217266,0.11746159930527511,0.12395581904941988,0.09935051471288714,0.10696789906527504,0.15454246122765603,0.13093848276478437,0.1150115936859003,0.10159295604247887,0.11636529095535819,0.11543651329105387,0.1070774241704553,0.11286484549531639,0.10086429603673674,0.10544724253091431,0.11558924276656224,0.12953318814506198,0.09778239894458518,0.11961113199185469,0.11455047649995242,0.09073065191570984,0.11766893298182324,0.1029139918663664,0.10527543184581811,0.10286477246064285,0.10541073262818912,0.16052814068957866,0.12902763776187565,0.10443943899516217,0.09894332910068304,0.14485787685423057,0.10138189835642064,0.11856957783742117,0.11141958378578065,0.1376514596601488,0.11541132226400841,0.11067820114904581,0.11410294719833547,0.1204829984114818,0.11399811296526852,0.12978690292244244,0.12305600266415051,0.12018868871380539,0.10955773028870697,0.11674275911013754,0.1291321159562817,0.13475857431810545,0.13103318250377072,0.12499790412635603,0.12714268436156528,0.17891603940050482,0.12855002497086732,0.12071233091375133,0.13495534647467777,0.12073790432069686,0.1544619050004732,0.12633015751685728,0.10876434856402695,0.13851592088651987,0.11695745802935753,0.12630790568654648,0.11683927415574846,0.1106867466525624,0.113010175556301,0.09635755487678899,0.10459529793812139,0.1070609199242677,0.10952831933291118,0.13321537045305465,0.11045679170543365,0.1139066427693799,0.15846071760570746,0.1147408298391358,0.13887972916529268
158,0.0,0.08423688321234957,0.09699817846477132,0.07613818852216658,0.10212287456980274,0.13101126325471613,0.08610918579524607,0.1533369654045219,0.10698127059466289,0.12063063580495093,0.14345373447612386,0.10023975600963597,0.10431759240787708,0.16881048765448647,0.10927225963923792,0.10928735970477865,0.11398738058260216,0.09897822985225757,0.09560710165142672,0.1043949110348863,0.11408005975622182,0.10726606111405712,0.10553904195724251,0.11220350362139497,0.11539300882430292,0.12942734382104215,0.13731006367709986,0.1245813190363112,0.11895364794211383,0.13861727955097225,0.12188525844913511,0.12054616751770253,0.1305517040880222,0.13593269976169287,0.1265196961748135,0.11710613593972341,0.11836861592380088,0.12669974169615728,0.1318424338744466,0.10646142501613054,0.1066613276892715,0.11297824540805379,0.12147105065281294,0.09479170875590937,0.14010389346689456,0.11821606130389006,0.12848418682405927,0.11158984674110561,0.13180581014275394,0.12898822630656537,0.10620295400453239,0.11094015070817054,0.1148785367893922,0.12244200572520159,0.16352321901075895,0.1467208925039447,0.12297186194399234,0.12199129035525003,0.1480125141120766,0.12153757283785827,0.14010682244481487,0.13685181228281285,0.14316215049855774,0.13193319242219514,0.1281026597397984,0.13234243885020536,0.12557530908762748,0.10641163946871235,0.12610022231296225,0.1198659412700479,0.14042823280946337,0.1186509274873524,0.1403726638271091,0.13472907801418443,0.141434418895947,0.13731857346262288,0.1352523279839235,0.14619160535413522,0.14333530565127095,0.13016943028291073,0.13872267882947975,0.13162863217576182,0.1150136961492314,0.16024916342588402,0.12950550426136365,0.12414574734420458,0.14373158401677888,0.1348702978468833,0.1312106289230215,0.11277638899170339,0.11590557056768458,0.11437982864359919,0.13012497626679476,0.11795987430505195,0.11523024031703555,0.12913664189387608,0.13916210681795294,0.12065132759340547,0.12277614634870937,0.16197084658954297,0.14043170666982852
159,0.0,0.07506792689440556,0.06363881417076267,0.07597398893388851,0.06855089131684877,0.08914275383198589,0.1217996933906742,0.0960481729096071,0.13465198994963945,0.10209373907749197,0.09177319100644621,0.11877080049045363,0.08380139935107522,0.09098693948381753,0.14931448157669236,0.07642702374264854,0.08337443380556364,0.08986187005808455,0.06631361076743403,0.07822085889570551,0.0838278761771647,0.07703051690030838,0.08439525853958918,0.10230924149167275,0.101425760933472,0.09992251043879163,0.10401147273234279,0.11373659402580916,0.09406047639099113,0.09904258270534083,0.10745012922209418,0.11725663716814161,0.09759221745092173,0.1047664917478256,0.14725994576829193,0.12693951801393355,0.10948765536246552,0.09329122664040657,0.10762426045582041,0.11096117209471101,0.0974812019326986,0.10709321641259761,0.09098346781019018,0.10073113140451195,0.11336800555659088,0.1255552498132788,0.094140184809556,0.1151705098323188,0.10927157932815956,0.10363655610837796,0.10458225570673563,0.09793030969076122,0.09343735245846352,0.08971348050728045,0.10624078788690872,0.14582712076115023,0.12070606703294873,0.09253674343897245,0.09745328392336194,0.14041597717864285,0.09405010907945932,0.1229661082035921,0.116530480442535,0.13578487962832608,0.10792674716100359,0.09779397830763914,0.10913901074980747,0.11602011896627051,0.1060020644258809,0.12435857891932811,0.1136239919637696,0.1156316073597553,0.0907056575483769,0.11018651201101248,0.12415519117058516,0.1171713214305703,0.1133524807118319,0.11498846780028948,0.12727634700570156,0.1675458683176434,0.11111611972592861,0.11425875599599988,0.12753727321717268,0.10567013205956732,0.14878986044630216,0.10950341089824933,0.11807018818571535,0.13125262119855363,0.1212976644686059,0.11261785491406495,0.11299368288416001,0.11060700262696532,0.10786741191533045,0.10743944733300193,0.0905171685066527,0.09334002922871187,0.09873218193982969,0.11741382010155921,0.09689237630189962,0.11231491308221864,0.15650535996232795
160,0.0,0.049321867806261244,0.08932041067384078,0.07910778137238206,0.08578610370420692,0.07363904225190954,0.09358974358974359,0.12507932877847971,0.115303746241324,0.15083877005491397,0.11242176619628508,0.10763111255477864,0.12505850722224032,0.08705577702817813,0.09299854760411197,0.15537496405329698,0.09424128261054299,0.0947650689783115,0.09315259347235227,0.08560155763773503,0.08502431948118438,0.09785013330308012,0.0912247029269807,0.09578840837003655,0.10809487909441773,0.11544511556826897,0.10492276118368138,0.11021773080143948,0.11366553268283386,0.10852040672619212,0.09873802422270428,0.10637988989022529,0.12181697279234671,0.11148612779749101,0.10994417267469714,0.1508724470610685,0.13079579731108648,0.1172329405454332,0.09903241603296198,0.11373195503791067,0.1135104297874504,0.10930095458358846,0.11060540424981291,0.09805406011664419,0.10864552011032991,0.12118254235386516,0.1306084595486975,0.09911647306812577,0.1269558195094047,0.11326423820937848,0.11634249623196724,0.10905133341540119,0.10612744272709929,0.09997764863656688,0.10073303248692211,0.10956794413463733,0.15214059580942152,0.11696954184796515,0.10097500027889028,0.10850513592466193,0.14673055086271358,0.10577748542249676,0.12114754637187342,0.12562024017929818,0.12816289694850247,0.11006999575105669,0.10745324091233466,0.10968984481107924,0.13042272888573458,0.11087102929621728,0.13248482147830443,0.11994219653179194,0.13057342563942742,0.10240590158437424,0.10427698804295049,0.12883576664853136,0.11295151226882294,0.11006499901516642,0.1209963012512788,0.13070149837277045,0.17345378500837616,0.11849678618619963,0.12792421792382624,0.1336622611180568,0.12124851274866288,0.16182166228909767,0.11769562728433658,0.12398288128056911,0.14327360557209456,0.12128245887122058,0.11432621888010397,0.11602200658853057,0.1114828260262497,0.11663735845252632,0.11579250976215838,0.10350931070102465,0.09674609908355858,0.10433679224001802,0.12072086120191794,0.10936127599344325,0.12174265724811573
161,0.0,0.0683224100264459,0.06124408556124983,0.08816091821299488,0.07089285407811252,0.07633888549452683,0.06575988560489865,0.08428466917331612,0.11522773819482501,0.08136298007507936,0.12785270843352425,0.08781647369259116,0.08859808764479882,0.11395541782737462,0.0657130342569966,0.06895799110886469,0.1457428976662225,0.0714269273704441,0.07651863835216921,0.08710300577237085,0.07181778301124431,0.0677409504934523,0.06966881601146313,0.07640831801208192,0.06228453627297559,0.08412390706398354,0.08317760747941272,0.1007169358663208,0.10399430199430204,0.10540856624688555,0.09247664990249405,0.09499110931845678,0.11571169664017844,0.09972421776582341,0.08799613877690082,0.09575990444855098,0.13198720648326256,0.11120904366022588,0.09330826939568271,0.08597220721156307,0.0990200221580072,0.09539345651029141,0.08587211345164658,0.09887387643322232,0.08753600878359635,0.10253666698918062,0.11044605392059703,0.10820565202587673,0.09358388352801761,0.10578986616876052,0.10274349902606073,0.09245677924730522,0.10542988971415712,0.09888438420609202,0.09094699829826558,0.08640398674113425,0.08949155218695726,0.1406248234563019,0.1111297839921126,0.09195835466035196,0.08454254377001158,0.12385535387645985,0.09130219080156499,0.10978732818938575,0.10355155214095235,0.13326030986042725,0.09966260057098364,0.09915908279800145,0.10960388848539027,0.10059422510445581,0.09721875496448262,0.1144358644358644,0.0939341637616814,0.09789434798670116,0.09912572481682924,0.10664787807790477,0.11740583404134808,0.11134969842438691,0.11473968897903986,0.10949580499767264,0.1096834410140618,0.1568610703019121,0.10685710731511477,0.09852832125948319,0.11311607254109035,0.09659492432851091,0.12855347485626878,0.10696209212785224,0.1092144989626731,0.11767227582422612,0.10905777372790004,0.10907768140135576,0.09864877902060598,0.09994247428262049,0.08891487237986595,0.09612096120961211,0.09662650873463141,0.09930164451453027,0.09575714155749637,0.10961237869263551,0.0921000441971419
162,0.0,0.047205200493953714,0.06559469263626272,0.06733111084241616,0.08979897471343812,0.07488527206909334,0.08508814748385196,0.06640229302882406,0.0810927325119688,0.10745541731017294,0.0884693390941631,0.13657103127614045,0.09548210488213205,0.0951003840581377,0.12205675076210354,0.0737357296776856,0.06582182495002187,0.14925596911428463,0.07399395194840219,0.0833791481282059,0.08508999793108207,0.07342693587956828,0.07083122731241098,0.07708178876647298,0.08046107804872493,0.07968182129877255,0.09245962033736421,0.09965433551518721,0.09906544140607576,0.10291078636205786,0.10502824189279936,0.10175196047323332,0.09121034024122687,0.11237985797720718,0.10404500098934333,0.09521899748070994,0.09718076285240462,0.1323985592055178,0.11378624041007723,0.09333053572339955,0.08794925044542035,0.09485138216585987,0.08867271965999235,0.09459629676281645,0.09819746191741019,0.08890583086262882,0.10203849608331339,0.10933141722348894,0.113902525831728,0.09245550036366512,0.11422977240060206,0.10251524174110305,0.09942330130692323,0.10081387817173115,0.09509100063929576,0.08394325472124331,0.09357831318498278,0.08863661971830983,0.14200356249013546,0.11823121290646155,0.10083577917540176,0.08669260083464991,0.1277788994324427,0.09652427282577569,0.09943521022730428,0.112076000517776,0.13148613188115454,0.08837781316769344,0.10169887390518562,0.09784439205119566,0.10696481020920312,0.0957464903726215,0.10717236072289427,0.09767620815109457,0.1028516120268067,0.09452087153125388,0.11146371158658941,0.11466310208890296,0.11884249190739493,0.10916683125017634,0.11232985256246997,0.11249435772837968,0.1608476114830364,0.10709466897754794,0.11351088657952879,0.11647547647005696,0.11242547235829248,0.14224837662337664,0.10971198112005498,0.11679415777583935,0.12425352336969508,0.10757655681723532,0.11482036684576646,0.09434369480146987,0.10623656396814085,0.09518159833785578,0.10181109505728969,0.10384262471185912,0.09978522674882773,0.09296070961505654,0.11737965970913689
163,0.0,0.05252637423653528,0.06586909889956571,0.08853007000211777,0.08241233220510691,0.09043118004421469,0.09033776238120195,0.10245948090218748,0.08167680243028186,0.09446651532349604,0.1260635166179883,0.10229219114621058,0.1451510992003835,0.09687026639180896,0.10722591935892423,0.14069932813496155,0.08439906510391249,0.07954551985333413,0.16356668397304486,0.08396604086140258,0.0978111787442899,0.0957840726514676,0.09006028948155653,0.08803758044348597,0.09246173996966778,0.09253931995420028,0.0935354609320963,0.10606362224787991,0.09496217056389855,0.11264251132281744,0.11694501227074205,0.11263314664960278,0.10658823127430939,0.10164780397227269,0.11850154618383901,0.09839053403189224,0.10763498193455734,0.10262058059414891,0.12641585295807012,0.11120583607495349,0.08570117316352577,0.10057588768486336,0.10748874485867432,0.10116443311399737,0.10899065548989972,0.10044496232956912,0.10153799196242352,0.11624482648837953,0.107570016662482,0.1280960451977401,0.10732402939982866,0.10978063306622166,0.09990844062947069,0.11067436776274964,0.11520807402693223,0.0914651558591385,0.10099363890643331,0.10317891590816464,0.10115261424640232,0.15735154106598614,0.12785033572793192,0.11401595238894291,0.10301213338235715,0.12819078612834334,0.10594923172173132,0.1107428088362884,0.12480145095697825,0.12894978105016197,0.10654291241049307,0.11350830697964454,0.11459308550894443,0.10666492775975867,0.09425688230753837,0.10389907077952865,0.10008654656432914,0.12034876164752017,0.10662665187696019,0.12166505674275674,0.10945709281961469,0.12982532775547007,0.12298357509736413,0.12233019622525909,0.12944508432514845,0.16264695465399248,0.12303709218898062,0.1294420542701311,0.11485424732407201,0.12627034654213776,0.13029459349756178,0.12004729287165428,0.12353968191591491,0.12439752649164126,0.12371459948750374,0.12658042826865457,0.09280694620244101,0.10153982220609581,0.11447369166048571,0.11812516781526894,0.11793044023186594,0.11296565070149978,0.1087291260646488
164,0.0,0.11807471520113921,0.10806820452476629,0.11333200301538737,0.1307469220246238,0.12433402316058295,0.13485461091110496,0.13843772908691043,0.14517657635214543,0.12841997827017415,0.1437999643256742,0.16934950750314004,0.13358011049723761,0.09739184603531092,0.15577829806976473,0.1476556994362227,0.09800244242847178,0.13081941530590446,0.12317913520933421,0.1300699449823005,0.12554181610156434,0.1362365422098194,0.14065806033227268,0.1335839061890396,0.12972439325380503,0.13631051981895492,0.1359717868338558,0.13362290615871075,0.13310424955882194,0.15100303621774014,0.16066805934289075,0.16305911605509316,0.15791947614107882,0.13220726162496976,0.14411378865488356,0.15586883696959286,0.13802607402222422,0.1469771520436498,0.1351659385091314,0.16862962373760926,0.16756542684779308,0.14312291925060383,0.13466886225585883,0.14790678332430496,0.15060369376410854,0.13820385674931135,0.15750052803457404,0.15322875451574058,0.15622586505096214,0.1495653312099826,0.16717941508832068,0.14198846607446203,0.1615947580316539,0.153464808332065,0.14742479721651858,0.15158780299471364,0.1498709129189918,0.14268457099714182,0.14421072579116923,0.14456578543297538,0.19147545234995056,0.1616954642470264,0.14815908749167617,0.1416613844328506,0.17677465856951524,0.1449507362611302,0.15754325663303737,0.16680840985671375,0.17719926921429696,0.15069965381852746,0.15695098273890262,0.1452835682472582,0.15902549452918668,0.1475781216045895,0.1680501394260071,0.15330970865907434,0.16094531933981127,0.14046034312161726,0.1593175583175962,0.16231234741758516,0.16271527381861606,0.16417451366592017,0.1593679850855786,0.1680998657374848,0.19817350099040243,0.1582899620207966,0.1651121372388742,0.1646078495113018,0.14269590979630375,0.18833221469244588,0.15744420503817202,0.14859157217583419,0.1769207740249843,0.16275784419943495,0.16745688728336128,0.1528029325322372,0.15803710674912608,0.13638328017899248,0.15746041266152222,0.15488168536674318,0.1523275100704392
165,0.0,0.10646613178272901,0.06543935010665969,0.06039565960713167,0.052747895229186104,0.0883175405589327,0.07596353565658898,0.10392062066901486,0.08131029789375566,0.09026681784255297,0.07286217449044408,0.08949471637837436,0.11696438400611853,0.08997919556171985,0.13140482729510305,0.09432016906767837,0.07767381553125874,0.12160408279988566,0.07549997118321705,0.07522915719637036,0.15121173950023148,0.07505094412598357,0.08334236603551848,0.08628185560334856,0.07856990061688063,0.08037784259243275,0.06785907354984222,0.07960216107205675,0.07262482753046717,0.0915976778537323,0.09066723117941211,0.11155094167103397,0.10683159483941806,0.10678840359309305,0.09033427814052764,0.09557216003470581,0.11072711027192883,0.1011609285148436,0.08345871113526504,0.08702700857812462,0.1328644537839151,0.11178218387520711,0.08905034324942795,0.08585428328025568,0.0918603110217393,0.10168014220998911,0.09284160854691981,0.10698465230272325,0.10319090119263885,0.10982448142238432,0.11382501832313485,0.11783199123807575,0.09590329232093897,0.11157632938975282,0.10129214317540469,0.09387837906375207,0.10926176769387064,0.10299479978904269,0.09511700318149197,0.08841513799372003,0.0965027698875669,0.13864144121609712,0.11753219425974248,0.09284257276369245,0.08848600110465155,0.13113109728608785,0.08846127655710911,0.10930836423888934,0.10647666774620601,0.13625108367378158,0.10380924358335974,0.10771093344640392,0.11502670742768839,0.10213722773626477,0.10414322890032846,0.11466742306055877,0.10342497643625292,0.10670646766169156,0.09864660295081229,0.11476486879888537,0.11832790840598184,0.12483802749746176,0.12152470163360884,0.10804159267274605,0.12201927530651313,0.17023078190797136,0.11009049388669823,0.10934765382269274,0.1188989784335982,0.10453470343922233,0.13674882902981633,0.11090803726652698,0.11549920867806995,0.1172525559022809,0.11540452245924726,0.10911079997959383,0.09973434578373697,0.1110221976771052,0.09452523035416238,0.10033056172930044,0.09971161063485168
166,0.0,0.14601542125598943,0.128754621717324,0.16924926604222001,0.15690886135350446,0.15665900074421002,0.1783048232928408,0.17051593508380758,0.19708045353682357,0.17533799200584987,0.1805839840641823,0.17301796367419675,0.18356698755422485,0.19735801430374422,0.1858388416221286,0.14579942819441394,0.1883950860596505,0.18624348058663576,0.13577938126130895,0.17199641362821283,0.1742712259075534,0.17044175841925324,0.1746296163062908,0.18156947286635072,0.18797046581650723,0.17284122175592675,0.17468560241563524,0.17553566374578933,0.1772037075723757,0.17327978669852917,0.1926005514776421,0.19200201565418384,0.20186957011692863,0.18509464815276744,0.20348191538009275,0.18861664254782962,0.1910066164902452,0.20702055163787714,0.20151607762666723,0.18370557123674336,0.189632935158227,0.23005623828369093,0.20954426177419616,0.19131581972552647,0.18331084120557806,0.19539070979543038,0.19591928942960413,0.1919499679281591,0.19859836092479732,0.1923091556376878,0.19969378347528322,0.20749535975543176,0.2137707595970596,0.1904391316415327,0.20669730147167553,0.19287936588208132,0.19419215222799657,0.1907465848411719,0.19714495872721827,0.1921431708150132,0.18808599402606907,0.19259580465065862,0.24241157695898563,0.2134993566864236,0.19302850401285843,0.18033218076507884,0.22694717268741993,0.19034430324752905,0.20571763827404133,0.1945436420997283,0.22877382890559916,0.1833173485325953,0.19856225572305974,0.2031929472446128,0.20166444559275476,0.19495520722809856,0.21167740250696376,0.20298494473936124,0.20421582953479744,0.19804857458276515,0.20659338264933702,0.2077882934474652,0.2169003451251078,0.2141171876271214,0.20533518803498374,0.21419451746150953,0.2458025446470391,0.2078739386555125,0.20362652588458863,0.21527966812208055,0.2010868975102338,0.2217382707369855,0.20376390443495906,0.2077879882384157,0.21658428104323324,0.20566479375672886,0.2091843103626071,0.19735158718876777,0.20193595618340066,0.1947440459895976,0.1930299414189629
167,0.0,0.14506858632808073,0.05490629482446441,0.12190814683178763,0.07545445017642327,0.06621186170058346,0.06191106112435241,0.08858121185052847,0.07323014610154777,0.1012081017275912,0.07925514837407699,0.08573781649098922,0.07800858111692921,0.089997495959389,0.1187754344877161,0.08834517872347825,0.12776524943622458,0.09504693041980772,0.09171195652173914,0.12259186683986878,0.07772352286681161,0.08121506654947985,0.1539645715700575,0.07935189511268004,0.09205632457148061,0.09499328557349274,0.07552596785043264,0.07835244180949963,0.08001295756397797,0.08132989395242185,0.07926576327433632,0.0977545876933803,0.10003363912629493,0.10760123983125758,0.10853817632518536,0.11567111417792686,0.09547059093201304,0.09684550876311038,0.11381666179742456,0.11426757657514686,0.09041041155317087,0.10094892327180605,0.13892931956597432,0.1178158297017956,0.10193815653203142,0.0938082666681872,0.10384688161191735,0.10593142647598097,0.10156820573571101,0.11252618967856964,0.09845378341640232,0.10800991671331783,0.11487062837645723,0.12487614863296403,0.09853617638394774,0.11526049921890147,0.10789271156970615,0.09791245487872868,0.11420598680872651,0.10326441846335555,0.09572030662178599,0.09570833262269829,0.10103637173982949,0.1538904573687182,0.12759060117597087,0.10245973167587163,0.09130610548371854,0.13794926004228325,0.09799553306380937,0.11653280379845132,0.10951542350735666,0.14033021538740287,0.10602158692785302,0.10656484623512241,0.11329861267004893,0.10798891200462568,0.1038215291807757,0.11809505446833124,0.11256981501496743,0.11120768007271076,0.10069275712816572,0.11885788669421016,0.12339799148626607,0.12721539937500348,0.12266543172923239,0.10970307438280946,0.12400698945440947,0.16970293873182507,0.11420472262380588,0.11105026894140324,0.12436953836040299,0.11036228158877393,0.1470838292807346,0.1126151238766363,0.11586806593319832,0.12477429192151379,0.1159683530198351,0.11921969397549548,0.10691698705553154,0.10625682457242114,0.10036351600440552
168,0.0,0.054046800889111846,0.16017663141834138,0.059916479355067276,0.13522210142750224,0.0832280226092551,0.07814982909011925,0.07227836472209459,0.09301535919231252,0.07826479684882715,0.10312705257446386,0.08576684685704583,0.09509928846088789,0.07345202169145226,0.09696826707561634,0.12086229440506502,0.09650475896662436,0.13465130421562455,0.10375910253887033,0.09446499127078933,0.1205010046300341,0.08276278465727205,0.08530380465644516,0.15020041686708352,0.08969805122842511,0.08776744422422122,0.09814594221814388,0.08714171519926917,0.0884509155385822,0.08450527086048798,0.09159460238023964,0.0923952475965899,0.10709879499067654,0.10772848214838193,0.10810810810810811,0.11466648588489847,0.11553590640129097,0.10089266003634034,0.1063587785829716,0.11851712018833038,0.11707388179361533,0.0914177522819114,0.10033345475943622,0.14473217053171405,0.12002821670428898,0.10645656538390158,0.10472162782991579,0.10824824053401638,0.11474604134066224,0.10499681586608445,0.11550448978216554,0.10183380382667917,0.11845407583311762,0.11986853563302335,0.13070484901683432,0.10442216453316622,0.12428127406291622,0.11154071602488957,0.10447802686593721,0.11249301285634428,0.10950824451533692,0.09737030732013263,0.09714163510403007,0.10825904664331809,0.14851168608270837,0.1307116560347592,0.10116599036620688,0.10243325239315615,0.14910532376649832,0.09329319997978358,0.11938979888605372,0.11677121698816595,0.1470847908447792,0.11473955048529061,0.10794026810719859,0.1208973159156731,0.11834418666994317,0.11351730326995346,0.12140906516533856,0.12089095759524049,0.11802931249088888,0.10546946980484129,0.12506356275529873,0.13410504279293145,0.1250778989539283,0.12266499577615286,0.11847182555106772,0.13456927273527208,0.18055314260094713,0.11305486403407716,0.12040951717003623,0.13437561070940007,0.11040349208125799,0.1561082433912091,0.11278091671775503,0.12200567960354136,0.1303796536870051,0.12620783555867887,0.11197578901859062,0.1101849820867149,0.11939575761286414
