Epoch,Loss
1,92.6274205033199
2,67.04486002860989
3,57.36154606186341
4,50.428255634103195
5,45.173409959113734
6,41.49715803370174
7,39.08784290629301
8,37.59743861023139
9,36.72810051225799
10,36.24072898040803
11,35.965394954608776
12,35.79512890815405
13,35.66930107032192
14,35.56642622863516
15,35.48545845126809
16,35.42252832368486
17,35.3729229858071
18,35.33322481714594
19,35.300861117005475
20,35.273927366415826
21,35.25106929734159
22,35.23133024603242
23,35.21403018724303
24,35.19867711448472
25,35.184907067478136
26,35.17244736138988
27,35.161089433357766
28,35.150670860662885
29,35.14106256848761
30,35.13215965925925
31,35.12387434245394
32,35.11613314850762
33,35.10887346898201
34,35.10204008913816
35,35.09558532526024
36,35.089467722720116
37,35.083651156770436
38,35.07810450276936
39,35.07280227097313
40,35.0677250336924
41,35.06285769454993
42,35.05819020877045
43,35.053715682104
44,35.04942860212158
45,35.04532302296587
46,35.04139325296066
47,35.03763196607823
48,35.034031651761964
49,35.03058434423999
50,35.027282344795665
