Frame,Vehicle_Count,Vehicle_Locations
5217,4,"(138.0,200.0,159.0,220.0)|(237.0,173.0,295.0,203.0)|(581.0,376.0,593.0,385.0)|(119.0,201.0,139.0,220.0)"
5218,5,"(128.0,166.0,140.0,173.0)|(130.0,200.0,151.0,221.0)|(208.0,79.0,261.0,104.0)|(259.0,84.0,311.0,108.0)|(177.0,202.0,217.0,209.0)"
5219,3,"(128.0,166.0,141.0,173.0)|(351.0,180.0,362.0,188.0)|(257.0,84.0,310.0,107.0)"
5220,0,
5221,1,"(581.0,376.0,593.0,385.0)"
5222,1,"(351.0,180.0,362.0,187.0)"
5223,0,
5224,1,"(351.0,180.0,361.0,187.0)"
5225,3,"(431.0,463.0,484.0,479.0)|(616.0,435.0,639.0,454.0)|(127.0,166.0,141.0,174.0)"
5226,0,
5227,0,
5228,0,
5229,2,"(128.0,166.0,140.0,173.0)|(299.0,460.0,351.0,479.0)"
5230,0,
5231,0,
5232,1,"(355.0,461.0,405.0,479.0)"
5233,0,
5234,2,"(435.0,192.0,476.0,212.0)|(392.0,462.0,441.0,479.0)"
5235,2,"(442.0,424.0,449.0,430.0)|(410.0,462.0,459.0,478.0)"
5236,0,
5237,2,"(447.0,463.0,496.0,479.0)|(423.0,186.0,463.0,211.0)"
5238,3,"(178.0,205.0,228.0,231.0)|(464.0,463.0,513.0,479.0)|(351.0,180.0,362.0,188.0)"
5239,6,"(172.0,204.0,221.0,230.0)|(163.0,271.0,191.0,288.0)|(259.0,84.0,313.0,108.0)|(171.0,169.0,185.0,176.0)|(207.0,80.0,263.0,104.0)|(482.0,463.0,530.0,479.0)"
5240,3,"(500.0,464.0,546.0,479.0)|(452.0,222.0,501.0,242.0)|(588.0,255.0,639.0,284.0)"
5241,7,"(518.0,465.0,565.0,479.0)|(581.0,376.0,593.0,385.0)|(568.0,285.0,614.0,304.0)|(488.0,307.0,526.0,312.0)|(507.0,317.0,552.0,338.0)|(582.0,255.0,639.0,282.0)|(266.0,461.0,303.0,478.0)"
5242,1,"(535.0,465.0,582.0,479.0)"
5243,3,"(258.0,84.0,312.0,108.0)|(432.0,221.0,483.0,242.0)|(575.0,197.0,627.0,225.0)"
5244,4,"(571.0,465.0,617.0,479.0)|(323.0,462.0,360.0,479.0)|(549.0,285.0,595.0,303.0)|(489.0,307.0,526.0,314.0)"
5245,4,"(338.0,463.0,378.0,478.0)|(543.0,284.0,587.0,303.0)|(588.0,465.0,635.0,479.0)|(581.0,376.0,594.0,385.0)"
5246,0,
5247,0,
5248,2,"(529.0,231.0,607.0,284.0)|(557.0,194.0,609.0,224.0)"
5249,0,
5250,3,"(433.0,464.0,471.0,479.0)|(352.0,187.0,394.0,208.0)|(258.0,84.0,311.0,108.0)"
5251,1,"(450.0,465.0,489.0,479.0)"
5252,2,"(582.0,377.0,594.0,385.0)|(469.0,465.0,508.0,479.0)"
5253,2,"(258.0,85.0,312.0,108.0)|(205.0,79.0,260.0,104.0)"
5254,0,
5255,1,"(259.0,84.0,312.0,108.0)"
5256,4,"(545.0,468.0,583.0,479.0)|(581.0,376.0,593.0,385.0)|(259.0,84.0,313.0,108.0)|(630.0,290.0,639.0,311.0)"
5257,6,"(258.0,84.0,311.0,108.0)|(351.0,180.0,362.0,187.0)|(207.0,80.0,261.0,104.0)|(305.0,178.0,348.0,205.0)|(564.0,466.0,602.0,479.0)|(127.0,167.0,140.0,174.0)"
5258,3,"(585.0,466.0,620.0,479.0)|(447.0,278.0,494.0,299.0)|(394.0,352.0,424.0,366.0)"
5259,5,"(436.0,277.0,485.0,298.0)|(512.0,192.0,567.0,222.0)|(351.0,180.0,362.0,188.0)|(588.0,198.0,633.0,223.0)|(609.0,286.0,639.0,312.0)"
5260,2,"(291.0,462.0,341.0,478.0)|(351.0,180.0,362.0,188.0)"
5261,5,"(313.0,463.0,362.0,478.0)|(626.0,264.0,639.0,283.0)|(260.0,85.0,311.0,108.0)|(422.0,278.0,467.0,297.0)|(351.0,180.0,362.0,188.0)"
5262,0,
5263,3,"(353.0,463.0,399.0,478.0)|(581.0,376.0,594.0,385.0)|(351.0,180.0,362.0,188.0)"
5264,2,"(373.0,464.0,421.0,478.0)|(259.0,84.0,312.0,108.0)"
5265,0,
5266,3,"(414.0,463.0,461.0,478.0)|(565.0,287.0,610.0,308.0)|(351.0,180.0,362.0,188.0)"
5267,2,"(393.0,352.0,423.0,366.0)|(433.0,463.0,479.0,478.0)"
5268,2,"(453.0,464.0,502.0,478.0)|(580.0,376.0,594.0,386.0)"
5269,2,"(474.0,466.0,522.0,478.0)|(259.0,84.0,311.0,107.0)"
5270,0,
5271,1,"(513.0,465.0,560.0,479.0)"
5272,1,"(535.0,466.0,581.0,478.0)"
5273,2,"(552.0,466.0,601.0,479.0)|(128.0,166.0,141.0,173.0)"
5274,4,"(575.0,466.0,618.0,479.0)|(581.0,376.0,593.0,385.0)|(259.0,84.0,312.0,108.0)|(387.0,221.0,430.0,240.0)"
5275,5,"(592.0,466.0,639.0,479.0)|(299.0,272.0,348.0,292.0)|(127.0,166.0,141.0,174.0)|(382.0,221.0,424.0,240.0)|(581.0,376.0,593.0,385.0)"
5276,0,
5277,0,
5278,5,"(433.0,188.0,484.0,214.0)|(584.0,227.0,630.0,254.0)|(522.0,195.0,569.0,220.0)|(362.0,220.0,407.0,238.0)|(351.0,180.0,362.0,187.0)"
5279,2,"(351.0,180.0,362.0,188.0)|(218.0,169.0,231.0,180.0)"
5280,2,"(568.0,228.0,614.0,254.0)|(351.0,180.0,362.0,188.0)"
5281,2,"(581.0,376.0,594.0,385.0)|(259.0,84.0,311.0,108.0)"
5282,3,"(413.0,189.0,464.0,214.0)|(259.0,84.0,312.0,108.0)|(336.0,217.0,380.0,236.0)"
5283,1,"(351.0,180.0,362.0,188.0)"
5284,1,"(0.0,0.0,91.0,109.0)"
5285,3,"(351.0,180.0,362.0,188.0)|(317.0,212.0,361.0,235.0)|(128.0,166.0,141.0,174.0)"
5286,2,"(392.0,184.0,445.0,214.0)|(351.0,180.0,362.0,187.0)"
5287,2,"(303.0,214.0,349.0,235.0)|(351.0,180.0,362.0,188.0)"
5288,5,"(215.0,225.0,297.0,266.0)|(189.0,264.0,238.0,287.0)|(488.0,466.0,531.0,479.0)|(351.0,180.0,362.0,188.0)|(508.0,226.0,553.0,246.0)"
5289,2,"(259.0,84.0,312.0,108.0)|(588.0,202.0,628.0,226.0)"
5290,2,"(371.0,184.0,422.0,211.0)|(584.0,202.0,625.0,226.0)"
5291,3,"(365.0,185.0,417.0,211.0)|(128.0,166.0,141.0,173.0)|(404.0,246.0,455.0,271.0)"
5292,1,"(578.0,202.0,619.0,226.0)"
5293,0,
5294,5,"(259.0,84.0,311.0,108.0)|(193.0,232.0,253.0,262.0)|(0.0,0.0,90.0,108.0)|(128.0,166.0,141.0,173.0)|(207.0,80.0,261.0,104.0)"
5295,0,
5296,2,"(128.0,166.0,141.0,173.0)|(206.0,80.0,310.0,107.0)"
5297,0,
5298,3,"(127.0,166.0,141.0,174.0)|(161.0,222.0,222.0,261.0)|(147.0,231.0,161.0,257.0)"
5299,0,
5300,3,"(205.0,208.0,251.0,230.0)|(149.0,220.0,164.0,234.0)|(206.0,80.0,311.0,108.0)"
5301,0,
5302,0,
5303,0,
5304,2,"(128.0,166.0,141.0,173.0)|(552.0,218.0,622.0,280.0)"
5305,1,"(259.0,84.0,311.0,108.0)"
5306,2,"(595.0,434.0,639.0,456.0)|(593.0,315.0,639.0,340.0)"
5307,5,"(528.0,216.0,600.0,278.0)|(294.0,464.0,347.0,479.0)|(388.0,192.0,435.0,211.0)|(615.0,434.0,639.0,457.0)|(360.0,241.0,373.0,248.0)"
5308,0,
5309,3,"(335.0,465.0,389.0,479.0)|(259.0,84.0,312.0,108.0)|(377.0,191.0,423.0,210.0)"
5310,7,"(356.0,465.0,410.0,478.0)|(351.0,180.0,362.0,187.0)|(340.0,216.0,389.0,238.0)|(322.0,210.0,358.0,217.0)|(370.0,191.0,416.0,210.0)|(249.0,177.0,304.0,203.0)|(393.0,352.0,424.0,366.0)"
5311,1,"(377.0,466.0,430.0,479.0)"
5312,3,"(398.0,466.0,449.0,479.0)|(273.0,426.0,328.0,446.0)|(489.0,214.0,561.0,250.0)"
5313,5,"(481.0,214.0,553.0,249.0)|(418.0,467.0,470.0,479.0)|(230.0,176.0,286.0,204.0)|(27.0,224.0,111.0,260.0)|(295.0,427.0,351.0,447.0)"
5314,3,"(318.0,428.0,370.0,447.0)|(313.0,212.0,360.0,236.0)|(473.0,214.0,546.0,248.0)"
5315,3,"(460.0,468.0,511.0,479.0)|(582.0,377.0,594.0,385.0)|(463.0,212.0,538.0,248.0)"
5316,1,"(480.0,468.0,530.0,478.0)"
5317,4,"(449.0,211.0,522.0,246.0)|(358.0,357.0,387.0,368.0)|(500.0,468.0,548.0,478.0)|(320.0,150.0,376.0,172.0)"
5318,2,"(442.0,210.0,515.0,246.0)|(433.0,462.0,472.0,471.0)"
5319,6,"(434.0,210.0,508.0,246.0)|(259.0,84.0,311.0,107.0)|(367.0,274.0,420.0,299.0)|(606.0,170.0,639.0,190.0)|(579.0,313.0,638.0,342.0)|(545.0,284.0,602.0,310.0)"
5320,2,"(426.0,210.0,500.0,246.0)|(446.0,432.0,495.0,452.0)"
5321,2,"(419.0,209.0,493.0,245.0)|(577.0,464.0,630.0,479.0)"
5322,2,"(493.0,200.0,532.0,218.0)|(487.0,434.0,536.0,453.0)"
5323,2,"(403.0,208.0,477.0,245.0)|(508.0,435.0,556.0,453.0)"
5324,1,"(128.0,166.0,141.0,174.0)"
5325,3,"(351.0,180.0,362.0,188.0)|(388.0,208.0,463.0,244.0)|(549.0,436.0,596.0,454.0)"
5326,0,
5327,1,"(296.0,465.0,351.0,479.0)"
5328,0,
5329,0,
5330,0,
5331,5,"(351.0,180.0,362.0,188.0)|(188.0,206.0,237.0,230.0)|(374.0,467.0,431.0,479.0)|(259.0,84.0,312.0,108.0)|(161.0,176.0,180.0,196.0)"
5332,5,"(581.0,376.0,593.0,385.0)|(446.0,198.0,485.0,215.0)|(394.0,467.0,448.0,479.0)|(128.0,166.0,141.0,174.0)|(0.0,0.0,91.0,109.0)"
5333,2,"(258.0,84.0,312.0,107.0)|(415.0,467.0,466.0,479.0)"
5334,3,"(434.0,468.0,487.0,479.0)|(586.0,198.0,629.0,225.0)|(258.0,84.0,311.0,108.0)"
5335,1,"(454.0,468.0,507.0,479.0)"
5336,1,"(418.0,196.0,461.0,214.0)"
5337,0,
5338,2,"(291.0,203.0,364.0,238.0)|(573.0,198.0,617.0,224.0)"
5339,0,
5340,1,"(260.0,84.0,310.0,108.0)"
5341,0,
5342,1,"(605.0,230.0,639.0,252.0)"
5343,1,"(595.0,229.0,638.0,252.0)"
5344,0,
5345,0,
5346,0,
5347,1,"(224.0,206.0,295.0,234.0)"
5348,0,
5349,0,
5350,0,
5351,0,
5352,2,"(187.0,196.0,261.0,234.0)|(0.0,223.0,18.0,250.0)"
5353,0,
5354,0,
5355,0,
5356,1,"(351.0,180.0,362.0,188.0)"
5357,1,"(351.0,180.0,362.0,188.0)"
5358,0,
5359,0,
5360,0,
5361,0,
5362,0,
5363,0,
5364,2,"(582.0,376.0,594.0,386.0)|(403.0,278.0,450.0,300.0)"
5365,3,"(217.0,172.0,231.0,184.0)|(215.0,182.0,258.0,202.0)|(127.0,166.0,141.0,173.0)"
5366,0,
5367,1,"(259.0,84.0,311.0,108.0)"
5368,1,"(351.0,180.0,362.0,187.0)"
5369,0,
5370,0,
5371,0,
5372,2,"(353.0,160.0,398.0,179.0)|(128.0,166.0,141.0,173.0)"
5373,1,"(251.0,182.0,299.0,203.0)"
5374,1,"(546.0,256.0,597.0,278.0)"
5375,1,"(207.0,78.0,311.0,108.0)"
5376,4,"(127.0,166.0,141.0,174.0)|(437.0,436.0,487.0,454.0)|(259.0,84.0,311.0,108.0)|(208.0,82.0,262.0,105.0)"
5377,3,"(456.0,436.0,505.0,454.0)|(127.0,166.0,141.0,174.0)|(551.0,194.0,601.0,218.0)"
5378,1,"(474.0,436.0,523.0,454.0)"
5379,2,"(351.0,180.0,361.0,187.0)|(257.0,84.0,311.0,108.0)"
5380,0,
5381,0,
5382,0,
5383,1,"(337.0,466.0,386.0,479.0)"
5384,0,
5385,0,
5386,2,"(389.0,468.0,437.0,479.0)|(623.0,440.0,639.0,457.0)"
5387,0,
5388,2,"(422.0,462.0,472.0,479.0)|(581.0,376.0,593.0,385.0)"
5389,1,"(351.0,180.0,362.0,188.0)"
5390,0,
5391,1,"(442.0,424.0,449.0,429.0)"
5392,3,"(490.0,467.0,540.0,479.0)|(322.0,210.0,361.0,217.0)|(331.0,270.0,382.0,279.0)"
5393,2,"(581.0,377.0,593.0,385.0)|(511.0,468.0,556.0,479.0)"
5394,0,
5395,0,
5396,3,"(487.0,308.0,527.0,314.0)|(598.0,259.0,639.0,278.0)|(581.0,376.0,593.0,385.0)"
5397,0,
5398,0,
5399,0,
5400,6,"(259.0,84.0,312.0,108.0)|(351.0,180.0,362.0,188.0)|(207.0,174.0,252.0,200.0)|(122.0,145.0,168.0,166.0)|(208.0,80.0,261.0,105.0)|(581.0,376.0,594.0,385.0)"
5401,1,"(201.0,174.0,246.0,200.0)"
5402,0,
5403,0,
5404,0,
5405,0,
5406,1,"(258.0,84.0,311.0,108.0)"
5407,0,
5408,0,
5409,1,"(393.0,352.0,423.0,366.0)"
5410,4,"(393.0,352.0,423.0,366.0)|(351.0,180.0,362.0,188.0)|(393.0,219.0,449.0,243.0)|(127.0,166.0,141.0,174.0)"
5411,0,
5412,6,"(259.0,84.0,311.0,108.0)|(128.0,166.0,141.0,173.0)|(351.0,180.0,362.0,187.0)|(499.0,466.0,545.0,479.0)|(206.0,80.0,261.0,104.0)|(358.0,357.0,388.0,368.0)"
5413,0,
5414,3,"(351.0,180.0,362.0,188.0)|(302.0,463.0,350.0,478.0)|(127.0,166.0,141.0,174.0)"
5415,7,"(321.0,463.0,368.0,478.0)|(258.0,84.0,311.0,108.0)|(128.0,166.0,141.0,173.0)|(207.0,80.0,261.0,104.0)|(363.0,217.0,420.0,240.0)|(341.0,270.0,380.0,278.0)|(326.0,278.0,374.0,298.0)"
5416,2,"(337.0,463.0,385.0,478.0)|(558.0,233.0,603.0,252.0)"
5417,4,"(356.0,463.0,404.0,478.0)|(128.0,166.0,141.0,173.0)|(590.0,467.0,636.0,479.0)|(322.0,210.0,360.0,217.0)"
5418,1,"(147.0,171.0,191.0,194.0)"
5419,4,"(454.0,185.0,495.0,206.0)|(396.0,464.0,439.0,478.0)|(258.0,84.0,311.0,108.0)|(128.0,166.0,141.0,174.0)"
5420,3,"(448.0,186.0,490.0,206.0)|(351.0,180.0,362.0,188.0)|(415.0,464.0,457.0,478.0)"
5421,1,"(432.0,462.0,476.0,478.0)"
5422,1,"(449.0,466.0,493.0,478.0)"
5423,1,"(605.0,256.0,639.0,280.0)"
5424,0,
5425,4,"(504.0,466.0,547.0,478.0)|(581.0,376.0,593.0,385.0)|(593.0,442.0,639.0,460.0)|(363.0,240.0,380.0,248.0)"
5426,1,"(263.0,424.0,318.0,446.0)"
5427,0,
5428,0,
5429,2,"(295.0,463.0,342.0,479.0)|(487.0,228.0,531.0,247.0)"
5430,0,
5431,1,"(208.0,0.0,639.0,117.0)"
5432,1,"(349.0,464.0,393.0,479.0)"
5433,0,
5434,2,"(103.0,167.0,149.0,193.0)|(581.0,376.0,594.0,386.0)"
5435,1,"(582.0,376.0,594.0,385.0)"
5436,1,"(483.0,196.0,527.0,214.0)"
5437,4,"(458.0,219.0,497.0,228.0)|(351.0,180.0,362.0,187.0)|(365.0,184.0,407.0,207.0)|(444.0,226.0,489.0,244.0)"
5438,2,"(351.0,180.0,362.0,187.0)|(455.0,466.0,496.0,479.0)"
5439,0,
5440,0,
5441,5,"(582.0,376.0,594.0,385.0)|(507.0,468.0,552.0,479.0)|(462.0,190.0,504.0,212.0)|(604.0,314.0,639.0,342.0)|(295.0,432.0,346.0,450.0)"
5442,0,
5443,5,"(599.0,433.0,640.0,456.0)|(393.0,352.0,423.0,366.0)|(336.0,433.0,383.0,452.0)|(575.0,464.0,613.0,473.0)|(432.0,462.0,474.0,471.0)"
5444,4,"(353.0,433.0,402.0,452.0)|(127.0,166.0,141.0,174.0)|(618.0,434.0,639.0,455.0)|(449.0,191.0,493.0,211.0)"
5445,4,"(577.0,464.0,616.0,479.0)|(394.0,352.0,423.0,366.0)|(371.0,433.0,421.0,453.0)|(189.0,264.0,237.0,290.0)"
5446,2,"(393.0,353.0,423.0,366.0)|(127.0,166.0,141.0,174.0)"
5447,2,"(411.0,436.0,460.0,454.0)|(329.0,188.0,373.0,206.0)"
5448,2,"(431.0,436.0,478.0,454.0)|(628.0,264.0,639.0,284.0)"
5449,3,"(450.0,436.0,495.0,454.0)|(395.0,466.0,440.0,479.0)|(459.0,218.0,498.0,226.0)"
5450,5,"(467.0,437.0,516.0,455.0)|(460.0,218.0,498.0,226.0)|(260.0,84.0,311.0,108.0)|(415.0,466.0,458.0,479.0)|(476.0,226.0,518.0,246.0)"
5451,2,"(118.0,203.0,134.0,224.0)|(141.0,202.0,156.0,222.0)"
5452,3,"(506.0,437.0,553.0,457.0)|(581.0,376.0,593.0,386.0)|(442.0,424.0,449.0,429.0)"
5453,6,"(527.0,439.0,571.0,457.0)|(286.0,459.0,340.0,478.0)|(142.0,204.0,163.0,225.0)|(127.0,167.0,141.0,174.0)|(581.0,376.0,594.0,385.0)|(206.0,80.0,311.0,108.0)"
5454,2,"(543.0,440.0,590.0,457.0)|(303.0,460.0,356.0,479.0)"
5455,0,
5456,1,"(628.0,289.0,639.0,309.0)"
5457,5,"(581.0,376.0,594.0,386.0)|(357.0,461.0,410.0,479.0)|(443.0,422.0,450.0,430.0)|(600.0,441.0,639.0,459.0)|(420.0,434.0,462.0,454.0)"
5458,2,"(127.0,166.0,141.0,173.0)|(618.0,442.0,639.0,458.0)"
5459,0,
5460,0,
5461,2,"(423.0,313.0,432.0,323.0)|(429.0,462.0,479.0,479.0)"
5462,2,"(446.0,463.0,497.0,479.0)|(517.0,437.0,557.0,456.0)"
5463,0,
5464,1,"(481.0,463.0,532.0,479.0)"
5465,1,"(498.0,463.0,549.0,479.0)"
5466,3,"(517.0,464.0,566.0,479.0)|(578.0,286.0,620.0,306.0)|(259.0,84.0,312.0,108.0)"
5467,7,"(534.0,465.0,583.0,479.0)|(611.0,440.0,639.0,458.0)|(581.0,376.0,594.0,386.0)|(127.0,166.0,141.0,174.0)|(572.0,287.0,615.0,305.0)|(273.0,461.0,329.0,479.0)|(580.0,464.0,612.0,470.0)"
5468,4,"(550.0,465.0,600.0,479.0)|(628.0,442.0,639.0,459.0)|(567.0,286.0,610.0,306.0)|(554.0,253.0,590.0,262.0)"
5469,4,"(567.0,465.0,617.0,479.0)|(307.0,462.0,362.0,479.0)|(581.0,376.0,593.0,385.0)|(562.0,286.0,606.0,315.0)"
5470,0,
5471,2,"(603.0,466.0,639.0,479.0)|(128.0,166.0,141.0,173.0)"
5472,1,"(619.0,467.0,639.0,479.0)"
5473,0,
5474,0,
5475,0,
5476,1,"(529.0,284.0,573.0,304.0)"
5477,0,
5478,1,"(127.0,166.0,141.0,174.0)"
5479,0,
5480,4,"(351.0,180.0,362.0,190.0)|(490.0,467.0,545.0,479.0)|(610.0,286.0,639.0,306.0)|(259.0,84.0,311.0,108.0)"
5481,1,"(582.0,376.0,594.0,385.0)"
5482,2,"(149.0,171.0,203.0,198.0)|(252.0,236.0,313.0,264.0)"
5483,6,"(351.0,180.0,362.0,188.0)|(127.0,166.0,141.0,173.0)|(193.0,263.0,253.0,288.0)|(146.0,171.0,200.0,197.0)|(541.0,468.0,593.0,479.0)|(316.0,212.0,361.0,238.0)"
5484,5,"(558.0,468.0,608.0,479.0)|(142.0,170.0,196.0,196.0)|(522.0,316.0,566.0,335.0)|(594.0,436.0,639.0,458.0)|(259.0,84.0,311.0,108.0)"
5485,2,"(581.0,376.0,593.0,385.0)|(486.0,198.0,522.0,218.0)"
5486,1,"(255.0,84.0,312.0,108.0)"
5487,0,
5488,0,
5489,0,
5490,2,"(250.0,184.0,295.0,204.0)|(174.0,204.0,221.0,230.0)"
5491,1,"(581.0,376.0,594.0,385.0)"
5492,3,"(128.0,166.0,141.0,173.0)|(246.0,184.0,289.0,203.0)|(264.0,175.0,275.0,182.0)"
5493,0,
5494,0,
5495,4,"(473.0,196.0,509.0,217.0)|(488.0,308.0,525.0,314.0)|(401.0,464.0,452.0,479.0)|(581.0,376.0,594.0,385.0)"
5496,2,"(581.0,376.0,594.0,384.0)|(258.0,84.0,312.0,108.0)"
5497,0,
5498,6,"(585.0,247.0,639.0,282.0)|(231.0,184.0,275.0,203.0)|(518.0,436.0,566.0,454.0)|(333.0,184.0,376.0,204.0)|(489.0,308.0,525.0,313.0)|(456.0,465.0,506.0,479.0)"
5499,2,"(145.0,208.0,162.0,221.0)|(580.0,248.0,639.0,284.0)"
5500,5,"(330.0,182.0,375.0,204.0)|(128.0,166.0,141.0,174.0)|(469.0,196.0,504.0,216.0)|(225.0,184.0,270.0,202.0)|(489.0,308.0,525.0,314.0)"
5501,9,"(511.0,466.0,542.0,479.0)|(317.0,212.0,364.0,236.0)|(536.0,468.0,560.0,479.0)|(569.0,247.0,639.0,284.0)|(128.0,166.0,141.0,173.0)|(207.0,80.0,311.0,108.0)|(222.0,183.0,265.0,202.0)|(328.0,182.0,373.0,206.0)|(408.0,195.0,455.0,216.0)"
5502,11,"(327.0,182.0,371.0,205.0)|(599.0,438.0,639.0,456.0)|(424.0,312.0,470.0,332.0)|(575.0,464.0,613.0,475.0)|(488.0,308.0,525.0,314.0)|(311.0,213.0,361.0,236.0)|(358.0,357.0,389.0,368.0)|(313.0,248.0,364.0,266.0)|(527.0,468.0,577.0,479.0)|(207.0,80.0,311.0,108.0)|(582.0,320.0,628.0,340.0)"
5503,2,"(618.0,438.0,639.0,456.0)|(406.0,195.0,452.0,216.0)"
5504,1,"(128.0,166.0,141.0,173.0)"
5505,0,
5506,1,"(203.0,181.0,247.0,201.0)"
5507,2,"(627.0,292.0,639.0,312.0)|(533.0,244.0,610.0,281.0)"
5508,2,"(527.0,244.0,604.0,280.0)|(582.0,376.0,593.0,385.0)"
5509,0,
5510,0,
5511,0,
5512,0,
5513,0,
5514,1,"(611.0,258.0,639.0,278.0)"
5515,0,
5516,2,"(600.0,259.0,639.0,281.0)|(582.0,376.0,593.0,384.0)"
5517,0,
5518,0,
5519,1,"(288.0,181.0,334.0,203.0)"
5520,3,"(351.0,180.0,362.0,188.0)|(285.0,180.0,328.0,203.0)|(259.0,84.0,312.0,108.0)"
5521,2,"(351.0,180.0,362.0,188.0)|(568.0,290.0,612.0,309.0)"
5522,0,
5523,2,"(351.0,180.0,362.0,188.0)|(128.0,166.0,141.0,174.0)"
5524,3,"(351.0,180.0,362.0,188.0)|(259.0,84.0,312.0,108.0)|(271.0,182.0,314.0,202.0)"
5525,0,
5526,1,"(551.0,288.0,593.0,308.0)"
5527,1,"(128.0,166.0,141.0,174.0)"
5528,5,"(128.0,166.0,141.0,174.0)|(252.0,176.0,297.0,200.0)|(258.0,84.0,312.0,108.0)|(593.0,228.0,629.0,247.0)|(563.0,466.0,612.0,479.0)"
5529,3,"(127.0,166.0,141.0,174.0)|(215.0,271.0,269.0,292.0)|(351.0,180.0,362.0,188.0)"
5530,0,
5531,0,
5532,0,
5533,1,"(511.0,254.0,562.0,275.0)"
5534,0,
5535,0,
5536,1,"(494.0,254.0,546.0,274.0)"
5537,3,"(207.0,172.0,254.0,198.0)|(127.0,166.0,141.0,174.0)|(208.0,79.0,311.0,108.0)"
5538,0,
5539,0,
5540,0,
5541,0,
5542,1,"(127.0,166.0,141.0,174.0)"
5543,0,
5544,0,
5545,0,
5546,0,
5547,0,
5548,0,
5549,2,"(551.0,232.0,592.0,250.0)|(128.0,166.0,141.0,173.0)"
5550,0,
5551,1,"(293.0,461.0,348.0,479.0)"
5552,2,"(313.0,462.0,367.0,478.0)|(594.0,256.0,639.0,279.0)"
5553,1,"(289.0,230.0,366.0,266.0)"
5554,0,
5555,0,
5556,2,"(391.0,463.0,444.0,479.0)|(435.0,462.0,473.0,472.0)"
5557,0,
5558,1,"(430.0,463.0,481.0,479.0)"
5559,0,
5560,3,"(467.0,465.0,518.0,479.0)|(127.0,166.0,141.0,174.0)|(597.0,436.0,639.0,460.0)"
5561,4,"(367.0,192.0,404.0,211.0)|(351.0,180.0,362.0,188.0)|(256.0,84.0,312.0,108.0)|(485.0,465.0,538.0,479.0)"
5562,1,"(259.0,84.0,311.0,108.0)"
5563,1,"(523.0,467.0,574.0,479.0)"
5564,3,"(128.0,166.0,140.0,174.0)|(464.0,195.0,511.0,214.0)|(542.0,467.0,592.0,479.0)"
5565,1,"(560.0,466.0,610.0,479.0)"
5566,1,"(577.0,466.0,627.0,479.0)"
5567,1,"(596.0,468.0,639.0,479.0)"
5568,0,
5569,0,
5570,1,"(628.0,292.0,639.0,311.0)"
5571,2,"(188.0,264.0,234.0,290.0)|(234.0,225.0,312.0,262.0)"
5572,0,
5573,2,"(434.0,194.0,480.0,213.0)|(128.0,166.0,141.0,173.0)"
5574,3,"(520.0,434.0,566.0,454.0)|(208.0,80.0,311.0,108.0)|(128.0,166.0,141.0,174.0)"
5575,0,
5576,1,"(127.0,166.0,141.0,174.0)"
5577,1,"(219.0,224.0,297.0,262.0)"
5578,2,"(258.0,84.0,311.0,108.0)|(278.0,434.0,332.0,454.0)"
5579,0,
5580,1,"(556.0,228.0,603.0,247.0)"
5581,0,
5582,0,
5583,0,
5584,6,"(394.0,352.0,423.0,366.0)|(458.0,248.0,512.0,272.0)|(443.0,422.0,449.0,430.0)|(351.0,180.0,362.0,188.0)|(358.0,357.0,388.0,368.0)|(572.0,314.0,621.0,336.0)"
5585,0,
5586,0,
5587,0,
5588,0,
5589,0,
5590,0,
5591,0,
5592,0,
5593,0,
5594,0,
5595,0,
5596,0,
5597,0,
5598,1,"(259.0,84.0,310.0,108.0)"
5599,0,
5600,9,"(260.0,84.0,311.0,108.0)|(287.0,460.0,337.0,479.0)|(562.0,466.0,612.0,479.0)|(127.0,166.0,141.0,173.0)|(208.0,80.0,261.0,104.0)|(459.0,218.0,496.0,227.0)|(581.0,376.0,593.0,385.0)|(489.0,307.0,550.0,334.0)|(285.0,235.0,339.0,262.0)"
5601,4,"(127.0,166.0,141.0,174.0)|(578.0,466.0,624.0,479.0)|(306.0,461.0,354.0,478.0)|(152.0,203.0,233.0,261.0)"
5602,1,"(323.0,461.0,372.0,479.0)"
5603,0,
5604,2,"(359.0,462.0,407.0,479.0)|(616.0,318.0,639.0,340.0)"
5605,1,"(377.0,462.0,424.0,479.0)"
5606,1,"(394.0,463.0,442.0,479.0)"
5607,1,"(412.0,464.0,460.0,479.0)"
5608,1,"(428.0,463.0,477.0,479.0)"
5609,1,"(446.0,463.0,494.0,479.0)"
5610,1,"(351.0,180.0,362.0,190.0)"
5611,1,"(481.0,464.0,528.0,479.0)"
5612,1,"(497.0,465.0,545.0,479.0)"
5613,2,"(127.0,166.0,141.0,173.0)|(516.0,465.0,562.0,479.0)"
5614,1,"(206.0,79.0,312.0,108.0)"
5615,1,"(551.0,466.0,596.0,479.0)"
5616,1,"(276.0,461.0,323.0,479.0)"
5617,6,"(490.0,198.0,537.0,218.0)|(580.0,376.0,593.0,385.0)|(489.0,308.0,525.0,313.0)|(352.0,432.0,402.0,450.0)|(295.0,461.0,341.0,479.0)|(128.0,166.0,141.0,174.0)"
