Epoch,Loss
1,89.61778441715084
2,68.04278195569293
3,57.215865568276314
4,49.97768074008592
5,44.69804023733438
6,41.055241036887274
7,38.6583065196922
8,37.168631096153455
9,36.29497346050814
10,35.800842848469884
11,35.51934298414946
12,35.3488405887967
13,35.23457498145456
14,35.150183409377696
15,35.083968433636464
16,35.03018177886596
17,34.98531352208682
18,34.947041425347834
19,34.91388263700743
20,34.88495831818231
21,34.8597368123075
22,34.83781363990267
23,34.818793278091825
24,34.80226523008333
25,34.78783104410017
26,34.77513316345083
27,34.763871830227075
28,34.75380194229434
29,34.74472648982182
30,34.736486036575634
31,34.728950586923524
32,34.72201369339275
33,34.71558803395706
34,34.70959948907826
35,34.70398694722697
36,34.69869890652612
37,34.69369193359734
38,34.68892964712221
39,34.684381913862495
40,34.68002366957796
41,34.67583471366013
42,34.67179738593784
43,34.66789843691145
44,34.664126677011254
45,34.660472059130285
46,34.65692714653883
47,34.653484929239916
48,34.65013914645198
49,34.64688425526779
50,34.64371547222261
