Frame,k=0,k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20,k=21,k=22,k=23,k=24,k=25,k=26,k=27,k=28,k=29,k=30,k=31,k=32,k=33,k=34,k=35,k=36,k=37,k=38,k=39,k=40,k=41,k=42,k=43,k=44,k=45,k=46,k=47,k=48,k=49,k=50,k=51,k=52,k=53,k=54,k=55,k=56,k=57,k=58,k=59,k=60,k=61,k=62,k=63,k=64,k=65,k=66,k=67,k=68,k=69,k=70,k=71,k=72,k=73,k=74,k=75,k=76,k=77,k=78,k=79,k=80,k=81,k=82,k=83,k=84,k=85,k=86,k=87,k=88,k=89,k=90,k=91,k=92,k=93,k=94,k=95,k=96,k=97,k=98,k=99,k=100
115,0.0,0.27282536330035123,0.23803100091299845,0.1674190635882884,0.19885348754130572,0.20678589076614717,0.21631217331273223,0.23529992053270488,0.2614092853010668,0.37664544869155825,0.26619621215709177,0.38354922768986743,0.3708715183206065,0.2504453729796262,0.25986505067235766,0.2495249264314645,0.3666377063423111,0.2538196392785571,0.24713553546032685,0.3735682866473188,0.24976500747703478,0.3177601220242118,0.27083912015806544,0.7357061799361537,0.24898080081859064,0.5874276576705373,0.3634141087775983,0.2396614372279502,0.2532098732201018,0.2572031478073238,0.2679588064430948,0.3718504176519444,0.25811988242704176,0.2544012637895663,0.2549391488315934,0.24027112936389294,0.2442293373045421,0.259574973159323,0.25134834897686475,0.23776311143702977,0.24627716173078895,0.2419964121380297,0.24369514256119496,0.6159499626020314,0.7508970209030559,0.369653311749629,0.24521999601329625,0.3759702262671951,0.25568237086994583,0.24596079539587734,0.25930540743165476,0.24847196241353808,0.24993042172312574,0.22812445718256036,0.24208563113976556,0.3811281843050094,0.23491553130565168,0.29566738032588624,0.26402273552853694,0.274016820813792,0.30191719026905106,0.3773346282738159,0.44717639129033204,0.3761249039634228,0.6914241261836422,0.2490832326793545,0.25732122341924435,0.3777927059180445,0.38097824350659726,0.36821056597680113,0.3888751422774286,0.25881676085191496,0.27314868773773826,0.2625728921679178,0.2680269477484447,0.38148519981864115,0.2623065348237317,0.3791900359302427,0.2553226156854226,0.38935469543834567,0.39887045341031957,0.2586848101810052,0.2637461797517443,0.2609475018429245,0.38626210277886797,0.37664099703977005,0.3265986252863987,0.751872603633579,0.2621026710826272,0.2661952137671417,0.3865390179111544,0.3891307194677981,0.3860112468693063,0.3869745204361261,0.26961137863006723,0.29720296617677855,0.2689466513390386,0.3766289446661656,0.3931577376120169,0.39648253257654487,0.40409584576348556
116,0.0,0.12932749470753702,0.29365237772087793,0.24955317133126775,0.20520437065543262,0.2161190280340588,0.21874636134290704,0.22919731179561775,0.24065478315801037,0.27165884050296385,0.38293732618511356,0.2741274722497209,0.379297963091922,0.3792647693324377,0.254715551031899,0.2614435540199732,0.2525895936749072,0.37433628796594876,0.25897993508093453,0.25748564012077857,0.3823593877801953,0.2591435574566252,0.3335479685735566,0.27230808102076054,0.7363627627884133,0.2516784691064382,0.6081506842121845,0.38127581164396407,0.2560787227332738,0.2580403162695307,0.2710241926551795,0.26902241676614935,0.3882947071307077,0.2689167719710356,0.27189854185570494,0.2705469061876248,0.2543740211933503,0.2576311401821213,0.2568706167393702,0.26888135231126664,0.25867148715734944,0.26417142765007173,0.2628113323354906,0.26409421604901484,0.6177815318383695,0.7660659676714723,0.38445695602841456,0.2634275760418062,0.3887065938460359,0.24372432429475577,0.24536943416644352,0.275902309786894,0.24860329087629152,0.26883213851222576,0.24650062643107096,0.25126347212322275,0.3747532069609123,0.24778928376575327,0.28734442689095985,0.2574016172506739,0.2604573133504282,0.2900021206139993,0.39210316405211376,0.4486169304589298,0.37388199009820633,0.6955285297254209,0.2397345020814201,0.25271081540234785,0.3746471953050362,0.38140207178993013,0.3811155387044456,0.3932572493946197,0.26142503224970715,0.26997652331661504,0.2612087454957024,0.26762252571527356,0.38010660088779735,0.2595939481829398,0.3717693286844872,0.2501204872064493,0.38262662953987214,0.3997958395409149,0.25747466992506407,0.26588429448977724,0.294362787390129,0.39034716342082976,0.37730671568970997,0.32650458117094927,0.7686432365505523,0.2547577432067135,0.2591146964301224,0.3845440871149528,0.386012782823938,0.38010270324697004,0.37982213322339364,0.2638420103878598,0.28739058665102846,0.2596005400724042,0.38986236425166176,0.39096221598700454,0.40970465032214165
117,0.0,0.2380675480027532,0.2902564689718342,0.22707429204280583,0.38355628091904237,0.3478294258976863,0.35370361134662165,0.3484355388699448,0.3657789787957374,0.37201280833090755,0.39607007960635765,0.3009417988780362,0.3916428495818779,0.29082176828317485,0.2922843929333575,0.3822252573045217,0.38769674011631006,0.3746618624670076,0.2860235672532706,0.38154352136972614,0.38246356875725396,0.2956737089919589,0.383196425226768,0.4389297109155951,0.3908105535874795,0.7083093095097925,0.3737628734452787,0.7244856946427627,0.29660819858746346,0.38042418724224736,0.37747679279083657,0.3926758328926494,0.3872633207104379,0.3090401371061494,0.38399683419074004,0.3900059904682638,0.39174844675702103,0.38002458380056936,0.37688539383782393,0.3780963302752294,0.3933433219178082,0.3779128782738499,0.386056550830995,0.37899174253192847,0.3849995098946818,0.7381098833505415,0.7318628220011922,0.29704982234893507,0.38412047206788125,0.30695407591162227,0.38162322881383626,0.36971143296028086,0.3992462285106697,0.36914505093173167,0.3905035414247303,0.3718040310883073,0.3775262211969205,0.285522697073638,0.36904464683086746,0.40042876632235436,0.3755588835351825,0.37400445319859554,0.4060705451314426,0.30219472047796136,0.3739459339192346,0.28451044831648786,0.6478847070918516,0.3657633701492866,0.3695065387200194,0.27787874404945323,0.2893684462709397,0.2984196265463507,0.300881919381894,0.37669413570503263,0.3894617187039212,0.38146037815787903,0.3814364399847303,0.30134025343424464,0.3796255986068785,0.287060329368826,0.36722521069665204,0.3030588734803974,0.3199967173996755,0.3744150955729748,0.38374536431212636,0.4042353288925016,0.3047502037389178,0.29609749199146573,0.4363689690570465,0.7389181573143837,0.3749897633281467,0.387150938167354,0.3028559700095984,0.3071459022594766,0.3023543019627215,0.3009131696374143,0.38213836071924334,0.40730441433566433,0.38489606070895377,0.3089579084778594,0.30704859606029955
118,0.0,0.15320733688080623,0.29578130584667894,0.31262945833215106,0.24974930540031293,0.3992264327426246,0.3536413297098465,0.3405094540761937,0.3682879109371986,0.3795545185707697,0.38423041121392976,0.3863530571452042,0.313689675062488,0.3952722412567755,0.30209260769676183,0.29917013747533894,0.3820552606506057,0.3817780885279406,0.3821803210476754,0.2916189142811123,0.38765600718399307,0.38484172405988293,0.2991882181265252,0.38361508452535764,0.44732026901109934,0.4008063835176898,0.6960086805341488,0.37604277841911526,0.7053283245355528,0.2962284111597697,0.3801522610496866,0.3848421029777348,0.38117170031346626,0.40255757189854613,0.3022782086232221,0.3757390146471371,0.38765923184796924,0.38554184419319915,0.37862504403436037,0.3845724288276292,0.38933102370096795,0.38624278642417176,0.3741679873217115,0.3719615540222847,0.3618164896106971,0.37858809961833106,0.7348215917460915,0.7103185564427543,0.28072060366798257,0.36700331180116075,0.27655988670515785,0.39525852483823554,0.38105426746852133,0.39858046499820177,0.37564381933438984,0.38277959015614604,0.3743799051268413,0.38676960663502036,0.3106035110477461,0.37885536554175603,0.4192198401202968,0.3859071487753234,0.3950695892562466,0.42346824778336667,0.3079294535642555,0.38130412775401457,0.3142062952690582,0.645849323873174,0.3869526216183694,0.38309967351642016,0.3051176327916566,0.3162377584991859,0.3053669249219406,0.2930308939751617,0.3973973541746504,0.3967779981772369,0.3852777566105311,0.39610259193920483,0.31514848490460057,0.3875613961609382,0.29542257537163064,0.384692219880576,0.2909599878674519,0.3487064046842555,0.3962191837021123,0.39537150344917205,0.3806869838878877,0.2970111303610824,0.3142038091978191,0.4499192245557351,0.7170160450616587,0.39437024193329906,0.38546060539831717,0.3218143325796604,0.32230273463189485,0.3178642325522817,0.3136660121699908,0.3946452605783719,0.4233598452745725,0.3984217730896208,0.29815149358588344
119,0.0,0.2493874282824512,0.2733038949676947,0.1772167963679787,0.19645979517224155,0.34891807912773287,0.301044203435636,0.25152610485623494,0.2292520893549327,0.24625463494122146,0.2578182175665491,0.2657283448332738,0.26622268699433105,0.3996023011239779,0.2795484090957526,0.3843248816041195,0.38585655277665654,0.2607128576201927,0.2702629935167037,0.25302410991332824,0.37294710410496756,0.2576453431425897,0.26229864214086773,0.387495261305172,0.27455152071950095,0.3392664613950055,0.283036799881068,0.7312375167583245,0.25968676765414433,0.5967558414805787,0.39642350606418486,0.2752020348369233,0.2625872348797429,0.2772446753468425,0.2764878111560365,0.399336812234964,0.27308970452397885,0.27976418916037693,0.2811043326960668,0.26289436056910787,0.26607718343616904,0.2675704269746688,0.28009049773755657,0.26417392064133505,0.273314445131946,0.2641516647732238,0.2705752127525495,0.6072592111597497,0.7613451121206859,0.393536886270503,0.27246303072293065,0.38824014440755017,0.27046642893084516,0.2551154423450468,0.2877732149953637,0.2532536189764455,0.2797969746270935,0.2583810213493485,0.264264539922353,0.3820026635228364,0.25216340105243584,0.29060558876220133,0.2594934979036957,0.26715692852733564,0.29863293698762605,0.39662967972796004,0.43375118211634034,0.3834976136978663,0.6831809506901603,0.2513021338909813,0.2564741173670724,0.38620058847514405,0.38962444923190176,0.3961369375604955,0.37754529852563845,0.2620825276488987,0.2790723987995496,0.2642523927374669,0.2679170779861797,0.38465732601943026,0.26432461455856404,0.3810682734968137,0.25015987410261975,0.37045276252381487,0.40098801706880793,0.2636101584592748,0.27153647993712615,0.2696747792375619,0.37983170092426544,0.39064775567873056,0.3365450217193904,0.7653256179109067,0.2742868041742732,0.25972229874924235,0.400864112686261,0.40157099762066617,0.4020705077471409,0.40175949931026333,0.27617830686119105,0.3043554225748153,0.27330255943480053
120,0.0,0.1355728392282768,0.2723282140363026,0.2983761450996639,0.19954930847018393,0.21447624340094473,0.3626128477468914,0.2977853526392339,0.2388364087253031,0.24625375721275145,0.24090167043187183,0.24457491729061465,0.253725951670726,0.2746156637010002,0.386925785697265,0.2575587786422481,0.37118354663196784,0.3624172974410692,0.24757305394122942,0.24782489090742366,0.23550822696367324,0.36497875334791596,0.25158879715771343,0.24328226169735845,0.37091734688361533,0.2517293168323761,0.3227851173084577,0.2709303862729028,0.7355010202985716,0.24947298648237493,0.5901935428711887,0.3693130407927745,0.2450583922294871,0.2469604283206298,0.24664594372594184,0.26844003558813656,0.3752831506068084,0.2492055634511282,0.25455021955511337,0.25866112928214835,0.24919946034687346,0.2579975652006028,0.25767733917650526,0.2627416378378088,0.24572585441984574,0.25128269234950107,0.23788169508250645,0.24614302668014598,0.6176733131438148,0.7544008424786609,0.3662181790382998,0.2424885926797129,0.37624174021020884,0.24852965335961885,0.24158084859547935,0.25817989914389583,0.24633779135575895,0.25924188848077323,0.2408529290204694,0.24688415137280706,0.3775474340465338,0.23457167832167836,0.27895017437856806,0.25204906909840963,0.25402216469480754,0.28854979348324916,0.36796609526493496,0.4510803819939613,0.3764977733419398,0.6895312160104416,0.24270346530288334,0.24079922264059272,0.3717812838071598,0.38421665477218947,0.373739890686702,0.39041890249654565,0.26267460747157556,0.268968178261755,0.25543433903746227,0.26143061625457853,0.37811972534945837,0.25895093761377164,0.3717293199653202,0.24432125324066412,0.3827211355184593,0.403368220847363,0.26407106631919286,0.2703282105558735,0.2721752861798906,0.3994679791284119,0.38244784753024463,0.33401104112454094,0.7532885583811182,0.2633976013359648,0.26677300693381945,0.38514982537649045,0.3926583040006755,0.38417323461507846,0.3810695388251726,0.26407254102981204,0.29877352105049415
121,0.0,0.3044263722813294,0.3278147057613532,0.23014410805089003,0.2840707850208761,0.38909981628903856,0.4025617666750815,0.3493709276736344,0.4703258464071133,0.4304629743469127,0.4056864051632515,0.4227535198619812,0.4268781508761924,0.4396929409921615,0.4352426062470498,0.3611963831388335,0.43596199524940615,0.3505450763602147,0.34671062061057756,0.42685802041875753,0.422883388291722,0.41424569213647,0.3434401794769354,0.4259619663412306,0.42989604121968317,0.364176601187316,0.4242871663189429,0.4851249237391133,0.44630357731834625,0.7562896892723836,0.42750196581104516,0.7536226471466986,0.35152002240609836,0.42630205136143573,0.429863472950612,0.4234181996148567,0.43188612402523485,0.34741738832152813,0.41951733151314086,0.43636901273094975,0.43510510094169585,0.42122567778795883,0.43016092934029626,0.4332431115682347,0.4311291221750504,0.4295558587073154,0.4269456780397257,0.42032601914887846,0.43241879841176856,0.7777569970075691,0.7682662715148751,0.3451173893783531,0.42093075976423344,0.32643153844193573,0.43777544029991644,0.42959014348773905,0.44323813523729527,0.42303556906686457,0.42917262063659056,0.4125413434524422,0.42445147431307373,0.36419023370010006,0.42024678840698515,0.4006324662179549,0.4296692533715061,0.43901770657672845,0.4095818208381564,0.3625170750577228,0.41577790759130995,0.36206865066562777,0.6970155990132372,0.41620073415235037,0.4235709522612241,0.3527337515311235,0.35740965316517104,0.34223016326204814,0.34469622164321256,0.43722243131351146,0.43707262390904,0.4272840509071216,0.4473160073226643,0.36705241244183195,0.43374066237747744,0.346464868946855,0.42462292320649264,0.3353222859303131,0.311047385129927,0.45099647425996736,0.44304898077480437,0.4233353303663129,0.354185928966801,0.359603692861968,0.48078457317429124,0.7714579577067727,0.4383314579822658,0.43155702812769436,0.36667323434057564,0.382109602127647,0.3712782196036041,0.3656074067823173,0.43929100067087645
122,0.0,0.31127599049825505,0.1475585471230101,0.17406171083567967,0.30912351490697154,0.34952188386693184,0.23821686268452524,0.2398778656083148,0.38210812279271933,0.32372612562918013,0.265120243596479,0.2616671925834848,0.2754215581068037,0.2790989404008861,0.26837891855488694,0.2736007113694404,0.40521708151493396,0.28071488034395187,0.3904802753738069,0.3810933491217683,0.2587598884463881,0.2663394678658022,0.25046445227513114,0.374522424347675,0.2561099823773827,0.26021686980281633,0.3873880145440525,0.26195155650045787,0.3363441481802635,0.28632037129297006,0.7380648414367249,0.27580205527500945,0.5923619936563538,0.39217017545735455,0.27310812678767005,0.26705642508116967,0.2742141025302065,0.29297531954254963,0.3982931869449309,0.2793728897845944,0.27605802065823004,0.2701277587931099,0.26213336203648885,0.2722700078775363,0.27253897778955505,0.2770513073797408,0.26435359521970037,0.2672267911227998,0.2568054530456302,0.2603507700362113,0.6183484630176461,0.7494792072810721,0.3841485164567908,0.26470050248012134,0.3801820747668724,0.2634189808148917,0.2599444656176839,0.27074617380712807,0.2629893471014967,0.2776195097517453,0.2604959264720127,0.27026336247750293,0.3848155270770375,0.2572532596494258,0.30194596906408155,0.2685903057628468,0.2809527573577846,0.3073225332006748,0.39467591357695386,0.45136261433020586,0.400671636204186,0.6868427368329189,0.27057361345541187,0.2674200955479862,0.3918789826203063,0.4058837864756617,0.39661042313591977,0.3933603840312192,0.28476980599194446,0.28960657040667637,0.2828209745535618,0.2827963872467011,0.39013776526188426,0.27799051296668786,0.3960662922887276,0.27679746883448275,0.387808446629075,0.4239468236759172,0.2889528837692985,0.28906112194991584,0.2790728483840027,0.40095401147828713,0.40989054155917237,0.35625996427268014,0.7643919547944316,0.28661666854025813,0.26617931394060523,0.4093021793467724,0.40797581311657194,0.3992486266916423,0.4060549924577236
123,0.0,0.25589247528388726,0.21655088689552848,0.305265579616369,0.3124594118192783,0.23689181267504722,0.2659075985439152,0.35757067760575967,0.370111946020549,0.3189139494974258,0.4399395407459924,0.393261133744118,0.3782965016270228,0.3813976861815441,0.38284035513907455,0.3935927769165919,0.38970214857080454,0.318645406880701,0.3982703903522691,0.2978898533373242,0.29550456817141457,0.37693038078295704,0.38304292963191666,0.3648235482747373,0.29180900044556657,0.37508460168174607,0.38645996944725347,0.31249506190097065,0.38833423446090265,0.44236725449582837,0.40238731121962523,0.7088104383879033,0.39144657070644473,0.718345191265872,0.3180933085028298,0.38680129128277063,0.3810163189423673,0.3924666694972826,0.3944669128421546,0.3166731534983982,0.39083786747648575,0.3990372153304943,0.3992753739187971,0.3809822485846991,0.39129807615251877,0.39294170033450626,0.3993751404329079,0.39573624408036157,0.39905028953277255,0.39266085754699664,0.39490622301161826,0.7371135443757904,0.7323176268792251,0.3200765891019074,0.3962258080084944,0.29303151353750556,0.3890448368530426,0.3844252635254578,0.40561471442400776,0.3838996586732014,0.3989797197101026,0.3832288823929153,0.3921582227154381,0.3197687144316358,0.38635849239623643,0.42848827951262103,0.3950784658672133,0.39872205824790796,0.43508479889312857,0.32471226192920377,0.3729093813891651,0.31480371774489424,0.6473708458368095,0.380963090138172,0.3853077403177593,0.30976752255378215,0.3221217528049113,0.3150710808060496,0.30199600925648495,0.40083838715405773,0.40143669719870756,0.39559287597804005,0.40019907171991476,0.31389938038460585,0.389923864616854,0.30434946883206027,0.39025563120908424,0.3031083698452397,0.3437927608764926,0.4113857101644389,0.4070505590822673,0.39210956096623717,0.31225318392733736,0.32091939761087995,0.4437415185152642,0.7308259587020649,0.3870467758338455,0.3766089767868219,0.3236852028082524,0.33380988539021905,0.3204166367530572
124,0.0,0.14496715133390614,0.2909760060630767,0.2660836329478833,0.3023161710227855,0.3440218798185686,0.24915786176788302,0.27257721347383745,0.3564972279153594,0.3720784245815497,0.3052203439515341,0.4191163397143365,0.3753320479862896,0.37913067027758973,0.36510899346148384,0.3727749142281612,0.37219699158756725,0.3943062721485583,0.31150648625199817,0.3836883215649409,0.2862815906876889,0.282450136757047,0.3620634237493122,0.36699413560540617,0.36283888490370764,0.2775601842999623,0.36944976025114495,0.3742600377487989,0.28961582258054697,0.37695754213782806,0.432454456906445,0.3910996330882005,0.7075768870079593,0.3666080177570853,0.7174569544800544,0.293266480875248,0.3715116807562949,0.36687298943793767,0.376914797160082,0.3845186753027675,0.30333190128407084,0.37554444859931213,0.3884442524223759,0.38071562082777033,0.37619310774051284,0.3829633486711369,0.3751697244218507,0.38289726272786095,0.373968850785213,0.36672955565675625,0.36044630161315805,0.36782896605983784,0.7377123233246798,0.7323945410199282,0.2862992726311324,0.3626579570259394,0.30192913017733036,0.3702382961579712,0.3586949965729952,0.3794017577928641,0.35353880586318864,0.3749757435582758,0.3697095569640686,0.37984978563601746,0.30433174021689025,0.3804873611438111,0.4082594539894846,0.38641459355618935,0.3862865581898257,0.40951982572699763,0.3092868588778178,0.3919975538374175,0.303358342917298,0.660099420251103,0.36925405925334875,0.36328403763600237,0.29238355079591927,0.3016152556630779,0.3065700500638663,0.3112110657278172,0.3895816357164301,0.37923164701407375,0.37512519150917345,0.3841048148228223,0.3011737954768928,0.3723136369556723,0.28429582430866873,0.37242449746958584,0.30984081934846985,0.3470618677378414,0.39135158277809,0.3858519515477793,0.4043767391406876,0.3183732249302732,0.2959620735100308,0.4301494603632676,0.7288542621448213,0.3668398919248703,0.3789857783416559,0.30221436490576215,0.31133869874820197
125,0.0,0.14623400659853547,0.20175074867542042,0.3080967342772586,0.29580758736589197,0.3304901293779624,0.36164936015237925,0.2677738502446423,0.2854365533322081,0.3657406899878315,0.3711201885993025,0.28835882232798793,0.43171018167701103,0.3779360728634187,0.3906231454005935,0.37492448609727824,0.37849493627949804,0.38418689498287084,0.40890133364742665,0.3240931983216253,0.38414075451112484,0.29276870782056374,0.26813595091714426,0.3631820689127858,0.3693972096222886,0.3561776061776062,0.2734187424388126,0.3680830279512324,0.36175056507434045,0.2853555152643701,0.3731483368552029,0.42788685395002324,0.4051953610238317,0.7203795152631138,0.38207874507103623,0.7183969122584397,0.2812882360536396,0.372030671885892,0.3888349019376245,0.3873143044376681,0.3979640838641245,0.30066499967019855,0.38552293741763055,0.39380610223776813,0.38098247906969274,0.3724800535143038,0.379366342768925,0.3893578754638106,0.3792070797221445,0.36597519864502037,0.3630590608051021,0.36315223737266267,0.3622643999934002,0.7502083175517006,0.7186150733370732,0.28799215995660854,0.37070760047364404,0.29886894131653974,0.3730282922680159,0.38413257155235436,0.37671597035398696,0.38285506325332286,0.3876793627760582,0.37134275885125156,0.37668343642905644,0.30042394851618015,0.3780991291259005,0.4277273916455917,0.3957913050903541,0.4015418721535373,0.42489029465264017,0.3053004047405541,0.3989254936184139,0.3138892091482248,0.6670694240367218,0.37373560641683157,0.3774424432348622,0.29446159951387085,0.3067082399951565,0.2912700504440672,0.31934155863656843,0.40106152351050306,0.4029570945910165,0.39673438328930233,0.39687449566948196,0.30704277286135695,0.38550475758459424,0.2978536683215486,0.3917161045645402,0.32558852754640133,0.35403057486408773,0.40010145237078176,0.4041381888082016,0.41033926532664367,0.33249492115700885,0.30745842074857854,0.44739896132532564,0.7329865997674845,0.38244829695221294,0.39619849209723335,0.31806755227259187
126,0.0,0.23761349657313569,0.25884389061959157,0.29999032105625745,0.19507178803196557,0.381836716603138,0.201348312098534,0.241445339013448,0.361994179981332,0.37321114465026384,0.24789870456219398,0.2568722766811553,0.38308788089755264,0.3169411454338491,0.25645635741756345,0.2627768176304518,0.24494417327143003,0.25266751570543344,0.254610891051656,0.2789471718449037,0.3888445050153777,0.26189198855507867,0.3677463144462846,0.35802015593986114,0.24850483302621795,0.25096954382231684,0.2477175073283593,0.3695307843884734,0.263074216182986,0.2555935380126301,0.3804388189235356,0.2683110574922162,0.32261640798226165,0.2825989932015154,0.738789615643965,0.26723056978301063,0.6000209133924137,0.3739320569569623,0.2580855254797306,0.26244447766293666,0.26951167794933006,0.281355471729658,0.3835445755000969,0.2685909573250661,0.27468003970119625,0.26425540256313806,0.2595188301218091,0.26081988287387514,0.2584337997847147,0.25697036926424477,0.24460963334178454,0.24048321393454142,0.23873091143338154,0.24190178775448024,0.6192948628181789,0.7581787374549246,0.37414586529075444,0.24946820765888134,0.3845467309555166,0.2497553855718031,0.24585234230231579,0.26017782922081334,0.24601662296488114,0.2669912224762675,0.2547334754797441,0.2573176545367869,0.3806837552203187,0.25398765801161594,0.29390819344176744,0.2684282101952785,0.27214292812276086,0.29415466029912396,0.3811224435647347,0.45492115016593593,0.38470020455126563,0.6914622482728405,0.2462064206974861,0.24802572263439748,0.37200606914490086,0.3847546834129346,0.38151593197249956,0.3972152409405376,0.2764580094344128,0.2749955153165131,0.26536044125192404,0.2692542361995697,0.38483343623332344,0.26085557712312457,0.3835068272392691,0.2674387968534082,0.3977219023887266,0.4181289552045222,0.27336141998756824,0.2822784005424763,0.2930748152453707,0.4090954712814905,0.384156593172725,0.3314052333225771,0.7577480746722534,0.2582688247712879,0.2682656470890631
127,0.0,0.10289305959409056,0.27349995938780014,0.295120725495123,0.31953019637745894,0.218869421413726,0.39208284616669453,0.2131679175534894,0.2305711544826735,0.3664086635883467,0.3699144735032863,0.24699345868571587,0.24724263705155425,0.38623186448004754,0.3224951700202048,0.2542970115931893,0.2556892421602788,0.2366590602919748,0.24433268522642104,0.2487004059006228,0.27274005950770897,0.37912744301619916,0.2545358520359987,0.3633241039924697,0.3490225806991042,0.24140512714017937,0.241225036742457,0.22413917442847398,0.36014957556568494,0.2462597829376919,0.24415595664743017,0.37301018676636155,0.256777531965953,0.3088506813852391,0.27236968373986314,0.738034160627632,0.2549564352582535,0.5996548018022311,0.371046833146116,0.25504819154464753,0.2587752719726325,0.26428874509387923,0.2715775507496352,0.3828807368588216,0.2625114003595397,0.27215133021584637,0.2675579389284436,0.25204059598358886,0.2519790760373366,0.2566604801532659,0.2549053449112777,0.243308829945031,0.24868135867587227,0.2384986436821841,0.24715462301837376,0.6150124775622783,0.7607081981635234,0.3784777612545627,0.2492245733123305,0.38006897503103876,0.2472245009570686,0.24056943018550947,0.26154319938832726,0.23993153775879716,0.264748902974159,0.24206826982525786,0.2494195670400069,0.37575819771744,0.23884193236084372,0.28661355636716723,0.2565820397975006,0.2609338281424455,0.2893606818231358,0.37343904108481596,0.44165551699111816,0.3717662002106109,0.6914057634296793,0.23404996131314248,0.23767655191826864,0.3704443006459962,0.37634171405820416,0.37635313798499814,0.39223992523075046,0.2537743841508451,0.2685913277915075,0.25763171452588196,0.26288312928714075,0.37624956347127636,0.2486990672557683,0.3780276959958462,0.24697152907551945,0.3919357827162647,0.40259503730849044,0.2663570035241246,0.2751152717619114,0.28200758674904114,0.4074280001496934,0.3812153803047611,0.3290501950053316,0.7648355557471946,0.25768959339883823
128,0.0,0.0974600742530497,0.12782520336871595,0.2876022046598492,0.3090555483939671,0.3329647129787876,0.23329254440597236,0.40482551754659146,0.22971510206324353,0.25289020511133053,0.373238053676631,0.37796682677468096,0.2539331180961225,0.24661863364756131,0.39104614466052545,0.32609942452756824,0.25463823621845916,0.2557103965066444,0.24337166413538724,0.2469912839873476,0.25992713632836073,0.28297114375935206,0.38696147852189644,0.2612647701255296,0.3731070962572346,0.3568774254458429,0.25239449950792425,0.25418443935683666,0.2355516016177185,0.3651110811902518,0.2541563645664592,0.25273828260463627,0.3765805446063334,0.2634393827290984,0.3174772102340857,0.286789990471061,0.7424799781388602,0.2636464829914944,0.6033593888604795,0.3775663921729364,0.2649167699897117,0.27070510571802153,0.2719075737051585,0.28268532783246725,0.388652511889908,0.2711969200234843,0.27916649293249385,0.2720533924237628,0.25336688195479484,0.2549594324795038,0.26547804171805456,0.24750175668209684,0.24310033809693554,0.24926058572365806,0.2407085868830291,0.24510805202142572,0.6200095863335506,0.7525135090879319,0.3685689673737482,0.24906447358545192,0.3780684445561926,0.2569191247354333,0.25488398677832114,0.26444692948606885,0.2528373129645458,0.27176527176527177,0.24904909403135989,0.2537207240213022,0.3860261312938177,0.24370998238150487,0.29454486151504444,0.27162157144599974,0.28034658002166124,0.30466770036892477,0.3766515133771253,0.44931075073205373,0.3797471737445546,0.6933731885024954,0.2527479072588068,0.2583864887198959,0.38425781460160324,0.3893815592797799,0.37777848918483425,0.4002416931585594,0.27200932366198527,0.28242830641813244,0.27504000765595016,0.275548253218037,0.38792729143996607,0.2687804018517431,0.3882496049351877,0.26828311066906807,0.4031942005396839,0.4143382034162837,0.27800009540518045,0.28492512831366734,0.2843426806232454,0.40968711536531377,0.38315243441304603,0.329466581131857,0.7531958054717771
129,0.0,0.24278094643713632,0.2778912790930578,0.28065405875902916,0.2208425324468153,0.22514527138470908,0.2653499005839517,0.36771154076314616,0.3421778020615266,0.3615856819359943,0.39103881804819574,0.30221640520827575,0.30922378878772194,0.3867392967792683,0.38603784632581906,0.3138753847914747,0.42892359859299034,0.3854217274666779,0.3893999989320974,0.37360891158441334,0.38337757485665747,0.383561423108323,0.4035071875564433,0.303784654183366,0.38724992941028835,0.2920424517022986,0.2884939264761224,0.37387515494287904,0.3805171904037844,0.3761436746306295,0.286398345045785,0.3831296244387208,0.38264933470238915,0.29501625135427956,0.38852689878406355,0.4388625366481539,0.401851171598123,0.7190663633899423,0.3850055232187619,0.7279296814337036,0.3104595463070252,0.3912154725090413,0.38863782400203917,0.39371218511460315,0.40223536393640613,0.32617452015131,0.39770085315874937,0.4031714127343463,0.3896506297096485,0.38847974472221636,0.3870796413640786,0.377819498313546,0.3852458147912693,0.3809996477858538,0.3760215214786925,0.3738795728438479,0.3786278120591434,0.744250979383377,0.7318460783110348,0.2920497007625239,0.37467992488904067,0.3064963395696221,0.37824095971105476,0.3720661709956944,0.3894167801589413,0.3703074166499759,0.3913133082590551,0.3826615188251058,0.39569984634842326,0.3099773432910967,0.38772317417363455,0.4214478139977713,0.393340276052377,0.39902280975944093,0.4217531026591166,0.311015634323905,0.3971612443446243,0.3141733510784984,0.6632579006399684,0.3836480691308133,0.37848876419649846,0.3026831602884962,0.3107963735548831,0.31199703230361453,0.3248971396191086,0.40107093067466515,0.3952802980864366,0.3893316722302971,0.39261234831310843,0.3147797810805747,0.375809250573527,0.29714476871325646,0.39084754303112823,0.32247058680686247,0.3451733202910069,0.3922597694805884,0.3947638194691582,0.4086817187127285,0.3232797717374981,0.30341761935165223,0.4440612934941608
