Frame,k=0,k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20,k=21,k=22,k=23,k=24,k=25,k=26,k=27,k=28,k=29,k=30,k=31,k=32,k=33,k=34,k=35,k=36,k=37,k=38,k=39,k=40,k=41,k=42,k=43,k=44,k=45,k=46,k=47,k=48,k=49,k=50,k=51,k=52,k=53,k=54,k=55,k=56,k=57,k=58,k=59,k=60,k=61,k=62,k=63,k=64,k=65,k=66,k=67,k=68,k=69,k=70,k=71,k=72,k=73,k=74,k=75,k=76,k=77,k=78,k=79,k=80,k=81,k=82,k=83,k=84,k=85,k=86,k=87,k=88,k=89,k=90,k=91,k=92,k=93,k=94,k=95,k=96,k=97,k=98,k=99,k=100
162,0.0,0.23693113026137735,0.1815384411329739,0.3017156638624726,0.21649175802713472,0.37769616775531945,0.24555314810908924,0.25938204651578733,0.7147244402255849,0.2912765093544055,0.3624344642015035,0.29569287801200084,0.3867108944653318,0.2919930943788992,0.30353855849447475,0.3922712338498424,0.32482289530872077,0.37541651848001534,0.38452742854943955,0.39287368455067373,0.3868982122040767,0.3867546073881063,0.3776560581735764,0.3752688464784515,0.3779502048257608,0.7597168179853004,0.3817644334837438,0.3634730538922155,0.31727500280195764,0.36571896207140353,0.3706158232593265,0.3734313650011548,0.3768310952523629,0.2895941901462997,0.38070185926944466,0.369368123509921,0.3696552327712108,0.28209182773479824,0.28021418605528114,0.30860838509122523,0.38639632813958336,0.3673673921381819,0.374541998021542,0.38023339447904414,0.31076095791908964,0.2997344489816369,0.379750724128851,0.3893078862471874,0.2810965578731901,0.43729406359760703,0.3780640970116934,0.40623162845385064,0.3831975949713037,0.38953300084202347,0.37916114596104256,0.38791323728321647,0.3071461347115222,0.3806021321047839,0.2855974173898269,0.29531116473131247,0.38099756253169526,0.3778229875505237,0.37842261659553666,0.2846433552500498,0.36375255344482915,0.3688677292486028,0.27883188105160517,0.38256489190512843,0.4361150721999698,0.3815551730405311,0.6978220800276169,0.3625352406807978,0.7134764492364527,0.27815006315370305,0.36247978964903393,0.3568961229170696,0.3701856992696009,0.36617652650504895,0.2953494729807722,0.3791991829048371,0.3787009557951454,0.39184043907180566,0.38610814138076266,0.3822107880601513,0.3748335845610483,0.39121980123353717,0.37978926942008207,0.3905545036516094,0.39079607108435044,0.3680547487455257,0.7439794351265213,0.7369183665755289,0.3027751715964644,0.37977932995761354,0.31722012751938466,0.37497251297387635,0.3749663259864424,0.3850806343986718,0.37039717973653963,0.38742459763453885,0.3788126686242429
163,0.0,0.2553461055722642,0.15560891191234782,0.30614880864708083,0.19031746745508915,0.3261224009547342,0.26446491019684326,0.3701083700920329,0.37317982084129075,0.6050844954073231,0.36586568218790905,0.25713165162351637,0.378286734738595,0.256247207419274,0.3831479397506925,0.3825121715852774,0.273985609457583,0.40148102006733866,0.2567313475699957,0.2616709761180026,0.26830117712614054,0.2613067504605049,0.25282304231985975,0.432806881303451,0.2459648094478275,0.2462933041215939,0.6269046770553234,0.2455062693811514,0.24161211469494315,0.40100260134402776,0.2447373934522037,0.2638112104557713,0.2409229334138111,0.25628322600164244,0.37292508397020885,0.24872619932606588,0.23448039643561513,0.24602463179968603,0.3771922646810135,0.36364533586283654,0.3803102042607822,0.27482854003258683,0.4334897853984102,0.24787799209981265,0.24592088207969653,0.38869192319248314,0.3734951003266449,0.2528473431164423,0.2563005179101566,0.39323829052101333,0.3318255613801737,0.27021579511461613,0.2745500482139298,0.24625281722500603,0.25459082267542343,0.2605472831765935,0.2779003706561207,0.3889968115880825,0.2636546536503538,0.37720026206595325,0.37240405017645317,0.25615923763680415,0.2692579768420269,0.25323945199497844,0.37008049239854324,0.25442217139782053,0.26227838874954446,0.3865667015796336,0.28023174677013507,0.33018471973640406,0.27223048601660493,0.7374648309209753,0.24755802904845936,0.6039285054254561,0.3807667316439246,0.25890336242299794,0.25076846209825454,0.26237544880919506,0.2554881021909543,0.38652549715759,0.26285403969040644,0.267221456588572,0.27101807071520356,0.2521450363130754,0.2513314666824311,0.24838492634388898,0.2585053058895105,0.24641563886846907,0.26055232040412113,0.2596224008302209,0.24436294559768967,0.6081985882715404,0.7663344650093089,0.3838929503353389,0.2564466205795757,0.3962643583942643,0.2504204709274387,0.23751760408414757,0.266408203042244,0.23379313773692267,0.2650170934793096
164,0.0,0.09644894688370864,0.2762691160233973,0.1764652363541246,0.3164921880299365,0.20456720678364537,0.3420933873384998,0.28105673642005824,0.37777584302373035,0.37302681823925976,0.606203389458192,0.3649453905196842,0.2587000813882987,0.37904591230924845,0.25651807782322444,0.3795862819814916,0.38231784091531174,0.2708930059548448,0.40304520409976896,0.25653786741509477,0.2592168172646724,0.2652517036119266,0.251651283845851,0.24984997435925416,0.4286126750396997,0.23815724681293426,0.23132536800377013,0.6236079693753263,0.24267444445046815,0.23595700029023692,0.39758878474096615,0.2393198925328064,0.24819837990471305,0.23165674740484432,0.24812734592483232,0.36621630463229526,0.24548232213007415,0.23204033359615317,0.23910663455222247,0.370657326045596,0.3588452556437054,0.37665349027228756,0.2683147636109793,0.42529396623016724,0.24323965699310557,0.24717797059397928,0.38050087374519714,0.37528629316420015,0.25027975863960505,0.2602869775137657,0.3864372568489248,0.32608374529769757,0.26705197353606624,0.2723227095300226,0.2470089785524554,0.2556287515981537,0.2621712626678818,0.2812035520676255,0.3900460204735502,0.268279464195576,0.3734527374117518,0.36850112302364435,0.2523881182936404,0.26428689968254304,0.2513737921049457,0.3674607722745259,0.2541742066171506,0.2609851808389809,0.38319158772995576,0.27426052513895105,0.3336714730816608,0.2676326963906581,0.7393045401354847,0.2460484548340296,0.6057355644191602,0.37926624613508453,0.2548802332399155,0.24686293040813312,0.2553520584016613,0.2585047160442132,0.38434779837805977,0.2642956838031594,0.26047251831756135,0.2610902397278706,0.25116717908675357,0.25137401903940026,0.24362489264715592,0.2525213091287657,0.24559705613787597,0.25769347627935235,0.2562331160960337,0.2434321882046786,0.6085904215639142,0.7634024145313293,0.37781423852573015,0.24785985445922576,0.3844691317083955,0.24356787569328286,0.23166157920103703,0.26283802858162486,0.23008195582719826
165,0.0,0.10993523741307787,0.1435822551911451,0.29910610633851864,0.2027917471150824,0.3356878988021941,0.2248202934053083,0.3618348138223082,0.2885622275286437,0.3857985020798421,0.379217333143277,0.6117288585160544,0.37062564530656184,0.2678504377921562,0.3848631151588303,0.26283796687856387,0.3829474657888293,0.3939049153732668,0.2765476852897588,0.4115677468166965,0.2573002934818711,0.26674284714514573,0.26501486513464956,0.2572584210784875,0.25183915824401315,0.4274402778054962,0.23573501895778803,0.2434043632673769,0.6209463922140164,0.24377234819505256,0.24040391649567316,0.40195758031308215,0.24130099179244546,0.24966998679947194,0.24449007001629308,0.25698078384540224,0.3706545832811402,0.25375123046885617,0.23521509852900357,0.24523065492449903,0.376296694731989,0.36364538592593,0.39082601998585753,0.2690445122650317,0.43252423208191126,0.24583529151577144,0.244203360987024,0.3825138420135442,0.3758902780534057,0.25810121251565554,0.2617027398227014,0.38588880009133464,0.3229062202044254,0.26511425392269117,0.272049413244832,0.2536685794384336,0.2625401251580688,0.2625625669384276,0.2834453268173488,0.39112251334432324,0.2698646450254655,0.38110626085146704,0.3748875409130298,0.2425580284335206,0.2564304179233089,0.2535273078357799,0.3644747723127981,0.25118406364138857,0.2589298243720247,0.37915845726161235,0.27605417756307493,0.33426015473887816,0.26952832543049665,0.7432101281026966,0.2550430397356751,0.6094860572317691,0.3857499677016494,0.27525676042615044,0.2561916008641848,0.2770552458990361,0.2702096527859362,0.39963749789242964,0.2744236235393199,0.27961937405121207,0.2650837613272742,0.2619034768622964,0.26167923190927256,0.2513983653260291,0.2617216196361436,0.24462233034178205,0.25344655725560905,0.24675850669644084,0.24499489697404353,0.607965969325867,0.7624591887554646,0.37056916879383006,0.2449437221406865,0.3883513376190161,0.25103980334273457,0.23472168374411517,0.2622198505869797
166,0.0,0.24118890907466417,0.2638215438802466,0.29529523208083364,0.21720844306434495,0.3471972964167582,0.25808728088415056,0.3606443382228136,0.27960833655151796,0.41583545211552253,0.2963858981698646,0.2952768608374079,0.7378264340289657,0.3028578109807879,0.3880512075618957,0.2974539342629482,0.38670716164547003,0.3023808792356609,0.3051316928403611,0.40271926464955954,0.3238130631591132,0.37932640999387846,0.38872443926911815,0.37879343441968816,0.37594435130957304,0.37861780297492376,0.356769946340728,0.3573040461164385,0.36711214984035023,0.7432076269807699,0.3677701766586343,0.36198443579766537,0.30306634616582184,0.3647294256825858,0.37155637101896133,0.36406501298173777,0.36928417004356473,0.2752903697643574,0.3699460257816488,0.35605096246444023,0.3593332568469014,0.2723268147999196,0.2725240596842968,0.29612502890137293,0.38011967794162693,0.3447250744764878,0.36530760829996356,0.37249974983600365,0.2929904375180158,0.29028107432854466,0.37571430910549675,0.3838839784673366,0.30046798029556654,0.43376366711240466,0.38344954639418183,0.39205171408204265,0.37039345624740283,0.38051114080075854,0.3825329413045846,0.40086685570733915,0.3050656367877854,0.3822437303783818,0.2874012556970864,0.27546401371866647,0.36714553949609186,0.3771206876225792,0.3727250348732256,0.27572463543186343,0.37445199651001215,0.3806160023188655,0.2903328458040867,0.394223528039118,0.43790098723116655,0.3888222709384327,0.710669831319189,0.36800217450394124,0.7244865668807949,0.2973225347728702,0.382910716953747,0.3739047825850931,0.38795156493114724,0.3870401124169648,0.31172366041317234,0.38387619920176075,0.3947299022141584,0.3848768736616702,0.3775006061259125,0.3736829103251238,0.3713546283225545,0.3785167342935817,0.36231353077562445,0.37409213445359923,0.36649737331638577,0.3679338007983879,0.7338981747052166,0.7228769945007527,0.27737316994357586,0.35984361026893796,0.29163802833775787,0.36904299067467594,0.3579580539872971
167,0.0,0.24968386967157896,0.1479558462796402,0.1573563711895285,0.18176995693466047,0.32858572419518073,0.2217373970054044,0.34900120110479504,0.2433833501028041,0.36846427144178817,0.28805440244701774,0.38150013280788386,0.37470611768445394,0.6066124488968292,0.3621354788647908,0.2566527777019315,0.37792680716439553,0.25052873815133414,0.38068829913202173,0.378921826387976,0.26458924452851473,0.39338656971585617,0.2434676020422123,0.24682113435601094,0.23748831769316114,0.23128165754340224,0.24507956277347143,0.41585150737652343,0.22153895366152287,0.23677006292085223,0.6198881015358826,0.2369101416529069,0.22879079554103054,0.3936888408620812,0.2405641042684481,0.24680758335149267,0.2362367109268163,0.243256070218697,0.35884984305104395,0.23634083291344443,0.21723937425220008,0.22997884557268056,0.3654409658727885,0.34819878050810316,0.36734524165918236,0.2524332672004924,0.41842775861690207,0.22534912773836613,0.24517766497461924,0.37740229517417845,0.3781566557283492,0.2537706710400437,0.2585649679525416,0.38764285211591665,0.3225300961401053,0.2626657864086007,0.26942842444426396,0.24315239659253807,0.24362012146961898,0.24561393857038327,0.2732753899790168,0.37635521046091824,0.24383078098599886,0.360504271377623,0.3474991607922121,0.22969544547028908,0.24195513393219736,0.23455875441632612,0.35209826560978696,0.2402046608741042,0.2421375787872202,0.36952591293427306,0.263963761605271,0.32169633009246434,0.26764512572615873,0.7398452352263903,0.25062742413871775,0.6004713325760873,0.37630287753086156,0.25366330885752064,0.24852032307642002,0.2571330941397574,0.2618752073279045,0.3770701383377102,0.25523016993408554,0.2552753336364366,0.24504895446285702,0.23763375731879666,0.23722546491108998,0.23253781215078395,0.23892023441848287,0.22828754018273145,0.2425525868523305,0.23802472385841367,0.23024910834632217,0.6098862039511752,0.7570788133717069,0.3652351223992215,0.23506627788020196,0.3734769733369633,0.2366497691531202
168,0.0,0.11055167146466127,0.28217617530428407,0.1834723103417022,0.1914898409695004,0.21444952857886745,0.35139163632938253,0.24648028038947778,0.35700055521081686,0.25118455342335944,0.3812703285850768,0.30507967062346275,0.39299087292300494,0.3864498994656086,0.6079467838688603,0.3667082429501085,0.26822568790605095,0.38318854064112684,0.26279002195342427,0.3899689933236915,0.3889866016921347,0.2808639968794695,0.40248673704802307,0.2589371928845783,0.25556146366872123,0.25356201658346367,0.24326509351549908,0.24162963043160524,0.4262168375761216,0.2441026303884185,0.24106574025167848,0.6229536289782738,0.25524754370294755,0.24752242140189884,0.40077843989907125,0.2513977429241816,0.24735387747846738,0.23780334978805018,0.24713324360699862,0.36756800344049023,0.2530048076923077,0.24228051812115659,0.2455505279034691,0.3698543141256676,0.3610588273693601,0.3765217249211563,0.26622200174702626,0.4251041233382131,0.2460834868686428,0.26652572848331624,0.39216702570498385,0.3938787016404006,0.26149440754416375,0.2643746358568122,0.3916131683289841,0.3227277160132631,0.2654864442265391,0.27051487904089055,0.25042328643373746,0.24741148515703115,0.25252809902127615,0.28154733634660845,0.38440114342660825,0.25836029920237336,0.37046691212407545,0.36160195558283825,0.23809989142236698,0.2562116503307036,0.2481130795735098,0.367575310450301,0.2526513654665655,0.25638373865853525,0.37583402613459527,0.2665384859177249,0.3326038864547448,0.26940926280943256,0.7399393379928788,0.2610859801005122,0.6028023945834313,0.39319632364974366,0.26550378385800366,0.25440919713126864,0.2624631423757372,0.26465102270505625,0.3865831252649927,0.2646332356826928,0.2656904976042833,0.25571660160832743,0.2483303203102788,0.24744635067091691,0.24547997284453493,0.24587810922540165,0.24163649254983466,0.2557775250520353,0.253353981491937,0.24806542528061515,0.6130842337531377,0.7608189072183988,0.376014983926626,0.24649352464612684,0.3860717437009118
169,0.0,0.24321169246573748,0.26358132447469973,0.20309188949526957,0.3270946300507259,0.3367740706928708,0.34798027372970575,0.26267518352559827,0.3740017314143491,0.28900843608846494,0.37818576145363514,0.29990439536194935,0.4269819865799215,0.30969958647531015,0.31698168444550157,0.7370520728035418,0.3064831684621122,0.3867609560031118,0.31409528602377546,0.3923469442680131,0.32134388308168793,0.30678310067031545,0.395049494108887,0.32047674326730813,0.3686926013827262,0.3765172901457363,0.36022989005258355,0.3596662213364288,0.3678984598513596,0.35743746525847697,0.35330572876603217,0.36664298207258417,0.7457141626464507,0.3672628638951553,0.36169187836371286,0.3094004212554896,0.3632110304085704,0.3704322891305524,0.3623891117447149,0.36337326107967816,0.2762238409207256,0.36735136072109553,0.3520668372224095,0.35912729726640946,0.28271590350806275,0.27307174552525304,0.29456746456771365,0.3833825344271742,0.3544791506385597,0.36662879349240063,0.38653303621414536,0.3086233541447735,0.30708981416485015,0.3872123838875605,0.3865976614089528,0.30997335804471216,0.4311819938972341,0.38047753409430973,0.39315775329212577,0.3618019477853385,0.3635229946756021,0.36455951617236637,0.3930573464906365,0.29633142061415096,0.3656797395752597,0.2688185537511608,0.2580868087696385,0.35171902867334337,0.3679908109645803,0.36193422070122905,0.2706747340491482,0.3709223060877793,0.3806616483469484,0.2906827984501791,0.389706427655765,0.43513852083835225,0.39145006408774763,0.7130474397861193,0.3798537948828209,0.7242020062044313,0.3032791352529748,0.37864698515893525,0.3721651493337086,0.3802660988760712,0.38234293249393847,0.2970641310799226,0.37114508336240715,0.37754403105138234,0.36776053454035995,0.3678988620905578,0.36660971967035205,0.35634737750988554,0.3683164466719955,0.35995178462344013,0.373725420266831,0.3725518854136217,0.36033932387958834,0.735567055329927,0.7269640338064742,0.28197486069716216,0.3629262210657559
170,0.0,0.23390791927593835,0.15223543380153426,0.16462496815876615,0.32835575790522786,0.22415672262298025,0.22728621745874422,0.24394705573516817,0.3636307778243262,0.2567456449408344,0.3779567516246788,0.2577313978541427,0.38231321416511443,0.3057804628057941,0.3872415381696973,0.3873247121732962,0.609807645857579,0.3775285815874405,0.26597790964423307,0.3928442711575636,0.2692659053833605,0.3911682685799377,0.3828815492247297,0.2682340694146049,0.3939109434781429,0.24966768958104268,0.24934267217569983,0.2431070571711199,0.23664889650029008,0.25105811292727287,0.42795992895771384,0.24596622377431587,0.25627378507871323,0.6371117442638521,0.259893203413619,0.2437137115404956,0.4070990621113627,0.24484886112296766,0.25137904720375015,0.24989571212154482,0.2540640789266154,0.37275096435819177,0.25513931316381666,0.2396209486253572,0.24973565160516709,0.3714476082443572,0.3619856793476761,0.37836986611706336,0.26306531424156243,0.4331524231768843,0.2500841337533585,0.269340515599905,0.39495204939569106,0.39486318726532565,0.26365183060496666,0.2669297690004818,0.3844914576201076,0.32622364689927263,0.2636628782986784,0.2740128299596897,0.2424277501254003,0.24576081558251606,0.2398434082515214,0.27241311753757746,0.38255627395274217,0.25580048891366813,0.3595165659975129,0.3545990664915174,0.22989898319337032,0.2546375186039991,0.23991218611235532,0.3598323371714863,0.24767134299013138,0.25755054407140465,0.37566555560365356,0.2621838901449447,0.33574469524541284,0.27197560328825243,0.7431687247213312,0.2668311539665914,0.6070290250900239,0.38655738057821887,0.2615435816505094,0.25256095565373915,0.2598433196973343,0.2640497019597753,0.37854160214445143,0.2605469724390852,0.2605037071907732,0.24740251271573277,0.24188131733714857,0.24780193602875888,0.2356291273323583,0.24628106381471004,0.23999252702086393,0.2545138737639936,0.250198062538588,0.23185247368977002,0.6156647749187283,0.7544530183580801,0.37189978803837165
171,0.0,0.2498188821939109,0.1764872074534488,0.29809400788569684,0.3149869735005397,0.2543084931645314,0.3583465432391978,0.3583701873766171,0.36981018872041016,0.27741185343473074,0.3713779084854252,0.30386386898669393,0.38359088787929174,0.3085815404448877,0.43181575348320367,0.29055823739043496,0.2920257290303464,0.7181384613701747,0.3047013294593044,0.36828535765094483,0.3073784343487105,0.38422060926580504,0.29152211422150454,0.2999384198534393,0.38893944543730197,0.31230280068707594,0.36547804515278015,0.3690624059533255,0.3676982247563153,0.3619877172122653,0.3684746184786787,0.36307474678263363,0.3693170794800491,0.3742266698504353,0.7531345704438018,0.3723854289071681,0.37078861511759476,0.321999596461086,0.3736399388245576,0.37133332614113257,0.3605430279711872,0.36724217124638625,0.29550915140418854,0.3753784110767576,0.3651917629947179,0.36952464180907996,0.296269859827461,0.28595312567476694,0.30276454118999496,0.39558878142508835,0.3658323986931292,0.37397868803313983,0.396566827171577,0.31831778450674875,0.30761438771187744,0.3779532249243249,0.38860807565376,0.2906701433517622,0.4280193426253789,0.35176002083378544,0.38312840903573187,0.35439614692587884,0.3572716117753092,0.3604895354129084,0.3756263158753733,0.27572981422910536,0.35445525417176726,0.2516085401155368,0.2717331978243276,0.3629893818877731,0.3547786378210318,0.3652331060237938,0.2867092600873512,0.36244204851752027,0.3688098333530315,0.28595103761744023,0.3769188158469421,0.4294288498837243,0.3848784774292675,0.7093138899539877,0.3736523400705116,0.7199802581146499,0.2947043183722031,0.3599827929235898,0.3605070394962233,0.36190598331703516,0.3614154232998963,0.2811332484322471,0.35985174329074665,0.36059774027628355,0.37218153941824184,0.3636977130887339,0.3641511459395631,0.3571260151233502,0.3590875843198873,0.3564948093867225,0.37657459871610677,0.37372788983498995,0.3607822080007014,0.7329025573913517,0.7280833664744482
172,0.0,0.15011179823942955,0.26874625074985004,0.19318077201288875,0.32226618402222407,0.33356275669088775,0.2624903138933703,0.3663846431246359,0.3732073515135469,0.3800257132696885,0.29225782085982255,0.38084027231549544,0.3033554320326495,0.38259192650213425,0.29842123150122035,0.4247869591362432,0.300283984156025,0.3025779265043069,0.731773428687205,0.30118315776466587,0.3879639745408493,0.3069233157404533,0.379397190824014,0.30333396978301175,0.2885099507784026,0.3769534843526112,0.302027880258499,0.3607081629961757,0.36601777354773735,0.3570383521559731,0.36207152804918996,0.3778520208604954,0.3663317282266819,0.37053040061306675,0.37713379627098254,0.7559904755748055,0.38145982193109884,0.3687847987432207,0.32857547158203004,0.364636289549111,0.36428055901843714,0.36443881902979947,0.3689033692193697,0.28242795678955024,0.3666852167081315,0.3628751450837341,0.36386035839160835,0.27412906191168784,0.2737787428456673,0.30120798155219064,0.38431617128132745,0.36216326329045156,0.370543122887687,0.39127224233607216,0.30536194535096317,0.301536029475833,0.37698588483645334,0.37871117725658043,0.2992663737105915,0.4286053388983948,0.3656910489654761,0.37968217934165716,0.35606626289443843,0.35990874674486295,0.35285711902762873,0.3880321293894544,0.2988131746070075,0.3686288412266142,0.2714120699123256,0.26418601098600336,0.34813592544809213,0.3718328840970351,0.3535618149021784,0.27727595087902657,0.37420396787244037,0.3771629843790455,0.28995205323870854,0.38463678334323026,0.44211898153734763,0.3962830178731481,0.7167958968170162,0.38582728110897235,0.7211049676851076,0.3022040736603737,0.37411906478303436,0.3756695178384022,0.3815790174694591,0.3800949848838955,0.29534327059079535,0.3749508934733444,0.3760773844236027,0.3688005551579815,0.36205617671120804,0.36905886990943504,0.36391095139145335,0.36640627126486836,0.36283404138687136,0.3720169046607631,0.36964806342065326,0.3528574921644031,0.7344089340638746
173,0.0,0.1552882151430961,0.16723375184883038,0.3010382614300843,0.2178673047077082,0.3347794689478947,0.33852919235148615,0.27638042590614986,0.3740432374092796,0.37070029307419405,0.3768210219041944,0.2992731749692209,0.385798956979447,0.29200467078964765,0.37880248210437395,0.2923781731851174,0.42392385358787543,0.29290318600993126,0.29858741492596463,0.7296085965554748,0.2926937982096648,0.37906038805319386,0.29762971815556216,0.36849379682546646,0.29284191664864534,0.2722362284129586,0.37244801248815296,0.28560212360264703,0.35631400817546477,0.3583949618032841,0.3512382644555585,0.35330055133363136,0.36538178086155226,0.35912104332892847,0.3640227245518758,0.371450927177321,0.752689734605676,0.36735310135831023,0.36870920776567884,0.31410664901350593,0.3694042808870466,0.3691538231536601,0.35962242342515893,0.355136704838091,0.2837106891085933,0.36235734392388763,0.35054254267595153,0.35721162788153304,0.27463162386725903,0.2746261749457477,0.29373224365151873,0.3855559613822579,0.35101795516784173,0.3583863695530556,0.3879907494080722,0.2946424099764612,0.29416566955828094,0.3685606995038785,0.37133187143253577,0.2968875340927323,0.4152415062428493,0.3559134631096199,0.3701315407732605,0.346742476771599,0.3492397326846305,0.3577608367562428,0.39020670867047635,0.29323953017905136,0.36647338693672193,0.27987876282978574,0.265101352208438,0.361732073033154,0.3669046514888431,0.35928563155311155,0.28068340090996313,0.3763200223791874,0.36948861241122866,0.29477397853925313,0.37995794475031697,0.42810924247282056,0.39563300860563466,0.7162349064319046,0.3789001328394155,0.7220924702774109,0.28348961409726325,0.35351005395067836,0.3664256187079393,0.3692548196608971,0.37025981918606843,0.28546921505513223,0.36967433855829346,0.37237222783740564,0.3653504399462528,0.3627036813518407,0.36395314914261634,0.36340843862369276,0.36117813008882815,0.34909347489347153,0.364748754821147,0.370715782027913,0.3573591829516315
174,0.0,0.29893652659251313,0.3072403496943291,0.3260852670145442,0.2312112881322248,0.3693737159089061,0.26529947742910065,0.26474510206174995,0.40822680565739,0.2929702896466503,0.28470348063552464,0.29265267833009156,0.3955862515512869,0.2773613750491013,0.41467490698114395,0.2954368830077715,0.4096115997699463,0.32009968979505266,0.39614914750092955,0.40069314849373505,0.6126266814573887,0.3963996121511758,0.2735630461655366,0.4145400309972187,0.2827469492238016,0.3937584239434444,0.3933336911598948,0.2776495506014609,0.4133958097814029,0.2706271858739231,0.26540384137849127,0.2677758877312354,0.2671921688747041,0.2825900650690366,0.45568133482850626,0.2846855193615633,0.28727778160925643,0.6606831058225051,0.2915297144970491,0.28463031681002127,0.4437689492943021,0.2769816222250848,0.2812452102217172,0.27781921638411455,0.2810651200135227,0.40695306184582114,0.2878339840255927,0.28086255094854995,0.28198361763215674,0.39955102432573664,0.39506633477071995,0.4168836828622753,0.30392032679945535,0.46742166418566,0.28674555015103653,0.3085548923856032,0.42666680763781695,0.41863762120643044,0.2858978579696908,0.2878773490340075,0.3827349408587428,0.337869851092632,0.2590954335201656,0.29088012870380664,0.268861659740371,0.26859596356795934,0.26522691672094434,0.282086182324777,0.39694012518616495,0.2697411572103957,0.3813944451041138,0.3878158947044634,0.2700047468438822,0.27101922073541584,0.27778785905660575,0.40248255933517185,0.27593878336417366,0.27536323636478743,0.39458898188948155,0.2850091503267974,0.3501210951543017,0.2815495581760843,0.7478505369067665,0.2818494289832576,0.6052165647343929,0.38923160832199266,0.2611742644955557,0.26753124816618745,0.26039738173225524,0.25994762455072684,0.3745158669016537,0.2660078205349079,0.2639710491521763,0.2714159568111758,0.27690601900739176,0.28491958926741534,0.27773658578218263,0.27739570458170903,0.26853199805894623,0.28188643332980856,0.2828346406715293
175,0.0,0.29084194125454443,0.17073516505771957,0.1921406439264658,0.2213336983015941,0.3385339855027075,0.2501221550726501,0.3558391123439667,0.3605603677553374,0.291046235155368,0.3856811783381361,0.37743514602550865,0.3849721859989106,0.29850632863302795,0.3973948601294446,0.2992631165870401,0.37815609520887217,0.2917225054168806,0.4217271293375394,0.2907927813004164,0.29033213401301816,0.7282299042065805,0.28945633128811243,0.37427007299270076,0.2852961716716399,0.363954510554486,0.2835558966165769,0.27139098896608094,0.36897951338639656,0.29181859330600746,0.35884445282976984,0.3562198498318049,0.35994460353455937,0.3562886597938144,0.3686963038889899,0.3560698541878603,0.3646727408776794,0.3652138642248325,0.7546916670757048,0.3698199719012405,0.362713960482307,0.3121444208175733,0.36400411803542854,0.3715964310226493,0.3622542289027366,0.36591328286304203,0.28710754926277215,0.37547280320986165,0.3686076230692299,0.3670474608526343,0.2859172001060566,0.2849769631662429,0.30330451440526307,0.40000109312316223,0.3565133081037125,0.3727392907927479,0.3872650658818808,0.30420365140205774,0.2827956852630643,0.3614459173443244,0.37211656424842243,0.2805364216688113,0.4140823525267824,0.36364732975106917,0.37187188848323927,0.3516300303794919,0.35699240970982205,0.35840586758794957,0.3900224018272863,0.2896922624589602,0.3712652257631812,0.2719251864922887,0.26454696725366367,0.36549238949009033,0.3758678295582748,0.36924151929059845,0.2812983579443292,0.37773247438092905,0.38247081089581947,0.30528261563781967,0.39423278067724066,0.44579880680190875,0.39835369091874673,0.7218088116287702,0.3792397293563202,0.7301018342955752,0.29348526133267283,0.36800997815916037,0.3675628297216694,0.3733142502227863,0.36841560704658693,0.28885663721149546,0.3728945308730661,0.3733568278128513,0.36785401619610414,0.36545007356655024,0.3612410992343016,0.35592320672276423,0.3572923396336851,0.35429057396640473,0.37037037037037035
176,0.0,0.24395949826205232,0.1995204242834575,0.30081690938838757,0.3198518662898353,0.33203475162510643,0.23402201847217385,0.36329301365988387,0.24767168094482828,0.24839255499153978,0.38189906241569727,0.2639331605360392,0.2568929580423833,0.2664070032430538,0.39045616591062104,0.285082670854893,0.38731208691814367,0.25889713228189126,0.3751909277716119,0.30260623816772236,0.3819931406601569,0.3721060172712336,0.5991125987623088,0.36061642314695563,0.24987299273297547,0.3679039301310044,0.22913582453925352,0.3624109431309267,0.3596107545262076,0.2466307125888062,0.3789288366847303,0.242574639623245,0.2313618916874457,0.24128687799706683,0.23817045190037578,0.2393934710369724,0.4243912235778481,0.24411525974025972,0.24075881961393386,0.6288191734923849,0.24677832598064553,0.23939976353641934,0.4016770295122165,0.24205156794425087,0.25237248735129225,0.23758200042179578,0.25045280685530424,0.3816117689895603,0.2639643797681427,0.2552800987676095,0.2631581805543488,0.3889326592694724,0.37493192507632644,0.3888294587321893,0.28366064243926836,0.43501150432781854,0.2460745774757368,0.26103831739791405,0.3878252033642775,0.37067595648453733,0.24476817233344217,0.2551168950571341,0.3706927920080273,0.3075983581940134,0.24010185641531134,0.24502303867067143,0.22777498744349578,0.23371586206896555,0.238648944870675,0.2682576807418646,0.37920546710723946,0.2584975521675811,0.3684735893525579,0.3661320086749513,0.2520637358418123,0.2655328627383463,0.25579527134470104,0.3754972894989945,0.2656718028982379,0.27119091060769973,0.3934792774102003,0.28221267614641743,0.34758570203912575,0.27685388724287696,0.7455166064573788,0.2569236975816124,0.6092342402264661,0.3809634868635151,0.2521348996488795,0.2496694808792631,0.2572934028711221,0.25259764884338265,0.38164690769930687,0.2675419510279461,0.26373714739088017,0.260642618121961,0.2509708737864078,0.2482624076861628,0.23815052019396876,0.23936944708487407,0.24380119792125432
