Epoch,Loss
1,88.7580604569708
2,67.13017666238902
3,55.846005958550535
4,48.382705323162426
5,42.90940577540814
6,39.049982519322874
7,36.445363064521125
8,34.780045576763236
9,33.770374408382324
10,33.17468221197895
11,32.81219876354485
12,32.570259844978615
13,32.3954955047436
14,32.265287502160234
15,32.16494296279156
16,32.08442359831999
17,32.01825571035453
18,31.963843298988706
19,31.919174109931227
20,31.8821934870635
21,31.8511452230587
22,31.8247062684754
23,31.801924670391692
24,31.782109477011005
25,31.76475223155504
26,31.749465143340565
27,31.735945062464232
28,31.72394725713837
29,31.7132716608336
30,31.70374851292748
31,31.695236014660413
32,31.687610631990555
33,31.680766600210706
34,31.67461152122056
35,31.66906472076706
36,31.664056104035243
37,31.659522915298606
38,31.655410903594365
39,31.651671051381474
40,31.6482603178626
41,31.64514164392971
42,31.64228036001827
43,31.639647689232458
44,31.637216770762294
45,31.634964383421217
46,31.632870328436663
47,31.630916233936464
48,31.629086477465947
49,31.627366950744786
50,31.625745378657466
