Epoch,Loss
1,93.49156240582859
2,68.15962812977986
3,58.79402564461082
4,52.12495846224055
5,47.064269694847965
6,43.52097564069103
7,41.23488519472112
8,39.850672471889794
9,39.0614518448361
10,38.62990628544481
11,38.394420460112414
12,38.25884440211511
13,38.17098625074436
14,38.10341358433296
15,38.04332875584239
16,37.98864874674956
17,37.94090115280642
18,37.899414769514415
19,37.86268080293418
20,37.829662651325734
21,37.799671107827734
22,37.77215084873058
23,37.7465942449737
24,37.722512389960464
25,37.69945045624919
26,37.67708508065949
27,37.65537770406973
28,37.63459432972002
29,37.61503570229307
30,37.596767451710555
31,37.57964101598891
32,37.56347177043979
33,37.54812784146906
34,37.53353465363365
35,37.51965836797797
36,37.506491169574176
37,37.494041720508434
38,37.48231902444696
39,37.471323058032446
40,37.46104094508789
41,37.45144630377131
42,37.442504595567186
43,37.43417651342273
44,37.42641821366456
45,37.41918407928536
46,37.412429777101984
47,37.40611140264578
48,37.40018673416888
49,37.394617308960704
50,37.38936712113606
