Frame,k=0,k=1,k=2,k=3,k=4,k=5,k=6,k=7,k=8,k=9,k=10,k=11,k=12,k=13,k=14,k=15,k=16,k=17,k=18,k=19,k=20
2234,0.7476985979150375,0.6195035503889097,0.4514770951852779,0.6563841647097891,0.7967791545573092,0.509415239765542,0.6604325692460102,0.6925785157031406,0.7373114985192721,0.7411545095547183,0.530217616347106,0.5224920482657647,0.7066785467010204,0.6661358572103806,0.7372070604285641,0.8356018208443541,0.8274728424270693,0.5232030137569934,0.8264931483237093,0.7235020696206826,0.6551628213280043
2235,0.5922349020717407,0.7659575782282672,0.6319670683660235,0.46026382559132284,0.6673678549018436,0.8071531399712081,0.5078943053245566,0.6574029819428091,0.6895409811259261,0.7328749253540969,0.7385475118613507,0.5235710397387043,0.5149930264993027,0.6997489986029715,0.6545237642421204,0.7273840042495208,0.8286775260200256,0.8175564243619463,0.5048333640213589,0.8235401031894934,0.7184597634842804
2236,0.63111066174612,0.6102832753675487,0.7746989878119274,0.6436538147312107,0.47230458382152507,0.6792039470168794,0.8155599283385708,0.5173368944041427,0.6943150311349484,0.6944134467847678,0.7370634474688786,0.7394860692226204,0.5201381294964029,0.5087142084737768,0.6961345282073395,0.6520332636963906,0.7233705307895073,0.8257631514386851,0.8146078812080887,0.5060434622298013,0.821892163961641
2237,0.6241345392299635,0.6264588609478215,0.6611292155173489,0.8308858302777932,0.6963116417404156,0.5338544298154367,0.7260813285532776,0.8698076697548962,0.5535681650700074,0.7146290089838476,0.7287148783707336,0.7313758796408638,0.7231185918403531,0.5664304566534413,0.5524076044220362,0.728880738286796,0.6906298218543976,0.7065354668628533,0.8584983571882668,0.860622510076183,0.54667912526697
2238,0.597520113465338,0.6165763681743471,0.6713020956253896,0.6487440216385338,0.8063872491145219,0.6794726404615268,0.5101493879244761,0.7019729113399212,0.8305371525257087,0.5336241055902391,0.6806731739391672,0.7028937184024988,0.7424720993893451,0.7418146575069126,0.5252652410844405,0.5122021799942125,0.6956591778615194,0.6515666893433111,0.7236081594308332,0.8251513423533952,0.8178575498575499
2239,0.5791146247118428,0.5997138751315148,0.6121778019903585,0.6709377259438559,0.6448548779881715,0.8116176371509595,0.6761537856749744,0.4950311119127063,0.6931624034458695,0.8228543003889558,0.5105210900303849,0.6893434490808288,0.6856447950925244,0.7245438634347503,0.7245994118706116,0.49403043075359454,0.47889010640272567,0.6732918500531189,0.6276022517689888,0.7031682354789207,0.8152184436645287
2240,0.7488188879753592,0.6188031182939101,0.634060685241009,0.6481921444866021,0.7010647925064933,0.6768397878631218,0.8285201566750833,0.6986613370686072,0.5240317471131246,0.7096326544540434,0.8341715934485587,0.5388043766840461,0.6769244673399761,0.7026054941942792,0.7392425582080755,0.7396841424535687,0.5238845055478424,0.5062003954203749,0.6927532080659945,0.6496501109404336,0.7239078118688521
2241,0.38437671573947574,0.8008449269804547,0.6649315272957946,0.6772609962365492,0.6893259964126106,0.6910298794118572,0.7143285048464589,0.8718621383945755,0.7322840207429557,0.5519733869974126,0.7419128858120081,0.871963414776781,0.5590186065621882,0.7044903125988959,0.72645594412195,0.7173450687391589,0.7178412799685897,0.5451185294961838,0.5299999413204082,0.7217456439157497,0.6769691103740513
2242,0.3544286254252237,0.37713909063774753,0.7814437922087482,0.6466611135093725,0.659421773212759,0.6708261464343068,0.7187381246437393,0.6881683664446148,0.8387430939226519,0.7015067720418477,0.5218027135876693,0.7078071249489826,0.8349414297069455,0.5270652786738508,0.6684810104499224,0.6890493931299498,0.7247259296665356,0.7262108897867143,0.5056325873750743,0.4930667319758356,0.6858000165061249
2243,0.5705559253292195,0.3798685499220785,0.39892644765061414,0.7922556001397776,0.6600020304447272,0.6719541345198088,0.681179528610067,0.7245133039058791,0.6958152135996838,0.8424211238371656,0.7043288049735206,0.5279862736996741,0.709037540374537,0.8365262033559591,0.5272406211588734,0.6695627107895419,0.6903258017323457,0.7253296079629792,0.7275424714917385,0.5125240625684415,0.49961081417674225
2244,0.7485933315314872,0.5966312697151388,0.4099494943464712,0.42972295164193197,0.8068584342816326,0.6777113855837964,0.6885956579560959,0.6955834522111269,0.7358873851964178,0.7039805526774227,0.8430446373252847,0.70770083792087,0.5331756497392011,0.7115802034206489,0.8364691391506769,0.5327873969275471,0.6731752383327476,0.6938561256162132,0.7310969936699829,0.7324180058801701,0.5155985599582069
2245,0.36128310331965685,0.765089492924456,0.6040849860752842,0.42364905165215316,0.43973244621448027,0.8204748902232954,0.6870043347976609,0.6931337926243271,0.6972495529013968,0.7345664378928136,0.7017827548107909,0.8437392402157695,0.7043786846774656,0.5264508679771588,0.7058264505650206,0.8311298903820575,0.5223786013446172,0.6629578625303225,0.6824248196717504,0.71854036851506,0.7249669626504069
2246,0.6320558050032072,0.39718545251964976,0.7817539474632892,0.6293335537502361,0.446286072258684,0.4608780453825122,0.8304029156166564,0.6962401605363477,0.7008991981672394,0.7068985105488588,0.7418140631077959,0.7070100387862195,0.8438054688347193,0.7070981531272915,0.5287006831330916,0.708205556572684,0.8307710737531446,0.5263154883484091,0.6697649737243021,0.6888606415469829,0.7269788868887062
2247,0.6257950691067231,0.62880271156846,0.4412790627012968,0.8319355477778512,0.6703119897883456,0.4921024859287054,0.5029655092053135,0.8732378873753134,0.7349270664505673,0.73492804693874,0.7396373577775097,0.7275851915947098,0.739587659790484,0.878540151038752,0.7354573033578259,0.5559555765486572,0.7354831586043376,0.8614929760003702,0.5495422662184326,0.6960924683936862,0.7174180746447226
2248,0.5251725868801377,0.6280632757099661,0.6277703480442058,0.4391813158587162,0.8407250074308927,0.6753566820163771,0.4852299185098953,0.4953006782215523,0.8730758584168783,0.728315520096342,0.7285026480500723,0.730704778320406,0.716555210197482,0.7301465104530036,0.875397612819819,0.7271433033783459,0.5386638800807149,0.7265877222205397,0.858843516923114,0.5311492920477512,0.7128219690247164
2249,0.6383694978301302,0.5289358066878204,0.6785673258886196,0.6765876697814466,0.44589335860919943,0.81893588664422,0.6604176554342667,0.4775398208707957,0.483242418506473,0.8420600317403933,0.7011687774381135,0.7017781579959694,0.7068866284867652,0.7390038940048431,0.7036828820559891,0.8396362528525525,0.6973859588647593,0.5142094176958758,0.6942583149137616,0.8214596880751943,0.5145186941560882
2250,0.37918459252337666,0.6422469781995253,0.5429225367484268,0.68157321193273,0.6791472944900583,0.44217806871591836,0.8260137784587913,0.6581304100398359,0.46563232583525704,0.4835485165340949,0.8409928495305458,0.697665135510316,0.6920633781334673,0.6963298229357853,0.7287716455088382,0.6901346823546335,0.8339350830054697,0.6839366733082075,0.5065669170334808,0.682981736320395,0.826322380583219
2251,0.5765590496506252,0.42406218025370135,0.6694263785340377,0.5629679401036667,0.7063413529173324,0.7021105527638192,0.47158207390582685,0.836552800617395,0.67465858059458,0.4860790665293464,0.48912337569038544,0.8455968688845401,0.701981508999763,0.6969630153996125,0.6978501643720065,0.7311973981768587,0.6918162741897877,0.8311930031331867,0.6878434206002833,0.5077801553705168,0.6917359241484256
2252,0.7290425930471405,0.5867916364423065,0.4244021307945144,0.6764740665127194,0.5792562650595097,0.7132483076979218,0.706838856204018,0.46515364171170903,0.8358261513118629,0.6676184257390478,0.472056024335719,0.48613969680219227,0.8423438389975317,0.6930104062246407,0.6872244056748467,0.6922939707456297,0.7223172038479598,0.6767659677321893,0.8222705708155803,0.6761713125568563,0.5013096893142479
2253,0.5859983253977181,0.752862836410228,0.6133205091524474,0.4560569498069498,0.6979318241454164,0.5905481263776635,0.7285909904848846,0.7192464132955725,0.4826741680770319,0.8413118008980827,0.6754109305216631,0.48475381729895173,0.48753865431261423,0.8415548004868847,0.6965589639192896,0.6918332315033022,0.6929190877018173,0.7228873301337834,0.6821573112792539,0.8228078412959268,0.6796802248967759
2254,0.7331034656648303,0.6032868513528615,0.7670163005829956,0.6274387398253259,0.47146373679154663,0.7107286294826398,0.6046707588959173,0.7352178013108494,0.7223642116467719,0.48623523756016473,0.8417674834617864,0.6751489465182123,0.48491506412109575,0.4858943959285177,0.8381268565437707,0.6902404277397682,0.6863464296630692,0.6817284182809855,0.7152533526296123,0.6760090815860764,0.8191565022580989
2255,0.5778204689263388,0.7939258933893891,0.6586378273737505,0.8232677931262311,0.6829259438528558,0.524549230510672,0.708679582268747,0.6506929390131421,0.7287176591879818,0.7135827918990386,0.5203514938488576,0.8872182206605106,0.7130692119638324,0.5188345449122458,0.5175965363501613,0.8803726904989755,0.7303380756603272,0.720786687559207,0.7208795774229925,0.700030649327904,0.7169492032170299
2256,0.6148844560036835,0.5601744649048652,0.7711289140794836,0.6416060054595086,0.8004678058605679,0.6606093656545755,0.5081614495804427,0.7312241054613936,0.6250100090367303,0.74833984375,0.7327775541884667,0.4975778151835897,0.8479822885321678,0.6802715252996614,0.4887252909556168,0.48646322288914645,0.8395674791315018,0.6895863981811521,0.6827891649332741,0.6818494307919973,0.7143621839743062
2257,0.549925705794948,0.6424951884425172,0.5804935724583914,0.7875515354737087,0.6579278486321722,0.8126018182773661,0.6754126846220678,0.5167944927000554,0.7391111801277959,0.6277965289972405,0.7511548963598582,0.7347070998962222,0.4976231461109655,0.8464469182979989,0.6782719128634029,0.48682462609651633,0.48429651486535363,0.8368288421283294,0.6880066054960519,0.6814328860432646,0.6822626713902609
2258,0.6176109005224875,0.5936379756847436,0.6270325269964223,0.621641628565208,0.8316633266533067,0.6955578506083587,0.8530400909728775,0.7094130502653762,0.540757460245043,0.7167505526483409,0.6650667043128398,0.7303301699294444,0.7105445165149448,0.5126503155137516,0.8793757379864747,0.6999353889227897,0.504964911443166,0.5102315338372716,0.866486163791284,0.7129399045177905,0.7034234719155417
2259,0.6240157110959615,0.6405542396386887,0.6260352297101053,0.6564016914377221,0.6537025845213125,0.8513678187309044,0.7187309941520468,0.867613115742835,0.725344381269357,0.5596407310463043,0.7292113055829742,0.6662652605985537,0.7389151028347081,0.7172784978157507,0.5233757751949185,0.8797603889339044,0.7063038911905674,0.5161032461363795,0.5063611746580139,0.8663372133873575,0.7200760160975266
2260,0.5960329976950139,0.6111716719174882,0.620520912749774,0.6110313514018255,0.6966344467508869,0.6367632720783183,0.8243422846237731,0.6960809773281547,0.8364061253609267,0.6962464037148994,0.5380602164290884,0.7495275957004199,0.6415266293233751,0.7578048916997817,0.7391192000898775,0.5048679964881082,0.8431683926590419,0.6801391652334221,0.4869380658854343,0.48232480647391507,0.8285627960801975
2261,0.5776531413851691,0.6145915178705308,0.6277715512384883,0.6319755218060303,0.6278696290134369,0.708127248843452,0.6451303365299992,0.830270968326612,0.6988687680635839,0.838508618606298,0.6978109564436461,0.5383275457109785,0.7482633518013331,0.6387008943765309,0.7560800260612665,0.7381399043418007,0.5027573168474022,0.8422527255267469,0.6744233401586026,0.48157690146919463,0.4767789685999009
2262,0.5619081112311286,0.5870622447716867,0.617355093542362,0.6324409620198063,0.6447932969537559,0.6303619856149039,0.7101089754440443,0.6447955131331429,0.8309611330813051,0.6936792239494849,0.837356802770163,0.6930976062327844,0.5241505479682045,0.7396982243716874,0.6268825799179975,0.7451025902887383,0.7260356132157872,0.4825014642519557,0.8346178304930485,0.6597494355866974,0.46362087239636707
2263,0.7093554237789583,0.5698071813991237,0.5926391730645293,0.62490645853562,0.6380638534622957,0.6470119858365655,0.6339969920504189,0.7115206936580512,0.6402958513412046,0.8269565939082082,0.6893985042356361,0.8331595043221552,0.6852208310523249,0.5155185644294906,0.7339717789668072,0.6167811781854087,0.740133428836967,0.7196815657736715,0.46576205130642456,0.8231774939005018,0.6493854641630465
2264,0.5728603463311324,0.7500091250866883,0.6116545227720624,0.623647474686957,0.651418359713597,0.6636619883727759,0.6820702509290473,0.6507658820201041,0.7253079873193495,0.6549395022686649,0.8346165124743412,0.6992551103561468,0.8388103280471747,0.6934437400860118,0.525170334223368,0.739825640020974,0.6375065954827326,0.746619364647884,0.7232294058969542,0.4775172621355852,0.826116140479901
2265,0.7718425785475189,0.6194834391405981,0.802314296379246,0.6570549646047219,0.6665990022575308,0.6947616668088581,0.7072065830928729,0.7197182848308583,0.6872409137677755,0.7082932366076936,0.6874611693283551,0.8732026299065754,0.731163387205947,0.8733518472365626,0.7220599064110786,0.5499585838661811,0.7185575036591823,0.6600866975317743,0.7217506979184232,0.697935585231736,0.49087913878312084
2266,0.6068332647391708,0.7926565466092341,0.6400221932197192,0.8177486965781715,0.6740273075089538,0.6825584369709004,0.7098378665507707,0.7155871962958742,0.7262376500741143,0.6935828242690232,0.7144931370317278,0.6894861472886573,0.875634155904333,0.7328405302782712,0.8742511411182959,0.7237756211779948,0.5504434391300714,0.7193085335346263,0.6589818960367639,0.7198503093481436,0.6944358490208584
2267,0.7402152493557678,0.5974435551308088,0.7665905640615254,0.6342666939180706,0.7863719542114287,0.6577804163788625,0.6718492464019303,0.6927044578231752,0.6929343392574839,0.68659088611576,0.6720797482805669,0.7363870544184002,0.6656881694675453,0.8408535937997664,0.708524934148846,0.8413899725957057,0.6980760846478038,0.535012402213318,0.7402530047128328,0.6250301761162356,0.7408762016917101
2268,0.5657531515967889,0.758412594293211,0.6186475012771054,0.7828845585551132,0.6533967805152785,0.8009811788944095,0.6713293813066505,0.6816000808121623,0.6999239024608601,0.6984079941397185,0.690807192427612,0.675041736690017,0.7390434604323324,0.6683369124314007,0.8428353539739265,0.7107643889392414,0.8425243291064582,0.6985522118366163,0.5323320255715144,0.7377909565982107,0.6207204776199953
2269,0.7802133269415148,0.5895563329184339,0.7764815624544528,0.6362772920108448,0.7964696853415196,0.6687822270362973,0.8102450312943009,0.6796317529583329,0.687385567971238,0.7036060342487382,0.7020525001522626,0.6929327956393609,0.6765591042887403,0.739991094644143,0.6688610021594465,0.8415425017277125,0.7110384950818587,0.8417206178049804,0.6966508981404971,0.5327549387500209,0.7350800255722922
2270,0.5595760797000976,0.7809327280231119,0.6116965130113792,0.7726572219024453,0.6247467350176981,0.7922567720056239,0.6572445774121167,0.8031677714721732,0.6612700371376704,0.6687451931609774,0.6856028599285018,0.6840193919066543,0.672040147238102,0.6556862146501266,0.7226229392742489,0.6483174319687925,0.8308401887427583,0.6922900169683258,0.8287249702924641,0.6755396706853017,0.4973540865327185
2271,0.5857682134830066,0.5952225110873222,0.8031358462173248,0.6090892252170432,0.7973246834582957,0.6501358059379976,0.8127341040462428,0.6746364265927978,0.8172705979608708,0.6753139467509595,0.6814191723403402,0.6993802302002113,0.695218701916752,0.6815232867903729,0.6659072527823027,0.7318108372590519,0.6587806838064734,0.8380313096776407,0.6999862678232212,0.8333601037161116,0.6800981099408454
2272,0.6059658542358313,0.644429968227435,0.6492348797668205,0.8098545242762223,0.6598008578795405,0.8445600428394052,0.7085178462000948,0.8647390036716481,0.7146711811132811,0.8670256717098328,0.7220264040354415,0.7182258537173984,0.7319868650330388,0.7298751775170043,0.7306772726494605,0.6992517388763478,0.7146636792677694,0.6946269169146257,0.8697682732058327,0.7312999901965873,0.864033030476753
2273,0.59876599384817,0.5925462716398082,0.6292133503521959,0.6369878584043973,0.8349662240318327,0.6459792707035847,0.8225875925233221,0.6784325203618127,0.8270072420779279,0.6898132066380556,0.824627616747182,0.6867626686924658,0.6909789296202419,0.7036823774730404,0.7006192002416392,0.6859268666865226,0.6715457392157081,0.7372427560206629,0.6633108059088448,0.8339301877139822,0.6988692273522152
2274,0.7173652982584806,0.622209549607347,0.6128695018882553,0.6478560938942065,0.6561688051552645,0.8478002242752324,0.6613673569270755,0.8314867792700746,0.6819749663180139,0.8301610053668456,0.6937710681188604,0.8273401668017812,0.6880748220309314,0.6908144597607834,0.7058516225483931,0.7027354676543045,0.6870236690691731,0.6738220011300813,0.7356613040923353,0.6612559353829539,0.8328852896042653
2275,0.6150169663745899,0.7688471674474008,0.6094583994949399,0.659486449652045,0.6889718775996314,0.6975581573579521,0.8486155048796277,0.6965836576328174,0.8705486797484131,0.7153138443545072,0.8685294489892191,0.7245800380996363,0.8675268619707962,0.7153412967309982,0.7184611469094526,0.7335824046174577,0.7334576439482283,0.7213499013213105,0.7016592398125439,0.7137023157490151,0.6883280757097792
2276,0.5904842359330216,0.6059904543128176,0.7551146894934718,0.6506875265946594,0.6436602375253176,0.6756177867909265,0.6765398494457275,0.8615550256765822,0.6695460733072283,0.8361507725837548,0.688644178309305,0.8323376255286514,0.6944848292419356,0.8280892003114225,0.6867482638308309,0.6895024789608999,0.7042090179701482,0.7008498362265709,0.6865328677834632,0.6686854729522673,0.7304403603201606
2277,0.7699601201993368,0.6376223149075229,0.6515764141049811,0.796869952259593,0.6467555347484877,0.6868556549887991,0.7175656357867578,0.7125519188272997,0.8559860425941523,0.7046105457696965,0.8713246699527766,0.7180457812114642,0.8657477049789801,0.7214336184562005,0.864134934365668,0.7135450793760274,0.7182451485444197,0.7308683595862434,0.7280025782837147,0.7172876862338261,0.6943761064998966
2278,0.5758382942346171,0.7463732750942522,0.6134463931970817,0.6296708529254211,0.7761542923094048,0.6701821051708514,0.6587110928446145,0.6849051716694967,0.6798654333298947,0.8657892324264858,0.6668912437765495,0.8348905925570995,0.6787746195677009,0.8250210941597683,0.6837889107281621,0.8227934602484013,0.6771776316916733,0.6819751085647765,0.6936188711190427,0.6886551852594779,0.6767959926930986
2279,0.5842023901539926,0.6109670834995191,0.7688228134237524,0.6435445942070548,0.6555835232490901,0.7945114424081283,0.6928224861970889,0.6775638006040622,0.6997282308491128,0.6937949714549969,0.8709686308224764,0.6801794135570329,0.8413113854595335,0.6923224715647095,0.8317245464317837,0.6952031630638607,0.8283545664441897,0.6910159529806885,0.6920497031009456,0.7033690034053715,0.6984479302976594
2280,0.5822613732351876,0.5985328879600356,0.621197662637544,0.7807648023446495,0.6505911421050201,0.6659894143759604,0.800980298366357,0.6954303285612913,0.6768663790927398,0.6976712942230183,0.6904967976458369,0.8694083492289018,0.6749998606178531,0.8393604936071635,0.6846703422541741,0.8295732233410706,0.6928984651053917,0.8262836852591859,0.6836445858805795,0.6864015731316269,0.6991430617085067
2281,0.7231074410069525,0.574866531342068,0.5915074736491873,0.6141099720410066,0.7835711224052415,0.6459037521581596,0.6568600924740104,0.8050517177141303,0.7117549514200299,0.6630339136225266,0.6859629568145706,0.6728165601767179,0.8615215060169188,0.6863882690468601,0.8281988270769522,0.6791441332760559,0.8339400039794473,0.6765587068506128,0.8290901209110507,0.6745743921783691,0.6676613780517527
2282,0.5795025495309641,0.7903431999213295,0.64890538347904,0.6606958855527066,0.682040821167234,0.8432769940425731,0.7065100827602284,0.7132790325284559,0.8562774203814416,0.686348914199663,0.7165352075564644,0.7353395945481618,0.718254493551042,0.8610893334849455,0.7078219674213426,0.8704729294971965,0.7264776221387086,0.8745044661846023,0.724646395235641,0.8682641198374123,0.719777298891639
2283,0.40820738473311646,0.6186325439745333,0.8078111660233518,0.6696337093956353,0.6799122436529166,0.7008222423524493,0.8555697176386832,0.7194394291118562,0.7219535011065732,0.8573634759867661,0.6901929450757576,0.7233206726932069,0.7379592624551523,0.7264856758184638,0.8670372711536984,0.7117013981377055,0.877540728148463,0.7346447841726619,0.8792463618629056,0.7264407646206721,0.870258334178299
2284,0.5545113971472326,0.43435389857586837,0.6334964621187841,0.7724205384989205,0.6265860108824512,0.6373981683856866,0.6583204632053477,0.8133514744594634,0.6696036285690601,0.6735443537230754,0.8107835535942264,0.7183019106959816,0.6691487114490917,0.6888305046974512,0.6739621442939994,0.8646564804686121,0.6905993481237076,0.8324587398826326,0.6804278137203474,0.8296502259890293,0.6707896567581271
2285,0.7693537322919879,0.6281838095880913,0.44257770462746093,0.6447623332958365,0.8310960894257207,0.690891863081843,0.7006254693954187,0.711896835194926,0.8640824024372552,0.721375932808692,0.7233262689782163,0.8628034330548592,0.6857932732935751,0.7182447103390927,0.732599374203268,0.7217663896904588,0.8648676361486914,0.7081993337067038,0.8768672876041552,0.7262906749453835,0.8740337194632413
2286,0.5434074603316364,0.7533831298530924,0.6091455642791044,0.5035974105512595,0.6848202758714412,0.8109242984148902,0.6753032127951598,0.6796878483835005,0.691355144080932,0.8306659725990985,0.6960433249817077,0.6982185823712501,0.8228930072308722,0.7103660391762043,0.6907374006475491,0.7082025280139477,0.6947547729133022,0.8755150055780765,0.680419140530161,0.8415452538631347,0.6873660128184533
2287,0.6071224480824903,0.585568775248793,0.792627409428883,0.6552229219067972,0.4707298459400264,0.6621292157659489,0.8492762168696011,0.7067876367627655,0.7109230224060509,0.7184833187133653,0.8627563500620226,0.7199390995095418,0.7215612522423471,0.8582240248039311,0.7158161163105539,0.7158800909941223,0.7358780034836373,0.7205123900925567,0.8597996965832371,0.7308136506714373,0.8679461123047442
2288,0.5622901441832906,0.5934458183590181,0.5678445907853227,0.7759708288822711,0.6297645987010315,0.5210145304932035,0.7034701941247208,0.8241846168015565,0.6802488282524222,0.6826696623575099,0.6907253513901713,0.8315671454913834,0.6912495506957796,0.6928641240112737,0.8199069283529259,0.7359188418049245,0.6852013811589923,0.6995921343450224,0.6904562757113839,0.8716141806417008,0.7016829170562309
2289,0.6075745813463458,0.6241334344200151,0.6488295922353435,0.6231162022874792,0.8228641729954811,0.6787229461162874,0.5078347407956747,0.6978078807543868,0.8649606817830368,0.7210212416904489,0.7203520489728112,0.7277418400496112,0.8704470198675497,0.7289606848699077,0.7294971293711847,0.8512277677928528,0.6942235603176008,0.7234111231291092,0.742427329530019,0.723603634395739,0.8616997268084096
2290,0.582924821767917,0.5891544227527586,0.60163643125749,0.6287360818361758,0.6024538958907895,0.8004510294488948,0.6548072994688819,0.5427915281645854,0.7158824218031408,0.8313800767831885,0.6868015586858666,0.6842803783326707,0.6921027294507512,0.8299736631681364,0.6919812537139398,0.6927473558941353,0.815986993028798,0.7074794566493376,0.6851175517953874,0.7012024608501118,0.6854967318793379
2291,0.7198341249906741,0.5965214733302766,0.603158796832754,0.6131131489707217,0.6378236411066351,0.6117943994963744,0.8084476509050222,0.658138058409327,0.5407193717517229,0.7153984455899589,0.8303925285177655,0.6842761682456864,0.6825587446459309,0.6891687743914303,0.8321112486946995,0.6901211663116424,0.6897735385669818,0.8166534911363753,0.7024297524446379,0.6782025739672071,0.6955500292233465
2292,0.5688465230440224,0.7442780819207176,0.6201211245759752,0.6251974769756474,0.6372415307620292,0.659263082437276,0.6312373271106378,0.81743436950947,0.6704187582041792,0.5531851768920735,0.7232514240849941,0.8356398466571483,0.6899200448870809,0.6898498767645082,0.6947928416303305,0.8350698913298937,0.6944695824222769,0.6948125816050345,0.8157195072121439,0.709647578574392,0.6812350902462079
2293,0.5733054472858636,0.6234805460070743,0.790807906590066,0.6597230739041919,0.6766478568855805,0.6783705013198915,0.6984680037750857,0.6647150112866818,0.8542230540074742,0.7103453496293795,0.5220444342120409,0.7050382268528568,0.8701278133303614,0.7196699936267372,0.7176294529596764,0.7249168230802066,0.8713349068974561,0.7246386149052315,0.7209871626686657,0.8554884423277965,0.7104515635184997
2294,0.5477414675165451,0.5477761962942903,0.5991589623079063,0.7638360220858139,0.6337008623107978,0.6487472561650308,0.6452127468903466,0.6627177741812642,0.6241372172112968,0.8182217813077339,0.6722671377926499,0.5329792490118577,0.7134971582777937,0.8305025710052011,0.6783474558805345,0.6765356814917712,0.6849155503785673,0.8278898391378305,0.6805241940250866,0.6776571489326513,0.8135899012974841
2295,0.4048125609147313,0.5995645009416195,0.5929130566072798,0.6327889173275794,0.7967743033493692,0.6692292929635023,0.6733120443049988,0.6721343422364018,0.6890855064750754,0.6525474668710742,0.832788483914937,0.6855435620663068,0.5696820980216024,0.732171356113771,0.8425184253497506,0.7002707700435874,0.6975229453770639,0.7048308513859451,0.8381446196062441,0.7021108514669893,0.6980580485432601
2296,0.42155360713736345,0.440462231079086,0.6370088322830186,0.6350796187770082,0.6696815039731249,0.8379720113439311,0.7058252651523904,0.7034979482911992,0.7056714918489428,0.7161570056726325,0.6797604858391509,0.8626365772637092,0.7079696902415558,0.5362982264633731,0.7067020570670206,0.8715963725021076,0.7265247760143896,0.7220346497510401,0.7278702892199824,0.8692519108244086,0.7247984734830524
2297,0.5679254656861241,0.4055409543558459,0.42303773483724505,0.6158869556994941,0.6136549872434895,0.6466096412245463,0.8095017685815348,0.676363698602783,0.6722679534487652,0.6707044965454751,0.6837726244343891,0.6432136432080037,0.8289070017546839,0.674565560821485,0.5546383184235502,0.7244037271594104,0.8372381726254966,0.6895204262877442,0.6865892255702302,0.6918056316857196,0.8289491540758165
2298,0.7591777620308557,0.6270502576768128,0.46303200125070654,0.47658218423325494,0.6697172952929784,0.6655470974490092,0.6917549628547071,0.8537427868588638,0.7152646611692082,0.7098570388168571,0.7096689407704526,0.719502008215949,0.6822266713686054,0.8632287252976908,0.7093626157764301,0.5327577960306822,0.7081426240420355,0.8730938064427627,0.7230636508544104,0.7190276498486782,0.7240790310839548
2299,0.5579310470920205,0.7427335723394528,0.6082940263262768,0.4509414219826855,0.4648772890697822,0.6516411101982661,0.6441329786328907,0.6692755527364987,0.8246752515815304,0.6876164241281597,0.6810118746130902,0.680115144407472,0.6900716191546131,0.6522334656454408,0.8328465222554267,0.6788542374022797,0.5616465863453814,0.7280154841293236,0.8388052485411349,0.6918708822224344,0.6864795171497422
2300,0.5427502848367761,0.5748788447020432,0.7558194888852734,0.6217626145628004,0.463444763187167,0.4730764534528773,0.6599825682407199,0.6479647839012119,0.6700577902385993,0.8261540037328721,0.6878815890079542,0.6807620738515117,0.6766199714482343,0.688269147653602,0.6477684366868668,0.8329744203270096,0.6781986297870891,0.5556655485097212,0.7229221134896748,0.8357995172252435,0.6861311370688081
2301,0.6015089163237312,0.6150817295583962,0.6386826078244449,0.8053719008264463,0.671507723304231,0.5105469556243549,0.5200016397186711,0.6993674404451908,0.6873971872755497,0.7157498081262155,0.8614574818988655,0.7226530304261518,0.7249978457561396,0.7107632660146983,0.7214716323351421,0.6834908077545356,0.866230518725285,0.7182944773991815,0.5290747499445654,0.701984767643546,0.8668410054052792
2302,0.5562861879546692,0.5887151102452525,0.5847646377264022,0.6114739827913945,0.7856002348106839,0.6554443961142526,0.4939554017509282,0.49698552480441627,0.6742865612422899,0.6585465294057691,0.6753635391302368,0.8291081514380725,0.6902998015726364,0.6822801114408439,0.6802672555347942,0.6896532168883092,0.6508545970943134,0.8293350672461586,0.6746041215674912,0.548665735916732,0.7182314503125795
2303,0.5631431417804702,0.5774681412040428,0.6009145294511016,0.6024089233454235,0.628514032703931,0.7977849169489355,0.6635438493197338,0.4999371529126768,0.5055663323643687,0.675623275016537,0.6577711212471917,0.6748653654366719,0.827473950935721,0.6892225292726704,0.6827158460323861,0.6751585106261881,0.6870177754512142,0.646053549847657,0.8281997770090626,0.6710344670218713,0.5498756656712351
2304,0.6460771040425828,0.6608916643930437,0.6631961551223142,0.6838734023853739,0.6810688561665724,0.6963953539466554,0.836087571651522,0.721995813452065,0.5824383080422701,0.580912046173718,0.7254027023128335,0.7091207022116601,0.7249024544947815,0.8519341524284891,0.7329287749013105,0.7256997088056217,0.7238219706615799,0.7317631775206294,0.6945760217747792,0.846590054669726,0.7132808566670539
2305,0.5683734699267284,0.5972902156087938,0.6133017049666419,0.6172771136863067,0.6424258960396614,0.6365063844472565,0.6574504791240826,0.8181766575840146,0.6832406178522012,0.5177803961173764,0.5143769249792046,0.682335243310853,0.664152530492079,0.6805346587098993,0.8319893982614945,0.6928597624622677,0.6842959190571692,0.6816558395905397,0.6892461291141383,0.6475952445285058,0.8240166692285358
2306,0.6136554673786744,0.5878757996871253,0.6136927690209063,0.6229023172146086,0.6345760413378693,0.6511993138499163,0.6483911805647051,0.6634775279619125,0.8213216460811656,0.682376723374293,0.5121345632858056,0.5097914885666891,0.6813340584882785,0.6584038249356381,0.6815255272924776,0.8302368971561034,0.6905335256767041,0.6841181598940229,0.6749423485442297,0.6840949308388669,0.6383104718630248
