Epoch,Loss
1,95.14428947483205
2,71.71187080838094
3,60.06237297701181
4,52.73565960063013
5,47.495044368151206
6,43.88262993716763
7,41.53162621241872
8,40.086472575930536
9,39.24442457133463
10,38.767030704009024
11,38.490457461863954
12,38.317319224930735
13,38.19676592054158
14,38.10552332954022
15,38.032708847568315
16,37.9721819430455
17,37.92038614434172
18,37.87519879750506
19,37.83513525172908
20,37.79909395085966
21,37.76634817252691
22,37.73653578236155
23,37.7095253897658
24,37.68520726120053
25,37.66336924970916
26,37.64371546200675
27,37.625944014924826
28,37.60978732839988
29,37.595019403165274
30,37.581445336300426
31,37.5688949471594
32,37.557218375287206
33,37.54628403981527
34,37.53598092569425
35,37.526215283125694
36,37.51690938649262
37,37.507999408232656
38,37.49943561441251
39,37.49117942746414
40,37.48320509784952
41,37.475497643898706
42,37.46805584575718
43,37.46088740508259
44,37.45400954535905
45,37.44744586347912
46,37.441220631233136
47,37.43535402130244
48,37.429855362590835
49,37.42472143209681
50,37.41993483462846
